sysName,locus_tag,start,stop,strand,Core/Flexible,ExpressionLevel,name,desc,COG,COGFun,COGDesc,resolved_locus_tag,resolution_method
PMM1003,PMED4_11301,954934.0,955131.0,+,Flexible,VEG,PMM1003,possible Photosystem II reaction centre N prot (NCBI),,,,PMM1003,locus_tag:sysName
HyPMM147,PMED4_11311,955148.0,955369.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1004,PMED4_11321,955448.0,956620.0,-,Core,MEG,purT,GAR transformylase 2 (NCBI),COG27,F,Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase),PMM1004,locus_tag:sysName
PMM1005,PMED4_11331,956638.0,956880.0,-,Flexible,VEG,PMM1005,possible Legume lectins alpha domain (NCBI),,,,PMM1005,locus_tag:sysName
PMM1006,PMED4_11341,956998.0,957510.0,+,Core,VEG,btuE,Glutathione peroxidase (NCBI),COG386,O,Glutathione peroxidase,PMM1006,locus_tag:sysName
PMM1007,PMED4_11351,957628.0,958299.0,-,Flexible,VEG,PMM1007,Conserved hypothetical membrane protein (Katherine Huang),,,,PMM1007,locus_tag:sysName
PMM1008,PMED4_11361,958348.0,958740.0,-,Flexible,VEG,PMM1008,hypothetical (NCBI),,,,PMM1008,locus_tag:sysName
PMM1009,PMED4_11371,958893.0,959915.0,+,Flexible,VEG,PMM1009,putative nitrogen regulation protein NifR3 family homolog (NCBI),COG42,J,tRNA-dihydrouridine synthase,PMM1009,locus_tag:sysName
PMM1010,PMED4_11381,959934.0,960188.0,+,Core,VEG,PMM1010,conserved hypothetical protein (NCBI),,,,PMM1010,locus_tag:sysName
HyPMM148,PMED4_11391,960222.0,960386.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1011,PMED4_11401,960431.0,960676.0,-,Flexible,VEG,PMM1011,hypothetical (NCBI),,,,PMM1011,locus_tag:sysName
HyPMM149,PMED4_11411,960774.0,961010.0,-,Flexible,NEG,Protein-coding gene,,,,,,unresolved
PMM1012,PMED4_11421,961124.0,961537.0,+,Core,VEG,PMM1012,4-hydroxybenzoyl-CoA thioesterase family active site (NCBI),COG824,R,Predicted thioesterase,PMM1012,locus_tag:sysName
HyPMM150,PMED4_11431,961592.0,961792.0,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1013,PMED4_11441,961832.0,962083.0,+,Core,VEG,PMM1013,conserved hypothetical (NCBI),,,,PMM1013,locus_tag:sysName
PMM1014,PMED4_11451,962101.0,962973.0,+,Flexible,LEG,PMM1014,conserved hypothetical protein (NCBI),,,,PMM1014,locus_tag:sysName
PMM1015,PMED4_11461,962979.0,963383.0,-,Flexible,VEG,PMM1015,Predicted membrane protein (Katherine Huang),COG3686,S,Predicted membrane protein,PMM1015,locus_tag:sysName
HyPMM151,PMED4_11471,963498.0,963626.0,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1016,PMED4_11481,963752.0,964045.0,+,Flexible,NEG,PMM1016,possible Virion host shutoff protein (NCBI),,,,PMM1016,locus_tag:sysName
PMM1017,PMED4_11491,964053.0,964595.0,-,Flexible,VEG,PMM1017,conserved hypothetical (NCBI),,,,PMM1017,locus_tag:sysName
PMM1018,PMED4_11501,964673.0,964957.0,+,Flexible,VEG,PMM1018,Uncharacterized conserved protein  (Katherine Huang),COG5470,S,Uncharacterized conserved protein,PMM1018,locus_tag:sysName
HyPMM152,PMED4_11511,965124.0,965303.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1018a,PMED4_11521,965317.0,965487.0,-,Flexible,VEG,PMM1018a,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM153,PMED4_11531,965579.0,965710.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1019,PMED4_11541,965803.0,966105.0,-,Flexible,VEG,PMM1019,possible Integrin alpha cytoplasmic region (NCBI),,,,PMM1019,locus_tag:sysName
HyPMM154,PMED4_11551,966230.0,966409.0,-,Flexible,VEG,pseudo,Pseudogene of VIMSS1199100 with 0 gaps (VIMSS-AUTO),,,,,unresolved
PMM1020,PMED4_11561,966656.0,966838.0,+,Flexible,VEG,PMM1020,conserved hypothetical protein (NCBI),,,,PMM1020,locus_tag:sysName
PMM1021,PMED4_11571,966927.0,967682.0,+,Flexible,LEG,PMM1021,possible Gram-negative pili assembly chaperone (NCBI),,,,PMM1021,locus_tag:sysName
PMM1022,PMED4_11581,967785.0,968132.0,+,Flexible,VEG,PMM1022,conserved hypothetical (NCBI),,,,PMM1022,locus_tag:sysName
HyPMM155,--,968150.0,968303.0,-,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM156,PMED4_11591,968405.0,968758.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM157,PMED4_11601,968937.0,969140.0,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1023,PMED4_11611,969422.0,969673.0,+,Flexible,NEG,PMM1023,"possible lactate/malate dehydrogenase, alpha/b (NCBI)",,,,PMM1023,locus_tag:sysName
PMM1024,PMED4_11621,969677.0,969946.0,+,Flexible,LEG,PMM1024,hypothetical (NCBI),,,,PMM1024,locus_tag:sysName
PMM1025,PMED4_11631,969954.0,970361.0,+,Flexible,LEG,PMM1025,putative stress-induced protein OsmC (NCBI),COG1765,O,"Predicted redox protein, regulator of disulfide bond formation",PMM1025,locus_tag:sysName
HyPMM158,PMED4_11641,970403.0,970519.0,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM159,PMED4_11651,970557.0,970763.0,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM160,--,970889.0,971081.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1026,PMED4_11661,971277.0,971672.0,-,Core,VEG,PMM1026,Uncharacterized protein conserved in bacteria (Katherine Huang),COG4446,S,Uncharacterized protein conserved in bacteria,PMM1026,locus_tag:sysName
PMM1027,PMED4_11671,971799.0,972089.0,+,Flexible,VEG,PMM1027,possible Inward rectifier potassium channel (NCBI),,,,PMM1027,locus_tag:sysName
Yfr5,--,972088.0,972176.0,-,,--,Other non-coding RNA,,,,,,unresolved
Yfr18,--,972284.0,972388.0,-,,--,Other non-coding RNA,,,,,,unresolved
HyPMM161,PMED4_11681,972438.0,972584.0,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM162,PMED4_11691,972744.0,972896.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1028,PMED4_11701,972906.0,973154.0,+,Flexible,MEG,PMM1028,conserved hypothetical (NCBI),,,,PMM1028,locus_tag:sysName
HyPMM163,PMED4_11711,973248.0,973394.0,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1029,PMED4_11721,973403.0,974191.0,-,Core,VEG,PMM1029,"ABC transporter component, possibly Mn transport (NCBI)",COG1108,P,"ABC-type Mn2+/Zn2+ transport systems, permease components",PMM1029,locus_tag:sysName
PMM1030,PMED4_11731,974248.0,974643.0,+,Core,MEG,PMM1030,Ferric uptake regulator family (NCBI),COG735,P,Fe2+/Zn2+ uptake regulation proteins,PMM1030,locus_tag:sysName
PMM1031,PMED4_11741,974679.0,975428.0,-,Core,MEG,PMM1031,"ABC transporter, ATP binding domain, possibly Mn transport (NCBI)",COG1121,P,"ABC-type Mn/Zn transport systems, ATPase component",PMM1031,locus_tag:sysName
PMM1032,PMED4_11751,975567.0,976988.0,+,Flexible,VEG,lraI,"ABC transporter, substrate binding protein, possibly Mn. (NCBI)",COG803,P,"ABC-type metal ion transport system, periplasmic component/surface adhesin",PMM1032,locus_tag:sysName
PMM1033,PMED4_11761,977075.0,978433.0,+,Flexible,VEG,PMM1033,Cobalamin synthesis protein/P47K (NCBI),COG523,R,Putative GTPases (G3E family),PMM1033,locus_tag:sysName
PMM1034,PMED4_11771,978421.0,979494.0,+,Flexible,VEG,PMM1034,G-protein beta WD-40 repeats (NCBI),COG2319,R,FOG: WD40 repeat,PMM1034,locus_tag:sysName
HyPMM164,PMED4_11781,979511.0,979684.0,-,Flexible,VEG,Protein-coding gene,,,,,,unresolved
HyPMM165,PMED4_11782,979969.0,980115.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM166,PMED4_11791,980283.0,980444.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1035,PMED4_11801,980573.0,980899.0,+,Flexible,VEG,PMM1035,"possible DNA gyrase/topoisomerase IV, subunit (NCBI)",,,,PMM1035,locus_tag:sysName
PMM1036,PMED4_11811,980848.0,981120.0,-,Flexible,VEG,PMM1036,hypothetical (NCBI),,,,PMM1036,locus_tag:sysName
PMM1037,PMED4_11821,981111.0,981347.0,-,Flexible,VEG,PMM1037,conserved hypothetical (NCBI),,,,PMM1037,locus_tag:sysName
PMM1038,PMED4_11831,981474.0,982919.0,+,Flexible,LEG,PMM1038,Uncharacterized conserved protein (Katherine Huang),COG2308,S,Uncharacterized conserved protein,PMM1038,locus_tag:sysName
PMM1039,PMED4_11841,982921.0,983877.0,+,Flexible,LEG,PMM1039,Uncharacterized protein conserved in bacteria (Katherine Huang),COG2307,S,Uncharacterized protein conserved in bacteria,PMM1039,locus_tag:sysName
PMM1040,PMED4_11851,983874.0,984734.0,+,Flexible,LEG,PMM1040,Transglutaminase-like superfamily (NCBI),COG1305,E,"Transglutaminase-like enzymes, putative cysteine proteases",PMM1040,locus_tag:sysName
PMM1041,PMED4_11861,984821.0,985405.0,+,Flexible,MEG,PMM1041,conserved hypothetical protein (NCBI),,,,PMM1041,locus_tag:sysName
PMM1042,PMED4_11871,985489.0,986007.0,+,Core,VEG,PMM1042,conserved hpothetical protein (NCBI),COG1357,S,Uncharacterized low-complexity proteins,PMM1042,locus_tag:sysName
PMM1043,PMED4_11881,986019.0,986378.0,-,Flexible,VEG,PMM1043,possible Borrelia lipoprotein (NCBI),,,,PMM1043,locus_tag:sysName
HyPMM167,PMED4_11891,986375.0,986569.0,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1044,PMED4_11901,986582.0,987559.0,-,Core,VEG,rbsK,possible pfkB family carbohydrate kinase (NCBI),COG524,G,"Sugar kinases, ribokinase family",PMM1044,locus_tag:sysName
PMM1045,PMED4_11911,987580.0,987861.0,+,Core,VEG,PMM1045,conserved hypothetical (NCBI),,,,PMM1045,locus_tag:sysName
PMM1046,PMED4_11921,987882.0,989111.0,-,Flexible,VEG,PMM1046,"possible multidrug efflux transporter, MFS family (NCBI)",COG2814,G,Arabinose efflux permease,PMM1046,locus_tag:sysName
PMM1047,PMED4_11931,989114.0,990676.0,+,Core,NEG,PMM1047,Predicted dienelactone hydrolase  (Katherine Huang),COG4188,R,Predicted dienelactone hydrolase,PMM1047,locus_tag:sysName
PMM1048,PMED4_11941,990673.0,991695.0,-,Core,VEG,dppB,"putative ABC transporter, oligopeptides (NCBI)",COG601,EP,"ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",PMM1048,locus_tag:sysName
PMM1049,PMED4_11951,991688.0,993259.0,-,Core,VEG,ddpA,"ABC transporter, substrate binding protein, possibly oligopeptides (NCBI)",COG747,E,"ABC-type dipeptide transport system, periplasmic component",PMM1049,locus_tag:sysName
PMM1050,PMED4_11961,993281.0,993541.0,-,Core,MEG,PMM1050,conserved hypothetical protein (NCBI),,,,PMM1050,locus_tag:sysName
PMM1051,PMED4_11971,993604.0,994905.0,-,Core,VEG,thrA,Homoserine dehydrogenase:ACT domain (NCBI),COG460,E,Homoserine dehydrogenase,PMM1051,locus_tag:sysName
PMM1052,PMED4_11981,994941.0,995366.0,-,Core,VEG,PMM1052,SufE protein probably involved in Fe-S center assembly  (Katherine Huang),COG2166,R,SufE protein probably involved in Fe-S center assembly,PMM1052,locus_tag:sysName
PMM1053,PMED4_11991,995404.0,995961.0,-,Core,VEG,PMM1053,5-formyltetrahydrofolate cyclo-ligase  (Katherine Huang),COG212,H,5-formyltetrahydrofolate cyclo-ligase,PMM1053,locus_tag:sysName
PMM1054,PMED4_12001,995971.0,996444.0,-,Core,VEG,ruvC,Crossover junction endodeoxyribonuclease RuvC (NCBI),COG817,L,"Holliday junction resolvasome, endonuclease subunit",PMM1054,locus_tag:sysName
PMM1055,PMED4_12011,996449.0,997537.0,-,Core,VEG,chlI,"Protoporphyrin IX Magnesium chelatase, ChlI subunit (NCBI)",COG1239,H,Mg-chelatase subunit ChlI,PMM1055,locus_tag:sysName
PMM1056,PMED4_12021,997801.0,998544.0,-,Core,VEG,lasT,probable tRNA/rRNA methyltransferase (NCBI),COG565,J,rRNA methylase,PMM1056,locus_tag:sysName
PMM1057,PMED4_12031,998550.0,998954.0,-,Flexible,VEG,cytM,cytochrome cM (NCBI),,,,PMM1057,locus_tag:sysName
PMM1058,PMED4_12041,998989.0,999108.0,+,Flexible,VEG,petG,"Cytochrome b6/f complex, subunit V (NCBI)",,,,PMM1058,locus_tag:sysName
PMM1059,PMED4_12051,999094.0,999681.0,-,Core,MEG,PMM1059,N6-adenine-specific methylase  (Katherine Huang),COG742,L,N6-adenine-specific methylase,PMM1059,locus_tag:sysName
PMM1060,PMED4_12061,999697.0,1000314.0,-,Core,VEG,PMM1060,Glutamine amidotransferase class-I (NCBI),COG118,E,Glutamine amidotransferase,PMM1060,locus_tag:sysName
PMM1061,PMED4_12071,1000324.0,1000647.0,-,Core,HEG,trxA,Thioredoxin (NCBI),,,,PMM1061,locus_tag:sysName
Yfr1,--,1000744.0,1000797.0,-,,--,Other non-coding RNA,,,,,,unresolved
PMM1062,PMED4_12081,1000856.0,1002019.0,-,Core,VEG,guaB,putative IMP dehydrogenase (NCBI),COG2070,R,Dioxygenases related to 2-nitropropane dioxygenase,PMM1062,locus_tag:sysName
PMM1063,PMED4_12091,1002199.0,1004802.0,+,Core,MEG,gyrA,"DNA gyrase/topoisomerase IV, subunit A (NCBI)",COG188,L,"Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit",PMM1063,locus_tag:sysName
PMM1064,PMED4_12101,1004827.0,1006038.0,+,Core,MEG,crtL1,putative lycopene beta cyclase (NCBI),COG644,C,Dehydrogenases (flavoproteins),PMM1064,locus_tag:sysName
PMM1065,PMED4_12111,1006044.0,1007627.0,-,Core,VEG,PMM1065,Uncharacterized conserved protein (Katherine Huang),COG1543,S,Uncharacterized conserved protein,PMM1065,locus_tag:sysName
PMM1066,PMED4_12121,1007864.0,1009504.0,+,Core,MEG,leuA,2-isopropylmalate synthase (NCBI),COG119,E,Isopropylmalate/homocitrate/citramalate synthases,PMM1066,locus_tag:sysName
PMM1067,PMED4_12131,1009595.0,1009987.0,+,Flexible,VEG,PMM1067,possible Adenoviral fiber protein (NCBI),,,,PMM1067,locus_tag:sysName
PMM1068,PMED4_12141,1009999.0,1011471.0,-,Flexible,VEG,PMM1068,Predicted membrane-associated HD superfamily hydrolase  (Katherine Huang),COG1480,R,Predicted membrane-associated HD superfamily hydrolase,PMM1068,locus_tag:sysName
PMM1069,PMED4_12151,1011546.0,1012442.0,+,Core,MEG,folD,putuative bifunctional Methylenetetrahydrofolate dehydrogenase Methenyltetrahydrofolate/cyclohydrolase (NCBI),COG190,H,"5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase",PMM1069,locus_tag:sysName
PMM1070,PMED4_12161,1012480.0,1013382.0,+,Core,MEG,ispA,Polyprenyl synthetase (NCBI),COG142,H,Geranylgeranyl pyrophosphate synthase,PMM1070,locus_tag:sysName
PMM1071,PMED4_12171,1013397.0,1013876.0,+,Core,MEG,PMM1071,Uncharacterized protein conserved in bacteria (Katherine Huang),COG1963,S,Uncharacterized protein conserved in bacteria,PMM1071,locus_tag:sysName
PMM1072,PMED4_12181,1013873.0,1015267.0,-,Core,VEG,cobB,"putative Cobyrinic acid a,c-diamide synthase (NCBI)",COG1797,H,"Cobyrinic acid a,c-diamide synthase",PMM1072,locus_tag:sysName
PMM1073,PMED4_12191,1015278.0,1016579.0,-,Core,MEG,PMM1073,Putative glucose 6-phosphate dehydrogenase effector OpcA (NCBI),COG3429,G,Glucose-6-P dehydrogenase subunit,PMM1073,locus_tag:sysName
PMM1074,PMED4_12201,1016587.0,1018110.0,-,Core,MEG,zwf,Glucose-6-phosphate dehydrogenase (NCBI),COG364,G,Glucose-6-phosphate 1-dehydrogenase,PMM1074,locus_tag:sysName
PMM1075,PMED4_12211,1018224.0,1019336.0,-,Core,HEG,petH,ferredoxin-NADP oxidoreductase (FNR) (NCBI),,,,PMM1075,locus_tag:sysName
PMM1076,PMED4_12221,1019519.0,1020055.0,+,Flexible,VEG,PMM1076,conserved hypothetical protein (NCBI),,,,PMM1076,locus_tag:sysName
RNA_24,--,1020083.0,1020155.0,-,,--,tRNAGly2,tRNA-Gly (RefSeq),,,,,unresolved
PMM1077,PMED4_12231,1020197.0,1021315.0,-,Core,VEG,PMM1077,two-component sensor histidine kinase (NCBI),COG642,T,Signal transduction histidine kinase,PMM1077,locus_tag:sysName
PMM1078,PMED4_12241,1021422.0,1021964.0,+,Flexible,MEG,PMM1078,conserved hypothetical (NCBI),,,,PMM1078,locus_tag:sysName
PMM1079,PMED4_12251,1022033.0,1022473.0,+,Flexible,VEG,PMM1079,possible Villin headpiece domain (NCBI),,,,PMM1079,locus_tag:sysName
PMM1080,PMED4_12261,1022479.0,1023474.0,-,Core,HEG,prsA,Ribose-phosphate pyrophosphokinase (NCBI),COG462,FE,Phosphoribosylpyrophosphate synthetase,PMM1080,locus_tag:sysName
PMM1081,PMED4_12271,1023724.0,1025244.0,+,Core,MEG,malQ,Putative 4-alpha-glucanotransferase (NCBI),COG1640,G,4-alpha-glucanotransferase,PMM1081,locus_tag:sysName
PMM1082,PMED4_12281,1025260.0,1025748.0,-,Core,NEG,PMM1082,possible Helix-turn-helix (NCBI),,,,PMM1082,locus_tag:sysName
PMM1083,PMED4_12291,1025858.0,1027516.0,-,Core,MEG,PMM1083,possible kinase (NCBI),COG661,R,Predicted unusual protein kinase,PMM1083,locus_tag:sysName
PMM1084,PMED4_12301,1027581.0,1028978.0,+,Core,VEG,cad,Orn/Lys/Arg decarboxylases family 1 (NCBI),COG1982,E,Arginine/lysine/ornithine decarboxylases,PMM1084,locus_tag:sysName
PMM1085,PMED4_12311,1028988.0,1029845.0,+,Core,MEG,cdsA,Phosphatidate cytidylyltransferase (Katherine Huang),COG4589,R,Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase,PMM1085,locus_tag:sysName
PMM1086,PMED4_12321,1030010.0,1030909.0,-,Core,LEG,todF,Alpha/beta hydrolase fold (Katherine Huang),COG596,R,Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily),PMM1086,locus_tag:sysName
PMM1087,PMED4_12331,1030915.0,1032009.0,-,Flexible,MEG,gldA,putative glycerol dehydrogenase (NCBI),COG371,C,Glycerol dehydrogenase and related enzymes,PMM1087,locus_tag:sysName
PMM1088,PMED4_12341,1032024.0,1034552.0,-,Core,HEG,clpC,ClpC (NCBI),COG542,O,"ATPases with chaperone activity, ATP-binding subunit",PMM1088,locus_tag:sysName
PMM1089,PMED4_12351,1034738.0,1035172.0,-,Core,NEG,PMM1089,putative ribosomal-protein-alanine acetyltransferase (NCBI),COG456,R,Acetyltransferases,PMM1089,locus_tag:sysName
PMM1090,PMED4_12361,1035266.0,1036639.0,+,Core,MEG,lysA,Diaminopimelate decarboxylase (NCBI),COG19,E,Diaminopimelate decarboxylase,PMM1090,locus_tag:sysName
PMM1091,PMED4_12371,1036668.0,1037558.0,+,Core,MEG,PMM1091,Uncharacterized conserved protein (Katherine Huang),COG1624,S,Uncharacterized conserved protein,PMM1091,locus_tag:sysName
PMM1092,PMED4_12381,1037562.0,1038380.0,+,Core,MEG,uppS,Undecaprenyl pyrophosphate synthetase (UPPS) (NCBI),COG20,I,Undecaprenyl pyrophosphate synthase,PMM1092,locus_tag:sysName
PMM1093,PMED4_12391,1038373.0,1039380.0,+,Core,MEG,BioB,Biotin synthase (NCBI),COG502,H,Biotin synthase and related enzymes,PMM1093,locus_tag:sysName
PMM1094,PMED4_12401,1039377.0,1040309.0,+,Core,LEG,PMM1094,Predicted sulfurtransferase  (Katherine Huang),COG1054,R,Predicted sulfurtransferase,PMM1094,locus_tag:sysName
PMM1095,PMED4_12411,1040310.0,1040822.0,+,Core,VEG,F2J10.13,conserved hypothetical protein (NCBI),,,,PMM1095,locus_tag:sysName
PMM1096,PMED4_12421,1040819.0,1041718.0,-,Core,MEG,PMM1096,Lipoate synthase (NCBI),COG320,H,Lipoate synthase,PMM1096,locus_tag:sysName
PMM1097,PMED4_12431,1041721.0,1042320.0,-,Core,VEG,recR,RecR protein (NCBI),COG353,L,Recombinational DNA repair protein (RecF pathway),PMM1097,locus_tag:sysName
PMM1098,PMED4_12441,1042426.0,1042983.0,+,Core,HEG,psbP,photosystem II oxygen evolving complex protein PsbP (NCBI),,,,PMM1098,locus_tag:sysName
PMM1099,PMED4_12451,1043002.0,1044774.0,-,Core,VEG,PMM1099,"ABC transporter, multidrug efflux family (NCBI)",COG1132,V,"ABC-type multidrug transport system, ATPase and permease components",PMM1099,locus_tag:sysName
PMM1100,PMED4_12461,1044785.0,1045063.0,-,Flexible,NEG,PMM1100,hypothetical (NCBI),,,,PMM1100,locus_tag:sysName
PMM1101,PMED4_12471,1045073.0,1046851.0,-,Core,VEG,srmB,putative ATP-dependent RNA helicase (NCBI),COG513,LKJ,Superfamily II DNA and RNA helicases,PMM1101,locus_tag:sysName
PMM1102,PMED4_12481,1046989.0,1048677.0,-,Core,VEG,recD,possible exodeoxyribonuclease V 67 kD polypeptide (NCBI),,,,PMM1102,locus_tag:sysName
PMM1103,PMED4_12491,1048679.0,1052308.0,-,Core,NEG,recB,possible UvrD/REP helicase subunit B (NCBI),COG1074,L,ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains),PMM1103,locus_tag:sysName
PMM1104,PMED4_12501,1052321.0,1052794.0,-,Core,VEG,PMM1104,Putative protein-S-isoprenylcysteine methyltransferase  (Katherine Huang),COG2020,O,Putative protein-S-isoprenylcysteine methyltransferase,PMM1104,locus_tag:sysName
PMM1105,PMED4_12511,1052805.0,1055978.0,-,Core,NEG,recC,possible exodeoxyribonuclease V subunit C 125 kD polypeptide (NCBI),COG1330,L,Exonuclease V gamma subunit,PMM1105,locus_tag:sysName
PMM1106,PMED4_12521,1055996.0,1056313.0,-,Flexible,LEG,PMM1106,conserved hypothetical protein (NCBI),,,,PMM1106,locus_tag:sysName
PMM1107,PMED4_12531,1056323.0,1057039.0,-,Core,VEG,pdxJ,Pyridoxal phosphate biosynthetic protein PdxJ (NCBI),COG854,H,Pyridoxal phosphate biosynthesis protein,PMM1107,locus_tag:sysName
PMM1108,PMED4_12541,1057133.0,1057810.0,+,Core,MEG,PMM1108,Phospholipid and glycerol acyltransferase (from 'motifs_6.msf') (NCBI),COG204,I,1-acyl-sn-glycerol-3-phosphate acyltransferase,PMM1108,locus_tag:sysName
PMM1109,PMED4_12551,1057810.0,1058373.0,+,Flexible,VEG,PMM1109,conserved hypothetical protein (NCBI),,,,PMM1109,locus_tag:sysName
PMM1110,PMED4_12561,1058383.0,1058613.0,+,Core,VEG,PMM1110,BolA-like protein (NCBI),COG271,T,Stress-induced morphogen (activity unknown),PMM1110,locus_tag:sysName
