Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 3.1,Light 5.1,Light Glu nM 1.1,Light Glu nM 3.1,Light Glu nM 4.1,Light Glu mM 1.1,Light Glu mM 3.1,Light Glu mM 4.1,Darkness 1.1,Darkness 3.1,Darkness 5.1,Darkness Glu nM 1.1,Darkness Glu nM 3.1,Darkness Glu nM 5.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,FC G nM/L,FC GmM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GnM.D,log2FC.GmM.D,log2FC.GmM.L,extracted_gn
E4PGS7,3,3,20.4872,Alkyl hydroperoxide reductase C OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3622 PE=3 SV=1,1166568.0,413897.0,2511242.0,768650.0,429591.0,1488814.0,993171.0,2368330.0,1277795.0,9175709.0,3155801.0,2297544.0,4552774.0,495670.0,515412.0,371065.0,175431.0,978044.0,172182.0,1442930.0,554977.0,659835.0,355710.0,1639974.0,3357358.0,935420.0,104836.0,0.00143,0.00149,0.00027,0.00147,0.00223,0.00034,0.00679,0.00071,0.00192,0.00055,0.00079,0.00177,0.0017,0.00079,0.00127,0.00323,0.00149,0.00017,Alkyl hydroperoxide reductase C OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3622 PE=3 SV=1,0.00107,0.00135,0.00314,0.00104,0.00125,0.00163,1.27,2.95,1.21,1.57,0.35,0.17,0.33,0.29,0.34482849699744117,0.27500704749986976,0.6507645591169023,1.560714954474479,HP15_3622
E4PNM6,3,3,10.3236,"Electron transfer flavoprotein, beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1756 PE=3 SV=1",74063.4,43065.3,42973.7,8930.31,284447.0,197315.0,496565.0,46649.9,80841.6,325378.0,50027.3,264068.0,1293438.0,8593.31,140663.0,40379.7,46686.1,50665.7,625203.0,190074.0,514555.0,28985.1,121191.0,36531.7,93985.8,182226.0,524584.0,9.1e-05,2.6e-05,0.00018,0.0002,4.4e-05,2.1e-05,0.00024,8.2e-05,0.00055,9.6e-06,8.6e-05,9.2e-05,0.00022,3.5e-05,2.8e-05,9e-05,0.00029,0.00085,"Electron transfer flavoprotein, beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1756 PE=3 SV=1",9.9e-05,8.7e-05,0.00029,6.3e-05,9.6e-05,0.00041,0.88,2.93,1.53,6.54,0.44,0.13,0.33,0.1,-0.18442457113742744,0.6135316529179271,2.7092906357233577,1.5509006646475232,HP15_1756
E4PG91,10,10,39.6629,"TRAP transporter solute receptor, TAXI family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1069 PE=4 SV=1",2040335.0,3222845.0,570740.0,367821.0,1833460.0,2358018.0,10000000.0,510112.0,2656022.0,8653152.0,1962327.0,2877246.0,10000000.0,427548.0,1358036.0,119174.0,530099.0,272603.0,2094138.0,445334.0,1711702.0,519723.0,1392436.0,445114.0,2047366.0,1849258.0,2272556.0,0.0025,0.00034,0.00116,0.00234,0.00048,0.0007,0.00641,0.00089,0.00424,0.00048,0.00025,0.00049,0.00053,0.00062,0.00034,0.00197,0.00295,0.00367,"TRAP transporter solute receptor, TAXI family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1069 PE=4 SV=1",0.00133,0.00117,0.00385,0.00041,0.0005,0.00286,0.88,2.88,1.22,7.01,0.43,0.11,0.24,0.0,-0.18442457113742744,0.28688114778816154,2.8094144442358986,1.5260688116675876,HP15_1069
E4PEY7,5,5,15.8229,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_928 PE=4 SV=1,1027383.0,689648.0,208183.0,50668.8,149171.0,1813486.0,6599345.0,97253.7,911915.0,499503.0,1303030.0,8116444.0,3244110.0,54584.3,173661.0,32589.1,156742.0,58826.9,552089.0,167053.0,912546.0,108750.0,516690.0,79762.8,1089068.0,2235550.0,2516962.0,0.00126,0.00012,9.4e-05,0.0018,9.2e-05,0.00024,0.00037,0.00252,0.00137,6.1e-05,7e-05,0.00011,0.0002,0.00013,6.2e-05,0.00105,0.00357,0.00406,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_928 PE=4 SV=1,0.00049,0.00071,0.00142,7.9e-05,0.00013,0.00289,1.44,2.88,1.64,36.62,0.38,0.14,0.14,0.02,0.5260688116675876,0.7136958148433589,5.1945598860226125,1.5260688116675876,HP15_928
E4PLZ9,2,2,8.47147,50S ribosomal protein L24 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplX PE=3 SV=1,153351.0,296285.0,118132.0,22514.4,133095.0,398535.0,1208684.0,54855.7,138387.0,2440.71,279645.0,856762.0,1659936.0,37653.6,105086.0,23545.8,137365.0,36814.4,69026.8,98372.2,174198.0,51712.1,188561.0,158120.0,151251.0,242556.0,26854.2,0.00019,7e-05,8.4e-05,0.00039,5.2e-05,3.7e-05,1.8e-06,0.00027,0.0007,4.2e-05,5e-05,6.7e-05,0.00012,6.2e-05,0.00012,0.00015,0.00039,4.3e-05,50S ribosomal protein L24 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplX PE=3 SV=1,0.00011,0.00016,0.00032,5.3e-05,0.0001,0.00019,1.41,2.83,1.89,3.62,0.36,0.19,0.04,0.12,0.49569516262406876,0.9183862344463479,1.8559896973084806,1.5008020530571577,rplX
E4PFE6,2,2,6.17967,Cysteine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysK PE=3 SV=1,30958.1,18136.5,49437.7,9823.98,68703.5,106036.0,156402.0,25452.4,24907.6,36697.2,55020.1,586704.0,221627.0,5827.94,32652.9,8391.62,15926.7,10652.1,3546910.0,59725.8,14100.7,3364.01,39940.0,19754.8,5624.42,17400.0,5221.51,3.8e-05,2.9e-05,4.3e-05,0.00011,2.4e-05,6.6e-06,2.7e-05,0.00018,9.4e-05,6.5e-06,1.8e-05,1.9e-05,7.1e-05,4e-06,1.5e-05,5.4e-06,2.8e-05,8.4e-06,Cysteine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysK PE=3 SV=1,3.7e-05,4.5e-05,0.0001,1.5e-05,3e-05,1.4e-05,1.22,2.73,2.06,0.95,0.4,0.11,0.25,0.47,0.28688114778816154,1.0426443374084937,-0.07400058144377693,1.4489009511451278,cysK
E4PKH0,3,3,13.7414,TRAP dicarboxylate transporter-DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2682 PE=4 SV=1,87970.6,1419235.0,386292.0,173731.0,1862645.0,295519.0,4915002.0,265935.0,22000000.0,1226692.0,228342.0,1099612.0,6813796.0,140021.0,430018.0,100603.0,2172305.0,128476.0,4895332.0,189962.0,33000000.0,232080.0,5940344.0,324021.0,439022.0,1308035.0,4514142.0,0.00011,0.00023,0.00118,0.00029,0.00025,0.0058,0.00091,0.00034,0.00288,0.00016,0.00021,0.00023,0.00022,0.00028,0.00025,0.00042,0.00209,0.00728,TRAP dicarboxylate transporter-DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2682 PE=4 SV=1,0.00051,0.00211,0.00138,0.0002,0.00025,0.00326,4.18,2.72,1.25,16.23,0.22,0.18,0.07,0.11,2.063502942306158,0.32192809488736235,4.020591094773247,1.4436066514756147,HP15_2682
E4PHT9,7,7,21.5836,Sulfate adenylyltransferase subunit 1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysN PE=3 SV=1,215867.0,80026.3,460817.0,145635.0,345478.0,72939.9,458248.0,249911.0,1212838.0,1095345.0,227270.0,2588823.0,854870.0,106343.0,307848.0,69498.7,55269.2,180351.0,453523.0,98613.8,53568.4,183472.0,398257.0,282983.0,320202.0,427808.0,433195.0,0.00026,0.00027,0.00022,7.2e-05,0.00024,0.00032,0.00081,0.0008,0.00036,0.00012,0.00015,0.00033,0.00012,0.00022,0.00022,0.00031,0.00068,0.0007,Sulfate adenylyltransferase subunit 1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysN PE=3 SV=1,0.00025,0.00021,0.00066,0.0002,0.00018,0.00056,0.83,2.61,0.93,2.85,0.3,0.03,0.43,0.03,-0.2688167584278,-0.10469737866669324,1.5109619192773793,1.3840498067951597,cysN
E4PP27,2,2,11.364,Protein translocase subunit SecA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=secA PE=3 SV=1,172500.0,98149.5,372918.0,128102.0,257514.0,251074.0,652930.0,147892.0,1202765.0,566980.0,279396.0,532778.0,2214632.0,193653.0,258569.0,49545.2,50905.2,78836.0,384960.0,90472.7,13000000.0,57762.1,148558.0,267978.0,5250.49,2493679.0,525883.0,0.00021,0.00022,0.00016,0.00025,0.00014,0.00032,0.00042,0.00017,0.00094,0.00022,0.00011,0.00014,0.00011,6.9e-05,0.00021,5.1e-06,0.00398,0.00085,Protein translocase subunit SecA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=secA PE=3 SV=1,0.0002,0.00024,0.00051,0.00015,0.00013,0.00161,1.18,2.55,0.83,10.41,0.27,0.12,0.32,0.15,0.23878685958711648,-0.2688167584278,3.3798981635246923,1.3504972470841332,secA
E4PII1,3,3,11.5226,Methionine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metG PE=3 SV=1,312353.0,800381.0,711595.0,319676.0,1247640.0,132683.0,1935714.0,359413.0,2266985.0,1506629.0,10000000.0,2438653.0,5164100.0,170578.0,892185.0,87449.4,533206.0,145730.0,331542.0,133108.0,557589.0,295037.0,907944.0,599460.0,17000000.0,1542485.0,382129.0,0.00038,0.00042,0.00079,0.00013,0.00034,0.0006,0.00112,0.00076,0.00218,0.00019,0.00019,0.00026,0.00016,0.00035,0.00046,0.01656,0.00246,0.00062,Methionine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metG PE=3 SV=1,0.00053,0.00036,0.00135,0.00021,0.00032,0.00655,0.67,2.54,1.52,30.66,0.2,0.07,0.15,0.14,-0.5777669993169522,0.6040713236688608,4.938285791884053,1.3448284969974411,metG
E4PH82,9,9,38.4234,Secreted protein containing DUF1329 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2421 PE=4 SV=1,568660.0,886683.0,1289187.0,331072.0,1294758.0,1339529.0,3283020.0,536220.0,1058682.0,3788334.0,673631.0,3328900.0,4513126.0,228197.0,865172.0,215641.0,344846.0,219183.0,17000000.0,341614.0,474340.0,536979.0,685181.0,495372.0,643626.0,779755.0,656776.0,0.0007,0.00077,0.00082,0.00133,0.00051,0.00028,0.0028,0.00103,0.00191,0.00025,0.00046,0.0004,0.0004,0.00064,0.00038,0.00062,0.00124,0.00106,Secreted protein containing DUF1329 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2421 PE=4 SV=1,0.00076,0.0007,0.00191,0.00037,0.00048,0.00097,0.93,2.52,1.29,2.63,0.43,0.04,0.18,0.02,-0.10469737866669324,0.36737106564852945,1.3950627995175775,1.3334237337251917,HP15_2421
E4PLY4,4,4,15.4643,30S ribosomal protein S7 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsG PE=3 SV=1,799078.0,1637624.0,1359917.0,410560.0,1266691.0,397168.0,4597933.0,760619.0,2018752.0,1450509.0,4686386.0,8427777.0,6568166.0,602494.0,1528810.0,141812.0,671755.0,394495.0,2922417.0,982604.0,2927930.0,457095.0,1303081.0,1086287.0,4466255.0,1710866.0,4472278.0,0.00098,0.00081,0.0008,0.00039,0.00072,0.00053,0.00107,0.00261,0.00277,0.00067,0.0003,0.00072,0.00116,0.00055,0.00084,0.0043,0.00273,0.00722,30S ribosomal protein S7 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsG PE=3 SV=1,0.00086,0.00055,0.00215,0.00056,0.00085,0.00475,0.64,2.5,1.51,8.44,0.02,0.04,0.13,0.02,-0.6438561897747247,0.5945485495503542,3.0772429989324603,1.3219280948873624,rpsG
E4PNU7,3,3,17.8458,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3013 PE=4 SV=1,314240.0,560908.0,991574.0,482696.0,320079.0,768830.0,1467433.0,908397.0,843768.0,2247852.0,509580.0,1604161.0,1781085.0,291436.0,1628131.0,166864.0,294140.0,298744.0,267090.0,629779.0,1037906.0,463989.0,94187.5,662982.0,659339.0,645676.0,673274.0,0.00039,0.00059,0.0002,0.00076,0.00086,0.00022,0.00166,0.0005,0.00075,0.00032,0.00036,0.00054,0.00074,0.00056,0.00051,0.00063,0.00103,0.00109,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3013 PE=4 SV=1,0.00039,0.00061,0.00097,0.00041,0.0006,0.00092,1.56,2.47,1.48,2.25,0.19,0.1,0.06,0.02,0.6415460290875237,0.5655971758542251,1.1699250014423124,1.304511041809953,HP15_3013
E4PMU3,6,6,27.533,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metE PE=3 SV=1,153414.0,1669168.0,2383542.0,1588348.0,3326127.0,1121845.0,9306422.0,1776872.0,6569027.0,1680436.0,2169060.0,7629826.0,13000000.0,1439089.0,3114009.0,590193.0,2055669.0,1090083.0,1891058.0,1519968.0,5841847.0,1464155.0,5471032.0,1996047.0,3651866.0,3236058.0,2115952.0,0.00019,0.00142,0.0021,0.00111,0.00168,0.00174,0.00124,0.00237,0.00555,0.0016,0.00126,0.00198,0.0018,0.00175,0.00154,0.00351,0.00516,0.00341,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metE PE=3 SV=1,0.00124,0.00151,0.00305,0.00161,0.0017,0.00403,1.22,2.47,1.05,2.5,0.34,0.13,0.36,0.01,0.28688114778816154,0.070389327891398,1.3219280948873624,1.304511041809953,metE
E4PF58,10,10,50.7142,Phosphogluconate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=edd PE=3 SV=1,5549137.0,1182760.0,1615255.0,761228.0,898248.0,1341673.0,1341029.0,1219617.0,1075705.0,11000000.0,2129671.0,9071850.0,23000000.0,486354.0,1616134.0,329417.0,1408493.0,749605.0,863395.0,1040101.0,1302644.0,365719.0,1402462.0,1139812.0,2898828.0,2611244.0,3792039.0,0.00681,0.00096,0.00057,0.00133,0.00115,0.00028,0.00803,0.00281,0.00953,0.00054,0.0007,0.00136,0.00123,0.00044,0.00088,0.00279,0.00417,0.00612,Phosphogluconate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=edd PE=3 SV=1,0.00278,0.00092,0.00679,0.00087,0.00085,0.00436,0.33,2.44,0.98,5.02,0.21,0.12,0.48,0.01,-1.5994620704162712,-0.029146345659516508,2.327687364176047,1.2868811477881617,edd
E4PF42,8,8,32.9673,"ABC-type sugar transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2158 PE=4 SV=1",1191442.0,1983265.0,475077.0,395915.0,907083.0,2739893.0,10000000.0,553589.0,1703986.0,3593050.0,1142407.0,3562594.0,4490200.0,320036.0,484940.0,140065.0,341040.0,191960.0,638525.0,375287.0,1501399.0,551908.0,981760.0,404098.0,1588671.0,918249.0,1350973.0,0.00146,0.00028,0.00057,0.00271,0.00052,0.00045,0.00266,0.00111,0.0019,0.00036,0.0003,0.00035,0.00044,0.00066,0.00031,0.00153,0.00147,0.00218,"ABC-type sugar transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2158 PE=4 SV=1",0.00077,0.00123,0.00189,0.00033,0.00047,0.00172,1.59,2.44,1.41,5.16,0.3,0.06,0.13,0.0,0.6690267655096307,0.49569516262406876,2.3673710656485296,1.2868811477881617,HP15_2158
E4PHE4,10,10,49.7816,ATP synthase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpA PE=3 SV=1,4713216.0,6109997.0,5667585.0,2076402.0,13000000.0,6654950.0,31000000.0,3570382.0,16000000.0,28000000.0,7918163.0,30000000.0,26000000.0,2761364.0,8665141.0,1346515.0,4034902.0,2641388.0,19000000.0,4252577.0,8401026.0,2592850.0,7693913.0,5634980.0,5926738.0,7275320.0,10000000.0,0.00578,0.00337,0.00817,0.00659,0.00337,0.00435,0.02093,0.0092,0.01103,0.00307,0.00287,0.00479,0.00502,0.0031,0.00435,0.0057,0.01161,0.01659,ATP synthase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpA PE=3 SV=1,0.00578,0.00477,0.01372,0.00358,0.00416,0.0113,0.83,2.38,1.16,3.16,0.29,0.06,0.26,0.04,-0.2688167584278,0.21412480535284734,1.6599245584023783,1.2509615735332187,atpA
E4PN47,7,7,38.7104,Adenosylhomocysteinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ahcY PE=3 SV=1,931695.0,547909.0,1484069.0,703429.0,1392133.0,818291.0,1250984.0,1132969.0,1726430.0,3686672.0,905610.0,3953268.0,6906580.0,614867.0,697702.0,345468.0,462903.0,685359.0,154904.0,509526.0,976323.0,588982.0,667203.0,1039681.0,589455.0,1046878.0,2594175.0,0.00114,0.00088,0.00088,0.00081,0.00107,0.00046,0.00273,0.00123,0.00292,0.00068,0.00074,0.00124,0.0006,0.0007,0.0008,0.00057,0.00167,0.00419,Adenosylhomocysteinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ahcY PE=3 SV=1,0.00097,0.00078,0.00229,0.00089,0.0007,0.00214,0.8,2.37,0.79,2.41,0.2,0.04,0.19,0.16,-0.3219280948873623,-0.3400754415976217,1.269033146455237,1.2448870591235344,ahcY
E4PQJ1,3,3,8.04316,Signal transduction protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_770 PE=4 SV=1,75584.7,33319.7,24738.9,4767.2,41392.9,11781.6,479921.0,49188.1,79372.9,219251.0,15462.7,131002.0,264745.0,6142.71,26275.4,861.866,59248.2,707.486,4200.35,86.8664,131826.0,20239.7,8832.47,17186.5,269.569,31126.4,184649.0,9.3e-05,1.5e-05,2.6e-05,1.2e-05,4.6e-05,2.1e-05,0.00016,4.1e-05,0.00011,6.8e-06,1.8e-06,1.3e-06,1e-07,2.4e-05,1.3e-05,2.6e-07,5e-05,0.0003,Signal transduction protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_770 PE=4 SV=1,4.5e-05,2.6e-05,0.0001,3.3e-06,1.3e-05,0.00012,0.59,2.36,3.78,34.93,0.26,0.12,0.13,0.14,-0.7612131404128835,1.9183862344463478,5.1263947376201395,1.2387868595871165,HP15_770
E4PHH1,2,2,8.3928,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,86690.7,115154.0,28617.4,8427.18,3717.65,122844.0,494584.0,13118.5,226935.0,120847.0,50274.3,330636.0,225568.0,2141.66,6314.21,1095.64,4123.73,9.14943,25713.5,10143.3,38734.2,7118.19,9247.05,2485.83,47042.6,8863.09,1463.47,0.00011,1.7e-05,2.4e-06,0.00012,1.2e-05,6e-05,8.9e-05,0.0001,9.5e-05,2.4e-06,2.3e-06,1.7e-08,1.2e-05,8.5e-06,1.9e-06,4.5e-05,1.4e-05,2.4e-06,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,4.2e-05,6.5e-05,9.6e-05,1.6e-06,7.5e-06,2.1e-05,1.54,2.29,4.73,13.04,0.32,0.09,0.06,0.11,0.6229303509201767,2.2418401835646704,3.704871964456353,1.1953475983222193,gabT
E4PHV4,2,2,7.63528,Acyl-CoA dehydrogenase family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2478 PE=3 SV=1,78707.1,175462.0,194151.0,128794.0,20988.3,6737.98,9.30265,183099.0,10779.3,476828.0,13190.7,22545.7,341808.0,64712.0,79189.4,24078.8,2207.85,34003.1,10956.4,98968.2,10827.9,24776.6,2275.53,162474.0,22000000.0,43471.2,4850.53,9.7e-05,0.00012,1.3e-05,6.7e-06,0.00017,2.9e-06,0.00035,7e-06,0.00014,7.2e-05,5.1e-05,6.2e-05,0.00012,3e-05,0.00013,0.02156,6.9e-05,7.8e-06,Acyl-CoA dehydrogenase family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2478 PE=3 SV=1,7.5e-05,6.1e-05,0.00017,6.2e-05,9.1e-05,0.00721,0.81,2.24,1.47,116.91,0.42,0.21,0.2,0.19,-0.3040061868900999,0.5558161550616397,6.869254527115468,1.1634987322828796,HP15_2478
E4PL39,2,2,5.49262,30S ribosomal protein S21 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsU PE=3 SV=1,434411.0,366970.0,528657.0,225271.0,610571.0,282000.0,788851.0,280399.0,819012.0,929466.0,1577987.0,3881292.0,1884314.0,227402.0,793021.0,103957.0,259462.0,236078.0,1006985.0,227432.0,3671430.0,254617.0,528775.0,315944.0,2154879.0,640147.0,794066.0,0.00053,0.00031,0.00039,0.00028,0.00026,0.00022,0.00069,0.0012,0.0008,0.00025,0.00022,0.00043,0.00027,0.0003,0.00024,0.00207,0.00102,0.00128,30S ribosomal protein S21 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsU PE=3 SV=1,0.00041,0.00025,0.0009,0.0003,0.00027,0.00146,0.62,2.18,0.91,4.85,0.04,0.02,0.35,0.01,-0.6896598793878495,-0.13606154957602837,2.277984747299765,1.1243281350022019,rpsU
E4PHT8,2,2,8.6188,Sulfate adenylyltransferase subunit 2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysD PE=3 SV=1,630314.0,504928.0,511031.0,220920.0,967167.0,465583.0,1385446.0,701456.0,2147556.0,1105861.0,5234015.0,3514836.0,4192864.0,179084.0,1350658.0,127523.0,267155.0,128953.0,486761.0,236841.0,452519.0,218187.0,330876.0,350870.0,511760.0,2862783.0,277439.0,0.00077,0.0003,0.00061,0.00046,0.00066,0.00057,0.00082,0.00109,0.00177,0.0002,0.00027,0.00023,0.00028,0.00026,0.00027,0.00049,0.00457,0.00045,Sulfate adenylyltransferase subunit 2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysD PE=3 SV=1,0.00056,0.00056,0.00123,0.00024,0.00027,0.00184,1.0,2.18,1.15,7.81,0.5,0.05,0.09,0.15,0.0,0.2016338611696504,2.9653225483672547,1.1243281350022019,cysD
E4PKZ7,3,3,11.9994,Nitrogen regulatory protein PII OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_275 PE=3 SV=1,217925.0,648013.0,747463.0,130281.0,1138718.0,219024.0,3446023.0,372212.0,2391628.0,795543.0,577504.0,2320098.0,4145158.0,53814.6,318485.0,45074.2,305396.0,83059.9,42168.6,126583.0,1043725.0,170794.0,758103.0,210419.0,461229.0,656481.0,717638.0,0.00027,0.00044,0.00072,0.00022,0.00035,0.00063,0.00059,0.00072,0.00175,6e-05,9.6e-05,0.00015,0.00015,0.0002,0.00016,0.00044,0.00105,0.00116,Nitrogen regulatory protein PII OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_275 PE=3 SV=1,0.00048,0.0004,0.00102,0.0001,0.00017,0.00088,0.84,2.14,1.68,8.64,0.35,0.12,0.04,0.01,-0.25153876699596445,0.7484612330040356,3.111031312388744,1.0976107966264224,HP15_275
E4PNU6,2,2,6.75434,Imidazoleglycerol-phosphate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisB PE=3 SV=1,36412.8,160439.0,156729.0,54878.3,303049.0,33313.0,325694.0,113857.0,313464.0,697436.0,48099.0,297339.0,170864.0,47654.8,206537.0,41272.3,170447.0,68251.0,551506.0,107064.0,335604.0,163800.0,101903.0,86722.4,6584362.0,201360.0,169128.0,4.5e-05,9.3e-05,0.00019,3.3e-05,0.00011,8.3e-05,0.00052,9.2e-05,7.2e-05,5.3e-05,8.8e-05,0.00012,0.00013,0.0002,6.7e-05,0.00634,0.00032,0.00027,Imidazoleglycerol-phosphate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisB PE=3 SV=1,0.00011,7.4e-05,0.00023,8.8e-05,0.00013,0.00231,0.68,2.07,1.47,26.17,0.25,0.24,0.19,0.17,-0.5563933485243852,0.5558161550616397,4.70984201927331,1.0496307677246004,hisB
E4PQT8,4,4,13.4471,Aspartate--tRNA(Asp/Asn) ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=aspS PE=3 SV=1,41784.9,89407.2,182018.0,73187.0,194214.0,57174.8,293759.0,54787.9,633580.0,301089.0,167077.0,192475.0,708654.0,27437.8,62228.7,15955.3,63217.4,23040.4,12822.7,63685.0,333628.0,57869.2,94843.7,70783.6,68282.6,56764.4,1584.68,5.1e-05,0.00011,0.00012,5.7e-05,5.2e-05,0.00017,0.00022,6e-05,0.0003,3.1e-05,3.4e-05,4.2e-05,7.5e-05,6.9e-05,5.5e-05,6.6e-05,9.1e-05,2.6e-06,Aspartate--tRNA(Asp/Asn) ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=aspS PE=3 SV=1,9.4e-05,9.2e-05,0.00019,3.5e-05,6.6e-05,5.3e-05,0.98,2.06,1.87,1.49,0.48,0.12,0.01,0.27,-0.029146345659516508,0.903038270112912,0.5753123306874368,1.0426443374084937,aspS
