Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 3.1,Light 5.1,Light Glu nM 1.1,Light Glu nM 3.1,Light Glu nM 4.1,Light Glu mM 1.1,Light Glu mM 3.1,Light Glu mM 4.1,Darkness 1.1,Darkness 3.1,Darkness 5.1,Darkness Glu nM 1.1,Darkness Glu nM 3.1,Darkness Glu nM 5.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,FC G nM/L,FC GmM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GnM.D,log2FC.GmM.D,log2FC.GmM.L,extracted_gn
E4PRD1,3,3,13.2308,Thioredoxin reductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2076 PE=3 SV=1,54995.6,138598.0,63569.1,54960.6,114291.0,137383.0,553733.0,43580.9,193954.0,162666.0,372669.0,798633.0,2653127.0,22194.1,965869.0,19327.0,43796.3,33031.5,133538.0,29079.5,86225.0,31058.8,190230.0,42414.5,284234.0,466807.0,180027.0,6.7e-05,3.8e-05,7.2e-05,0.00014,4.1e-05,5.1e-05,0.00012,0.00025,0.00112,2.5e-05,4.1e-05,6e-05,3.4e-05,3.7e-05,3.3e-05,0.00027,0.00074,0.00029,Thioredoxin reductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2076 PE=3 SV=1,5.9e-05,7.6e-05,0.0005,4.2e-05,3.5e-05,0.00044,1.29,8.39,0.83,10.4,0.31,0.12,0.26,0.03,0.36737106564852945,-0.2688167584278,3.37851162325373,3.0686708106650986,HP15_2076
E4PHL2,2,2,8.53287,Short chain dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1213 PE=4 SV=1,29789.1,75059.3,142282.0,51649.5,137465.0,102628.0,437082.0,80421.9,143249.0,145732.0,1146221.0,3062162.0,1447303.0,1546.59,52736.9,20668.3,83124.0,25745.2,44858.3,63472.8,49598.0,69619.3,244550.0,31910.9,1682137.0,417515.0,518893.0,3.7e-05,8.5e-05,8.7e-05,0.0001,7.6e-05,3.8e-05,0.00011,0.00095,0.00061,1.7e-06,4.4e-05,4.7e-05,7.5e-05,8.3e-05,2.5e-05,0.00162,0.00067,0.00084,Short chain dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1213 PE=4 SV=1,6.9e-05,7.2e-05,0.00056,3.1e-05,6.1e-05,0.00104,1.04,8.02,1.98,33.75,0.46,0.06,0.13,0.01,0.056583528366367514,0.9855004303048849,5.076815597050831,3.0036022366801953,HP15_1213
E4PNX6,2,2,5.11735,Acetylornithine aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=argD PE=3 SV=1,19489.3,32616.6,17178.0,8672.6,13653.2,21868.5,130135.0,10196.1,36508.3,15899.7,48862.4,849207.0,160145.0,7850.24,55303.7,3686.59,6372.57,7369.86,48228.1,9998.77,17447.0,14928.3,13292.2,13450.7,257710.0,196927.0,12386.4,2.4e-05,1e-05,8.6e-06,2.2e-05,9.6e-06,9.7e-06,1.2e-05,0.00026,6.8e-05,8.7e-06,7.9e-06,1.3e-05,1.2e-05,1.8e-05,1e-05,0.00025,0.00031,2e-05,Acetylornithine aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=argD PE=3 SV=1,1.4e-05,1.4e-05,0.00011,1e-05,1.3e-05,0.00019,0.96,8.02,1.34,19.43,0.46,0.13,0.15,0.05,-0.058893689053568565,0.4222330006830478,4.28021399581062,3.0036022366801953,argD
E4PF84,2,2,10.1238,Ferredoxin--NADP reductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2200 PE=3 SV=1,1554.39,1471.29,41102.2,549.482,70775.9,2701.89,801.773,33907.2,7627.15,45772.0,82772.3,441397.0,938664.0,9929.88,10.8853,821.439,10964.8,25606.0,159231.0,1441.45,208817.0,9515.72,10325.9,677.972,59731.9,289366.0,87114.5,1.9e-06,2.4e-05,4.5e-05,2.7e-06,3.2e-05,2e-06,3.4e-05,0.00014,0.0004,1.1e-05,1.8e-06,4.6e-05,1.7e-06,1.1e-05,5.2e-07,5.7e-05,0.00046,0.00014,Ferredoxin--NADP reductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2200 PE=3 SV=1,2.4e-05,1.2e-05,0.00019,2e-05,4.5e-06,0.00022,0.52,7.98,0.23,11.14,0.25,0.1,0.17,0.09,-0.9434164716336325,-2.1202942337177118,3.4776773275653072,2.996388746447621,HP15_2200
E4PL78,5,5,23.4501,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1522 PE=3 SV=1,84458.8,187322.0,199993.0,79541.8,495226.0,273126.0,893590.0,90204.9,965401.0,1978630.0,934963.0,5960333.0,2157616.0,30089.5,39989.0,29254.5,466587.0,40899.0,1747077.0,199379.0,830697.0,128787.0,284864.0,84678.0,1482278.0,668164.0,173997.0,0.0001,0.00012,0.00031,0.00027,8.5e-05,0.00026,0.00146,0.00185,0.00091,3.3e-05,6.2e-05,7.4e-05,0.00024,0.00015,6.5e-05,0.00143,0.00107,0.00028,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1522 PE=3 SV=1,0.00018,0.0002,0.00141,5.7e-05,0.00015,0.00092,1.14,7.89,2.68,16.31,0.4,0.01,0.07,0.03,0.18903382439001687,1.422233000683048,4.027684876937159,2.980025300238734,HP15_1522
E4PRA9,2,2,14.8554,"Cold shock, CspA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2054 PE=4 SV=1",590844.0,637369.0,101921.0,88056.5,134444.0,499780.0,1368364.0,68399.2,657725.0,4953509.0,1365448.0,2837968.0,5307459.0,79833.8,126932.0,29986.0,237131.0,25448.5,1252132.0,29712.6,321141.0,52307.2,201218.0,257392.0,1545056.0,406655.0,115486.0,0.00073,6.1e-05,8.5e-05,0.00049,6.5e-05,0.00017,0.00367,0.00088,0.00224,8.9e-05,6.4e-05,4.6e-05,3.5e-05,6.3e-05,0.0002,0.00149,0.00065,0.00019,"Cold shock, CspA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2054 PE=4 SV=1",0.00029,0.00024,0.00226,6.6e-05,9.9e-05,0.00077,0.84,7.8,1.49,11.67,0.43,0.04,0.28,0.07,-0.25153876699596445,0.5753123306874368,3.5447326559326235,2.963474123974886,HP15_2054
E4PRB3,3,3,10.0934,Proline--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=proS PE=3 SV=1,37191.8,24294.8,28984.7,25763.1,68497.5,38781.5,77507.5,35971.8,93460.9,363843.0,141325.0,1108322.0,442811.0,31108.7,102277.0,8772.07,130357.0,12554.2,262705.0,34194.3,113135.0,23475.4,28387.0,23840.1,90082.1,189864.0,56601.2,4.6e-05,1.7e-05,4.3e-05,3.8e-05,3.4e-05,2.5e-05,0.00027,0.00034,0.00019,3.5e-05,1.9e-05,2.3e-05,4e-05,2.8e-05,1.8e-05,8.7e-05,0.0003,9.1e-05,Proline--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=proS PE=3 SV=1,3.5e-05,3.2e-05,0.00027,2.5e-05,2.9e-05,0.00016,0.91,7.54,1.14,6.32,0.39,0.0,0.34,0.07,-0.13606154957602837,0.18903382439001687,2.6599245584023783,2.9145645234939397,proS
E4PLX8,4,4,11.7251,50S ribosomal protein L1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplA PE=3 SV=1,26973.8,50975.3,17468.6,31021.8,41705.6,42448.6,537255.0,122729.0,140590.0,29632.5,104838.0,394444.0,864083.0,19051.9,15749.1,10054.3,8820.62,68433.4,28988.0,31673.0,31029.2,9972.27,8889.98,61549.9,68702.0,174299.0,701674.0,3.3e-05,1e-05,2.6e-05,4.2e-05,0.00012,3.7e-05,2.2e-05,0.00012,0.00037,2.1e-05,2.1e-05,0.00012,3.7e-05,1.2e-05,4.8e-05,6.6e-05,0.00028,0.00113,50S ribosomal protein L1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplA PE=3 SV=1,2.3e-05,6.5e-05,0.00017,5.6e-05,3.2e-05,0.00049,2.79,7.29,0.58,8.86,0.09,0.11,0.28,0.13,1.480265122054463,-0.7858751946471527,3.1473066987802936,2.8659188145522125,rplA
E4PLQ3,2,2,13.6388,"TRAP dicarboxylate transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4076 PE=4 SV=1",115919.0,1941876.0,287130.0,186967.0,536860.0,1214854.0,5019022.0,174777.0,1141440.0,1938031.0,650891.0,1747727.0,6504577.0,387615.0,1141841.0,66619.3,477394.0,132522.0,984960.0,363188.0,1034702.0,367594.0,1145536.0,242228.0,613864.0,1125731.0,1227416.0,0.00014,0.00017,0.00034,0.0012,0.00016,0.0003,0.00143,0.00054,0.00275,0.00043,0.00014,0.00024,0.00043,0.00044,0.00019,0.00059,0.0018,0.00198,"TRAP dicarboxylate transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4076 PE=4 SV=1",0.00022,0.00056,0.00158,0.00027,0.00035,0.00146,2.56,7.24,1.3,5.37,0.18,0.05,0.27,0.03,1.3561438102252754,0.37851162325372983,2.424922088210688,2.855989697308481,HP15_4076
E4PH20,4,4,27.7363,10 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groS PE=3 SV=1,799921.0,190956.0,506680.0,172097.0,392574.0,338776.0,416310.0,448920.0,384921.0,11000000.0,1048109.0,5412541.0,2272220.0,84253.8,498616.0,53873.4,158606.0,173294.0,649544.0,296602.0,424598.0,267184.0,603288.0,325747.0,1388850.0,887355.0,2461019.0,0.00098,0.0003,0.00025,0.00034,0.00042,0.0001,0.00801,0.00168,0.00096,9.4e-05,0.00011,0.00031,0.00035,0.00032,0.00025,0.00134,0.00142,0.00397,10 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groS PE=3 SV=1,0.00051,0.00029,0.00355,0.00017,0.00031,0.00224,0.56,6.96,1.76,12.86,0.22,0.12,0.08,0.04,-0.8365012677171204,0.8155754288625726,3.6848187375532224,2.7990873060740036,groS
E4PMG2,2,2,5.53235,"Fructose-1,6-bisphosphate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2910 PE=3 SV=1",12907.5,3679.49,16133.8,11811.5,5724.96,14280.1,288406.0,12136.2,8.28539,6170.32,27863.9,209563.0,306608.0,758.989,22449.4,8092.42,19272.6,5381.16,17113.1,1074.98,34789.0,13840.4,50599.3,7679.11,115825.0,156064.0,246070.0,1.6e-05,9.6e-06,3.6e-06,1.4e-05,1.1e-05,2.2e-09,4.6e-06,6.5e-05,0.00013,8.4e-07,1.7e-05,9.8e-06,1.3e-06,1.7e-05,5.9e-06,0.00011,0.00025,0.0004,"Fructose-1,6-bisphosphate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2910 PE=3 SV=1",9.7e-06,8.5e-06,6.6e-05,9.3e-06,7.9e-06,0.00025,0.88,6.85,0.85,27.18,0.42,0.1,0.42,0.02,-0.18442457113742744,-0.23446525363702297,4.764473550992666,2.776103988073164,HP15_2910
E4PHX0,3,3,10.3345,Adenylosuccinate synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purA PE=3 SV=1,51287.0,53459.1,39340.6,30994.4,139199.0,51366.4,159386.0,21689.3,175530.0,519265.0,371248.0,869098.0,1260474.0,15871.7,257474.0,15091.3,19562.6,21174.0,109301.0,46253.8,71313.2,16573.2,43870.8,44675.2,480640.0,213756.0,333747.0,6.3e-05,2.3e-05,8.8e-05,5.1e-05,2e-05,4.6e-05,0.00038,0.00027,0.00053,1.8e-05,3.2e-05,3.8e-05,5.5e-05,2e-05,3.5e-05,0.00046,0.00034,0.00054,Adenylosuccinate synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purA PE=3 SV=1,5.8e-05,3.9e-05,0.0004,2.9e-05,3.6e-05,0.00045,0.68,6.81,1.23,15.21,0.21,0.01,0.29,0.0,-0.5563933485243852,0.29865831556451516,3.926948247949772,2.7676547982373463,purA
E4PP40,2,2,5.62408,DEAD/DEAH box helicase domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_588 PE=3 SV=1,250042.0,458403.0,401598.0,290929.0,458766.0,436067.0,1183871.0,349755.0,387677.0,610037.0,1676375.0,6061663.0,7933154.0,156729.0,242325.0,121889.0,73773.5,91812.2,163572.0,205309.0,72431.4,155589.0,51285.7,244223.0,1238157.0,2492546.0,852704.0,0.00031,0.00024,0.00029,0.00043,0.00033,0.0001,0.00045,0.00188,0.00335,0.00017,0.00026,0.00017,0.00024,0.00019,0.00019,0.00119,0.00398,0.00138,DEAD/DEAH box helicase domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_588 PE=3 SV=1,0.00028,0.00029,0.00189,0.0002,0.00021,0.00218,1.03,6.8,1.03,10.89,0.46,0.06,0.44,0.05,0.04264433740849372,0.04264433740849372,3.4449320489421824,2.765534746362977,HP15_588
E4PPH4,13,13,77.3003,Chaperone protein DnaK OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dnaK PE=2 SV=1,1493124.0,2136809.0,4105147.0,863872.0,4080465.0,2643369.0,9538223.0,2364168.0,6937250.0,29000000.0,3745735.0,43000000.0,28000000.0,718536.0,3389684.0,445342.0,1511799.0,828263.0,4941194.0,2088121.0,3877926.0,1554716.0,3263964.0,2397261.0,17000000.0,6317629.0,5371543.0,0.00183,0.00244,0.00258,0.00262,0.00223,0.00184,0.02148,0.0134,0.01171,0.0008,0.00095,0.0015,0.00247,0.00186,0.00185,0.01637,0.01008,0.00867,Chaperone protein DnaK OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dnaK PE=2 SV=1,0.00228,0.00223,0.01553,0.00108,0.00206,0.01171,0.98,6.8,1.9,10.8,0.43,0.01,0.01,0.01,-0.029146345659516508,0.925999418556223,3.4329594072761065,2.765534746362977,dnaK
E4PKF6,7,7,40.0917,Nucleoside diphosphate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ndk PE=3 SV=1,2997394.0,2965868.0,2088471.0,790733.0,2846819.0,3509053.0,15000000.0,1954429.0,4251536.0,18000000.0,8264167.0,27000000.0,55000000.0,1046292.0,4478032.0,766026.0,2659315.0,911221.0,5345858.0,2112223.0,4727471.0,1284735.0,3051123.0,1858849.0,8689973.0,12000000.0,11000000.0,0.00368,0.00124,0.0018,0.00347,0.00184,0.00113,0.01336,0.00851,0.02336,0.00116,0.00163,0.00165,0.00249,0.00154,0.00144,0.00836,0.0187,0.01843,Nucleoside diphosphate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ndk PE=3 SV=1,0.00224,0.00215,0.01507,0.00148,0.00182,0.01517,0.96,6.73,1.23,10.22,0.47,0.02,0.21,0.01,-0.058893689053568565,0.29865831556451516,3.3533232911628965,2.7506065048355923,ndk
E4PNJ4,3,3,8.92573,"Glutathione S-transferase, N-terminal domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_548 PE=3 SV=1",119626.0,116973.0,155219.0,45444.9,80730.3,193581.0,442118.0,70590.1,94968.8,788225.0,306180.0,1324130.0,2190443.0,28346.4,64302.7,17963.9,40406.4,30200.3,373217.0,123383.0,140036.0,50193.0,96513.8,59497.8,392152.0,542713.0,558687.0,0.00015,9.2e-05,5.1e-05,0.00019,6.7e-05,2.5e-05,0.00058,0.00041,0.00093,3.2e-05,3.8e-05,5.5e-05,0.00015,6e-05,4.6e-05,0.00038,0.00087,0.0009,"Glutathione S-transferase, N-terminal domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_548 PE=3 SV=1",9.7e-05,9.4e-05,0.00064,4.2e-05,8.4e-05,0.00071,0.98,6.62,2.02,17.21,0.49,0.01,0.13,0.01,-0.029146345659516508,1.01435529297707,4.105175192265479,2.726831217032493,HP15_548
E4PJV9,3,3,13.3844,"Lipoprotein, YaeC family OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3905 PE=3 SV=1",19366.3,55968.0,170904.0,27322.3,62207.8,19196.4,78878.4,44507.0,54073.7,232070.0,54252.2,81111.5,1994210.0,34548.3,106927.0,22978.0,47460.7,43571.9,38004.5,83547.4,34324.8,32374.9,93421.5,73295.1,103059.0,740460.0,481369.0,2.4e-05,0.0001,3.9e-05,1.9e-05,4.2e-05,1.4e-05,0.00017,2.5e-05,0.00084,3.8e-05,4.9e-05,7.9e-05,9.9e-05,3.9e-05,5.7e-05,9.9e-05,0.00118,0.00078,"Lipoprotein, YaeC family OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3905 PE=3 SV=1",5.5e-05,2.5e-05,0.00035,5.5e-05,6.5e-05,0.00069,0.46,6.31,1.17,12.36,0.15,0.16,0.35,0.06,-1.1202942337177118,0.22650852980867975,3.62760683812965,2.657640005207824,HP15_3905
E4PJC2,2,2,12.2649,Thiosulfate transporter subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1344 PE=4 SV=1,53527.6,53658.0,44888.1,5223.9,10521.2,61281.2,8294.25,588.591,28843.9,670007.0,7184.53,452.452,299821.0,149.149,27729.5,4522.49,970.269,34616.9,40536.1,52693.0,60915.6,4818.86,2676.59,47325.3,40008.8,13741.0,13410.0,6.6e-05,2.7e-05,6.7e-06,6.1e-05,5.6e-07,7.6e-06,0.0005,1.4e-07,0.00013,1.7e-07,9.7e-06,6.3e-05,6.2e-05,5.8e-06,3.7e-05,3.9e-05,2.2e-05,2.2e-05,Thiosulfate transporter subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1344 PE=4 SV=1,3.3e-05,2.3e-05,0.00021,2.4e-05,3.5e-05,2.7e-05,0.7,6.29,1.44,1.13,0.36,0.15,0.35,0.44,-0.5145731728297583,0.5260688116675876,0.17632277264046287,2.6530600171045644,HP15_1344
E4PNU4,5,5,23.9977,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisA PE=3 SV=1,29507.2,34979.2,92447.1,40828.1,122350.0,33459.4,205191.0,44041.7,315317.0,520507.0,41369.4,1059903.0,663098.0,12334.7,37146.2,13906.9,114677.0,37634.4,202526.0,10753.1,32977.4,214978.0,29969.2,52570.0,72013.6,111967.0,533983.0,3.6e-05,5.5e-05,7.7e-05,3.3e-05,4.2e-05,8.3e-05,0.00039,0.00033,0.00028,1.4e-05,3e-05,6.8e-05,1.3e-05,0.00026,4.1e-05,6.9e-05,0.00018,0.00086,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisA PE=3 SV=1,5.6e-05,5.3e-05,0.00033,3.7e-05,0.0001,0.00037,0.94,5.9,2.78,9.94,0.43,0.0,0.22,0.13,-0.08926733809708741,1.4750848829487826,3.3132458517875616,2.560714954474479,hisA
E4PIW6,23,23,112.502,Isocitrate dehydrogenase [NADP] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3800 PE=3 SV=1,3107572.0,4959307.0,6891447.0,2655234.0,10000000.0,4100006.0,18000000.0,3041884.0,14000000.0,31000000.0,37000000.0,120000000.0,57000000.0,1721022.0,5335846.0,1054794.0,3781435.0,1432098.0,6684248.0,3075405.0,5946350.0,2610106.0,13000000.0,3438099.0,38000000.0,13000000.0,8538608.0,0.00381,0.0041,0.0065,0.00406,0.00287,0.00361,0.02301,0.03624,0.02428,0.00192,0.00225,0.0026,0.00363,0.00312,0.00266,0.03624,0.02078,0.01378,Isocitrate dehydrogenase [NADP] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3800 PE=3 SV=1,0.00481,0.00351,0.02784,0.00225,0.00314,0.0236,0.73,5.79,1.39,10.47,0.12,0.0,0.03,0.02,-0.4540316308947075,0.47508488294878265,3.3881895371560837,2.533563348214512,HP15_3800
E4PRD4,2,2,6.9512,Translation initiation factor IF-1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=infA PE=3 SV=1,31863.7,36443.7,51978.5,156094.0,14089.6,103722.0,218466.0,83104.9,28044.4,69177.5,87780.0,506481.0,549223.0,23996.5,3446.65,58050.3,72728.3,29564.3,23150.6,62234.2,190460.0,26305.6,19366.7,127215.0,109570.0,82687.4,3167.18,3.9e-05,3.1e-05,8.9e-06,0.0001,7.8e-05,7.4e-06,5.1e-05,0.00016,0.00023,2.7e-05,0.00012,5.4e-05,7.3e-05,3.1e-05,9.8e-05,0.00011,0.00013,5.1e-06,Translation initiation factor IF-1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=infA PE=3 SV=1,2.6e-05,6.3e-05,0.00015,6.8e-05,6.8e-05,8.1e-05,2.39,5.58,1.0,1.19,0.14,0.04,0.5,0.4,1.2570106182060239,0.0,0.25096157353321874,2.4802651220544627,infA
E4PMR4,8,8,58.2948,Glutamine synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_428 PE=3 SV=1,1466079.0,1432804.0,1918115.0,804090.0,2229747.0,1155002.0,4020224.0,740228.0,3875199.0,24000000.0,2386653.0,7639110.0,10000000.0,462370.0,913884.0,211079.0,328859.0,470774.0,4658410.0,639777.0,999984.0,426378.0,860083.0,1279466.0,3866642.0,3850761.0,1000131.0,0.0018,0.00114,0.00141,0.00114,0.0007,0.00103,0.01746,0.00237,0.00423,0.00051,0.00045,0.00085,0.00076,0.00051,0.00099,0.00372,0.00614,0.00161,Glutamine synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_428 PE=3 SV=1,0.00145,0.00096,0.00802,0.00061,0.00075,0.00383,0.66,5.53,1.24,6.31,0.05,0.12,0.24,0.04,-0.5994620704162712,0.3103401206121505,2.657640005207824,2.4672794804599825,HP15_428
E4PK86,8,8,30.2999,ABC transporter periplasmic amino acid-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1419 PE=4 SV=1,1665315.0,2155863.0,432163.0,136064.0,1044112.0,3168518.0,17000000.0,225957.0,1699306.0,12000000.0,3444889.0,14000000.0,7619379.0,291617.0,530662.0,302923.0,984855.0,149887.0,4235431.0,440119.0,3465885.0,273468.0,1984988.0,340951.0,2770873.0,2403702.0,2950437.0,0.00204,0.00026,0.00066,0.00314,0.00021,0.00045,0.00883,0.00429,0.00322,0.00032,0.00065,0.00027,0.00052,0.00033,0.00026,0.00267,0.00384,0.00476,ABC transporter periplasmic amino acid-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1419 PE=4 SV=1,0.00099,0.00127,0.00544,0.00041,0.00037,0.00375,1.28,5.52,0.89,9.06,0.4,0.03,0.38,0.0,0.35614381022527536,-0.16812275880832692,3.1795110502715103,2.4646682670034443,HP15_1419
E4PQC0,2,2,5.23607,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3221 PE=4 SV=1,452492.0,225140.0,1166595.0,89598.9,2167036.0,377875.0,3708572.0,596749.0,3680468.0,378399.0,6737984.0,35000000.0,7272441.0,485374.0,1972415.0,80945.1,947172.0,344860.0,5920289.0,1155074.0,9999710.0,580750.0,3153543.0,666703.0,604724.0,1784605.0,4045898.0,0.00056,0.00069,0.00137,0.00037,0.00056,0.00097,0.00028,0.01078,0.00307,0.00054,0.00017,0.00063,0.00136,0.00069,0.00052,0.00058,0.00285,0.00653,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3221 PE=4 SV=1,0.00087,0.00064,0.00471,0.00045,0.00086,0.00332,0.73,5.39,1.92,7.44,0.24,0.15,0.12,0.09,-0.4540316308947075,0.9411063109464314,2.8953026213333066,2.430285272977781,HP15_3221
E4PRA5,5,5,19.2243,GMP synthase [glutamine-hydrolyzing] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaA PE=3 SV=1,348644.0,256637.0,652602.0,359502.0,1242330.0,322907.0,822360.0,545577.0,1929629.0,9807973.0,1056067.0,2277682.0,1512035.0,185958.0,526344.0,344950.0,834775.0,259188.0,1344202.0,386811.0,329035.0,831254.0,1074539.0,623861.0,2076752.0,348775.0,357442.0,0.00043,0.00039,0.00079,0.00032,0.00051,0.00051,0.00726,0.00071,0.00064,0.00021,0.00074,0.00047,0.00046,0.00099,0.00048,0.002,0.00056,0.00058,GMP synthase [glutamine-hydrolyzing] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaA PE=3 SV=1,0.00053,0.00045,0.00287,0.00047,0.00064,0.00104,0.84,5.37,1.37,2.22,0.29,0.17,0.25,0.16,-0.25153876699596445,0.45417589318580215,1.1505596765753814,2.424922088210688,guaA
E4PF63,6,6,21.1895,Glucose-6-phosphate 1-dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=zwf PE=3 SV=1,58323.8,140893.0,1212311.0,151251.0,302353.0,237666.0,275857.0,722461.0,601228.0,2089213.0,513809.0,3398200.0,6082699.0,250181.0,470898.0,154218.0,106791.0,332481.0,1824604.0,80102.4,1073412.0,371203.0,161047.0,238830.0,111358.0,861277.0,1530166.0,7.2e-05,0.00072,0.00019,0.00024,0.00068,0.00016,0.00155,0.00105,0.00257,0.00028,0.00033,0.0006,9.5e-05,0.00044,0.00018,0.00011,0.00137,0.00247,Glucose-6-phosphate 1-dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=zwf PE=3 SV=1,0.00033,0.00036,0.00172,0.0004,0.00024,0.00132,1.09,5.26,0.6,3.26,0.46,0.02,0.16,0.13,0.12432813500220177,-0.7369655941662062,1.7048719644563528,2.3950627995175777,zwf
