Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,resolved_locus_tag,resolution_method
Q05ZG1,,4,4,0.000784944,0.000422599,0.001093227,0.00051081,0.000673592,0.000553728,0.001300118,0.001109817,0.000796695,0.000456199,0.000298458,0.000950636,0.000508653,0.000414938,0.00020837,0.000937356,0.000460717,0.000517354,0.000766924,0.000579377,0.001068877,0.000568431,0.00037732,0.000638476,0.200554657,0.755455543,0.141026707,1.393720126,0.212686272,0.663792045,0.395554676,1.123224038,50S ribosomal protein L23 OS=Synechococcus sp. BL107 OX=313625 GN=rplW PE=3 SV=1,-0.4045812366257652,0.4789408816007943,-0.5911967548773246,0.1676457160509661,BL107_08626,multi:Description
Q065X6,,4,4,0.000316209,0.000415173,0.000239075,0.000144612,0.00038848,2.1306e-05,0.000544225,0.00028189,0.000474254,0.00031361,0.00022677,7.0061e-05,0.00022236,1.4146e-05,6.5166e-05,0.000315072,9.9037e-05,0.000142633,0.000323486,0.000184799,0.000433457,0.00020348,0.000100558,0.000185581,0.15485629,0.571274863,0.152450686,1.339956052,0.169542516,0.494187669,0.431358588,0.912032313,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14375 PE=4 SV=1,-0.8077430444387909,0.4221856838163287,-1.016869081983705,-0.1328431553887709,BL107_14375,locus_tag:Description
Q066J5,,4,4,0.000609459,0.000768798,0.000844693,0.000359032,0.000407512,0.000478295,0.00055819,0.000912287,0.001088214,0.000402287,0.000511789,0.000467617,0.000386167,0.000471846,0.000722234,0.000488738,0.000556203,0.000698951,0.000740983,0.000414946,0.000852897,0.000460564,0.000526749,0.000581297,0.006805181,0.559994056,0.273796473,1.151034029,0.282622513,1.1437034,0.079031621,1.262140975,Photosystem II reaction center Psb28 protein OS=Synechococcus sp. BL107 OX=313625 GN=psb28 PE=3 SV=1,-0.8365165809757531,0.2029304857236997,0.1937129622307644,0.3358730613303424,BL107_13780,tier1:Description
Q05Z72,,4,4,0.003883158,0.002051721,0.004513486,0.002531615,0.002499596,0.002103122,0.003387355,0.002641571,0.004689451,0.003222223,0.001299928,0.003209162,0.002110018,0.002033296,0.002598207,0.002439202,0.003183313,0.004149523,0.003482788,0.002378111,0.003572792,0.002577104,0.002247174,0.003257346,0.107647973,0.682818105,0.464551708,1.025842483,0.322343705,0.87197626,0.2236349,1.26395596,Possible phycobilisome linker polypeptide OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09071 PE=3 SV=1,-0.5504267827908605,0.0368092236927436,-0.1976392374614195,0.3379461965874171,BL107_09071,locus_tag:Description
Q060G4,,4,4,0.000187597,0.000303766,0.000419833,0.000107192,0.000263035,0.000214942,0.000467379,0.000263662,0.000160654,0.000170579,5.9458e-05,0.000183713,0.000178754,0.000227949,0.000141535,0.00021541,5.7189e-05,0.000120987,0.000303732,0.000195056,0.000297232,0.000137917,0.000182746,0.000131196,0.126251879,0.64219871,0.478314318,0.978599781,0.195657407,1.325048229,0.458476427,0.951266379,Ketol-acid reductoisomerase (NADP(+)) OS=Synechococcus sp. BL107 OX=313625 GN=ilvC PE=3 SV=1,-0.6389083277970088,-0.0312091349758502,0.406044871730805,-0.0720787055892948,BL107_10991,tier1:Description
Q061Q2,,3,3,0.000241659,0.000147496,0.000322861,0.001300526,0.00070853,0.001225909,0.002564745,0.002704899,0.008916608,0.000296606,0.000143895,0.000142069,0.001076955,0.000866768,0.000552812,0.002088502,0.003156688,0.006166286,0.000237339,0.001078322,0.004728751,0.00019419,0.000832179,0.003803825,0.006034618,4.543387191,0.049325089,19.92406229,0.008264149,4.285380395,0.020898441,19.58815059,Transcription termination/antitermination protein NusG OS=Synechococcus sp. BL107 OX=313625 GN=nusG PE=3 SV=1,2.1837682582304025,4.316439921416725,2.0994232719275776,4.291909287256149,BL107_07454,tier1:Description
Q05YK4,,3,3,6.2463e-05,1.7879e-05,7.4369e-05,0.000113235,2.8237e-05,7.5364e-05,0.000648398,0.00012946,0.000101481,0.000172098,0.000123236,4.265e-05,0.000112614,6.9442e-05,5.0561e-05,0.000157544,0.000181595,9.8151e-05,5.157e-05,7.2278e-05,0.000293113,0.000112661,7.7539e-05,0.000145763,0.26399517,1.401553971,0.123882012,5.683761348,0.224889481,0.688247147,0.252095608,1.293818691,Inorganic diphosphatase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10187 PE=4 SV=1,0.4870273006992303,2.506845979407375,-0.5390013704769621,0.3716354597399322,BL107_10187,locus_tag:Description
Q05Z87,,3,3,4.5077e-05,0.000126023,0.000306128,6.0626e-05,0.000226363,0.000205648,0.000430657,0.001293044,0.000821869,3.5165e-05,4.9355e-05,0.000260469,7.6727e-05,0.000204113,0.000269517,0.000507341,0.000307028,0.000483018,0.000159076,0.000164212,0.000848523,0.000114996,0.000183452,0.000432462,0.479327098,1.032289441,0.028734262,5.334075484,0.249641745,1.595291831,0.01505505,3.760669471,Possible phycobilisome linker polypeptide OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08996 PE=3 SV=1,0.0458475410600533,2.415238241015934,0.673820364193709,1.910989512040522,BL107_08996,locus_tag:Description
Q060Z0,,3,3,0.000175132,0.000108039,0.000231426,0.000229621,0.000274342,0.000200013,0.001106268,0.00042294,0.000697465,0.000156294,6.8471e-05,0.000146923,0.000366829,0.000238561,0.000207293,0.000853024,0.000573693,0.000501931,0.000171532,0.000234659,0.000742224,0.000123896,0.000270894,0.000642883,0.102304416,1.368014888,0.02368779,4.327026715,0.029524361,2.186469608,0.004688242,5.188904547,Elongation factor G OS=Synechococcus sp. BL107 OX=313625 GN=fusA PE=3 SV=1,0.4520839310475623,2.1133760279654985,1.1286032950496192,2.375429996883338,BL107_08264,tier1:Description
Q064C1,,3,3,4.9418e-05,5.6959e-05,9.274e-05,0.000112372,9.7613e-05,0.000176303,0.000267081,8.5495e-05,0.000463267,4.4438e-05,9.9798e-05,0.000170529,8.5288e-05,0.000234719,7.8222e-05,0.000196046,0.00015609,0.000231897,6.6372e-05,0.000128763,0.000271948,0.000104922,0.000132743,0.000194678,0.043312517,1.940005748,0.067366046,4.097296323,0.340172487,1.265161871,0.05128998,1.855454232,DNA-directed RNA polymerase subunit gamma OS=Synechococcus sp. BL107 OX=313625 GN=rpoC1 PE=3 SV=1,0.956060926947872,2.0346722345959423,0.339321982191372,0.8917724148963992,BL107_16035,multi:Description
Q05YR7,,3,3,8.3428e-05,5.8183e-05,0.000230265,7.2729e-05,0.000450298,6.2106e-05,0.000128339,0.000794629,0.000467348,5.1695e-05,5.8937e-05,0.000173366,4.7212e-05,5.5036e-05,0.000139944,4.601e-05,0.000104443,0.000459802,0.000123959,0.000195044,0.000463438,9.4666e-05,8.0731e-05,0.000203418,0.317386443,1.573457167,0.082177072,3.738644166,0.395811807,0.852795958,0.23308311,2.148800332,60 kDa chaperonin OS=Synechococcus sp. BL107 OX=313625 GN=groL PE=3 SV=1,0.6539379058064817,1.9025151659335764,-0.2297274947208256,1.103531432781342,BL107_09846,tier1:Description
Q063G0,,3,3,1.6745e-05,6.8314e-05,5.039e-05,2.4431e-05,7.1924e-05,1.0935e-05,0.000134085,4.8257e-05,0.00031182,2.0948e-05,7.854e-06,8.737e-06,2.4144e-05,1.4089e-05,4.2024e-05,9.2639e-05,4.9661e-05,0.000227379,4.515e-05,3.5763e-05,0.000164721,1.2513e-05,2.6752e-05,0.000123226,0.357198428,0.792110461,0.102507143,3.648339372,0.098240765,2.137940637,0.054122487,9.847803824,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05414 PE=3 SV=1,-0.3362264645511748,1.8672399366103036,1.096221795109527,3.29980202248836,BL107_05414,locus_tag:Description
Q060W8,,3,3,0.000134582,0.000109732,5.7873e-05,0.000103559,6.3397e-05,5.4954e-05,0.000182065,0.000324139,0.000355385,0.000114056,6.0709e-05,6.129e-05,0.000137824,8.0328e-05,6.2459e-05,0.000169192,0.000151678,0.00016061,0.000100729,7.397e-05,0.000287196,7.8685e-05,9.3537e-05,0.000160493,0.189818378,0.73434714,0.016152552,2.851174915,0.316661168,1.188752612,0.005634718,2.039694766,PKHD-type hydroxylase BL107_08374 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08374 PE=3 SV=1,-0.4454658809130267,1.5115565490136125,0.2494485110671694,1.0283532735077072,BL107_08374,locus_tag:Description
Q05ZD3,,3,3,0.000174691,0.000141761,0.000169678,0.000158358,0.000144066,0.000181462,0.000689345,0.000488404,0.000186612,0.000100896,0.00011157,0.000258882,0.000110597,0.000213172,9.871e-05,0.000237639,0.000255465,0.000181213,0.000162043,0.000161295,0.000454787,0.000157116,0.000140827,0.000224772,0.481257939,0.995385161,0.058133897,2.806578707,0.403773123,0.896322397,0.145545337,1.430614064,Anthranilate synthase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08766 PE=4 SV=1,-0.0066732151170404,1.4888125184505323,-0.1579103482141115,0.5166345294728658,BL107_08766,locus_tag:Description
Q05Z68,,3,3,4.4303e-05,7.0879e-05,0.000108904,2.458e-05,6.2334e-05,4.0852e-05,0.000227566,0.00020961,0.000113372,5.7993e-05,3.0206e-05,4.2104e-05,2.7416e-05,2.7806e-05,8.2857e-05,9.9526e-05,8.6582e-05,9.4604e-05,7.4695e-05,4.2589e-05,0.000183516,4.3434e-05,4.6026e-05,9.3571e-05,0.106552911,0.570165817,0.026672679,2.456861741,0.451800934,1.059679209,0.00243208,2.154309534,30S ribosomal protein S1 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09091 PE=4 SV=1,-0.8105465465319756,1.2968166728461994,0.0836275915537415,1.1072255530779704,BL107_09091,locus_tag:Description
Q061W3,,3,3,0.002202728,0.002052621,0.001248616,0.001996709,0.002819126,0.002096515,0.004383554,0.005572084,0.003525557,0.001712227,0.001694538,0.00172957,0.002207548,0.002019968,0.00094662,0.004049584,0.003092917,0.003673944,0.001834655,0.002304116,0.004493732,0.001712112,0.001724712,0.003605482,0.149413641,1.255885533,0.008000688,2.449360849,0.487977297,1.007359413,0.001222027,2.105868447,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_07149 PE=4 SV=1,0.328704976571213,1.292405332788343,0.010578510395806,1.0744153144316826,BL107_07149,locus_tag:Description
Q065N1,,3,3,0.000313298,0.000207232,0.000229301,0.000317941,0.000186891,0.000449814,0.000701905,0.00027317,0.000587065,0.000431123,0.000190421,0.000526386,0.000390023,0.000451085,0.000147687,0.000527938,0.000464393,0.000285175,0.000249944,0.000318215,0.000520713,0.000382643,0.000329598,0.000425835,0.227200851,1.273148066,0.054905965,2.083323223,0.358486513,0.861372885,0.372184499,1.112878089,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14850 PE=4 SV=1,0.3484002131606203,1.058886687695254,-0.2152901849269688,0.1542955603094791,BL107_14850,locus_tag:Description
Q065Q8,,3,3,0.000281332,0.000400232,0.001404077,0.000190623,0.000379094,0.000361939,0.001071228,0.002462272,0.000527133,0.000139142,6.7483e-05,0.000571435,0.000127458,0.000226846,0.000257979,0.000585476,0.000467285,0.000303016,0.000695214,0.000310552,0.001353544,0.000259353,0.000204094,0.000451926,0.173418483,0.446699789,0.193059737,1.94694676,0.375279708,0.786935958,0.169412474,1.742509855,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14715 PE=4 SV=1,-1.16262252170741,0.9612134335527356,-0.3456818630113331,0.8011668154735679,BL107_14715,locus_tag:Description
Q061R6,,3,3,0.001756948,0.000801096,0.000709945,0.00155196,0.000916149,0.00127783,0.003355426,0.001276269,0.001626856,0.001626832,0.001350981,0.000926307,0.002075304,0.000963465,0.000495686,0.002836668,0.002008306,0.001236727,0.00108933,0.001248646,0.002086184,0.001301373,0.001178151,0.002027234,0.34906995,1.146252024,0.120468585,1.915107607,0.41062579,0.905313826,0.111953994,1.557764874,Nucleoside diphosphate kinase OS=Synechococcus sp. BL107 OX=313625 GN=ndk PE=3 SV=1,0.1969242812682553,0.9374254572801112,-0.1435101074083205,0.6394774922486638,BL107_07384,tier1:Description
Q067G7,,3,3,1.0666e-05,2.3089e-05,2.0999e-05,2.1447e-05,1.9058e-05,1.4898e-05,6.969e-06,5.4797e-05,4.1584e-05,7.256e-06,2.302e-06,7.979e-06,1.6894e-05,1.1643e-05,2.9643e-05,1.4842e-05,3.3499e-05,5.0595e-05,1.8251e-05,1.8467e-05,3.445e-05,5.846e-06,1.9394e-05,3.2979e-05,0.48113574,1.011831716,0.167146406,1.887544815,0.036993738,3.317642199,0.030350493,5.641627586,ATP-dependent Clp protease proteolytic subunit OS=Synechococcus sp. BL107 OX=313625 GN=clpP PE=3 SV=1,0.016969366434919,0.916510898006312,1.7301583029415262,2.496111434168084,BL107_06309,tier1:Description
Q05YG2,,3,3,0.000358562,0.000446894,0.000764618,8.7074e-05,0.000287866,5.4038e-05,0.000513414,0.001367906,0.001030697,0.000171332,0.000246789,0.000589184,0.000100702,0.000156024,0.000475589,0.000438189,0.000194755,0.000775588,0.000523358,0.000142993,0.000970672,0.000335768,0.000244105,0.00046951,0.02837197,0.273221941,0.091069377,1.854699922,0.312833397,0.727004644,0.281075813,1.398316358,Photosystem II 12 kDa extrinsic protein OS=Synechococcus sp. BL107 OX=313625 GN=psbU PE=3 SV=1,-1.8718547514465145,0.8911857873514959,-0.4599635149868243,0.4836907959669193,BL107_04827,tier1:Description
Q05ZG0,,3,3,0.000624741,0.000225433,0.000370558,0.000390659,0.000382767,0.000201208,0.001467505,0.00048296,0.000220003,0.000533879,0.000117856,0.000281386,0.000468906,0.000198537,9.2542e-05,0.000633846,0.000302489,0.00024789,0.000406911,0.000324878,0.000723489,0.00031104,0.000253328,0.000394742,0.284100151,0.798401381,0.235035229,1.778005836,0.372014495,0.814455732,0.324909681,1.269102259,50S ribosomal protein L4 OS=Synechococcus sp. BL107 OX=313625 GN=rplD PE=3 SV=1,-0.3248138787711462,0.8302600595751298,-0.2960918086100714,0.3438083202494736,BL107_08631,tier1:Description
Q067T9,,3,3,4.6627e-05,6.1756e-05,8.9203e-05,2.9253e-05,6.684e-05,6.0535e-05,0.000164412,0.000120988,6.5456e-05,6.2154e-05,4.4837e-05,5.3938e-05,5.4573e-05,5.2683e-05,2.5464e-05,9.5969e-05,3.1768e-05,5.5152e-05,6.5862e-05,5.221e-05,0.000116952,5.3643e-05,4.424e-05,6.0963e-05,0.233945214,0.792712587,0.088603201,1.775712607,0.213598914,0.824714922,0.362650858,1.136456633,DNA-directed RNA polymerase subunit beta' OS=Synechococcus sp. BL107 OX=313625 GN=rpoC2 PE=3 SV=1,-0.3351302106355286,0.828398105332993,-0.2780325836404992,0.1845426321983786,BL107_16030,multi:Description
Q061P9,,3,3,0.000198558,0.000473671,0.000367825,0.00041506,0.000353419,0.000551599,0.00073455,0.000465872,0.000640064,0.000221537,0.000629722,0.000462317,0.000288268,0.000649223,0.000386002,0.000334679,0.000603339,0.00047268,0.000346685,0.000440026,0.000613495,0.000437859,0.000441164,0.000470233,0.200082276,1.269240482,0.038164944,1.769606322,0.492260978,1.007549579,0.415184666,1.073937161,50S ribosomal protein L10 OS=Synechococcus sp. BL107 OX=313625 GN=rplJ PE=3 SV=1,0.3439654413770605,0.8234284447888722,0.0108508319220381,0.1029095797610049,BL107_07469,tier1:Description
Q061B7,,3,3,4.6577e-05,1.5594e-05,8.3499e-05,7.042e-06,2.3673e-05,9.286e-06,0.000117977,0.00011914,1.5965e-05,5.6837e-05,3.5514e-05,9.6595e-05,1.428e-05,1.5982e-05,1.7351e-05,1.7637e-05,8.3867e-05,2.2219e-05,4.8557e-05,1.3334e-05,8.436e-05,6.2982e-05,1.5871e-05,4.1241e-05,0.078922988,0.274599097,0.207618064,1.737354967,0.029125687,0.251989305,0.239407758,0.654806649,Photosystem II manganese-stabilizing polypeptide OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08129 PE=4 SV=1,-1.864601213596682,0.7968925478372104,-1.9885655911260272,-0.6108591236699432,BL107_08129,locus_tag:Description
Q063T4,,3,3,2.2149e-05,9.204e-06,6.2558e-05,0.000105318,0.000217052,0.000216342,4.7935e-05,8.7806e-05,2.0467e-05,1.0201e-05,1.5795e-05,2.6359e-05,2.7872e-05,0.000206665,0.000126759,5.6934e-05,1.4539e-05,1.5186e-05,3.1303e-05,0.00017957,5.2069e-05,1.7452e-05,0.000120432,2.8886e-05,0.010742456,5.736451834,0.228972147,1.663374443,0.059183952,6.900907857,0.241483863,1.655227104,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15760 PE=3 SV=1,2.5201586629865527,0.7341129709411774,2.786786169808836,0.7270291743355941,BL107_15760,locus_tag:Description
Q064F6,,3,3,0.000323221,0.000343004,0.000683038,0.00034647,0.000217969,0.000288546,0.000531649,0.000679226,0.000913076,0.000204929,0.000215886,0.000246638,0.000232968,0.000225935,0.000306809,0.000828827,0.000161693,0.000297921,0.000449754,0.000284328,0.000707984,0.000222484,0.000255237,0.00042948,0.124194704,0.632185526,0.092159479,1.574156261,0.158883682,1.147214925,0.183707182,1.930382715,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_17230 PE=4 SV=1,-0.6615800900262601,0.6545787592572438,0.1981356984022986,0.9488869025687954,BL107_17230,locus_tag:Description
Q065E3,,3,3,0.000108692,6.9525e-05,0.000506177,8.0352e-05,0.000106691,6.6061e-05,0.000154617,0.000154296,0.000724628,8.3075e-05,0.000103198,6.7127e-05,0.000108013,6.2196e-05,6.6181e-05,0.000231637,0.000630483,0.000109103,0.000228131,8.4368e-05,0.000344514,8.4467e-05,7.8797e-05,0.000323741,0.181239939,0.369822471,0.323707202,1.510156165,0.384188384,0.932871035,0.101948682,3.832754663,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15290 PE=4 SV=1,-1.435095207042671,0.5946977461209634,-0.1002504457782987,1.9383816532907472,BL107_15290,locus_tag:Description
Q05ZH0,,3,3,8.6141e-05,5.2784e-05,4.8452e-05,8.6821e-05,0.000128011,4.3259e-05,6.514e-06,0.000113938,0.000154663,7.5471e-05,6.37e-06,5.6583e-05,6.0264e-05,7.6024e-05,6.4592e-05,9.3241e-05,0.000123709,7.1747e-05,6.2459e-05,8.603e-05,9.1705e-05,4.6141e-05,6.696e-05,9.6233e-05,0.21762132,1.377392316,0.278769899,1.468252169,0.190325861,1.451192753,0.060699887,2.085607081,50S ribosomal protein L24 OS=Synechococcus sp. BL107 OX=313625 GN=rplX PE=3 SV=1,0.4619395338632723,0.5540997690822209,0.5372391564331338,1.0604673861958511,BL107_08581,tier1:Description
Q062Q0,,3,3,0.000376571,0.000303319,0.000119657,0.000163942,0.00012472,0.000267579,0.000575113,0.000308493,0.000287844,0.000453142,0.000367299,0.000133175,0.000380194,0.000174579,0.000106051,0.000533871,0.000335717,0.000312005,0.000266515,0.000185413,0.000390483,0.000317872,0.000220274,0.000393864,0.203208326,0.695694528,0.179943865,1.465143368,0.241241911,0.692965913,0.2784348,1.239066191,"6,7-dimethyl-8-ribityllumazine synthase OS=Synechococcus sp. BL107 OX=313625 GN=ribH PE=3 SV=1",-0.5234741216859702,0.5510418429291363,-0.5291437069626094,0.3092532584040782,BL107_06214,tier1:Description
Q05ZX9,,3,3,0.000983741,0.001261917,0.000726441,0.001195721,0.000703169,0.001193327,0.002008923,0.001414842,0.000884409,0.000899506,0.001010931,0.001113624,0.001268481,0.000989137,0.000530271,0.001175539,0.001602579,0.000957819,0.0009907,0.001030739,0.001436058,0.00100802,0.000929296,0.001245312,0.433774263,1.040414951,0.141693522,1.449539024,0.371437172,0.92190227,0.149714158,1.235404033,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11416 PE=4 SV=1,0.0571590363990921,0.5355941736707328,-0.1173142748828947,0.3049829455170926,BL107_11416,locus_tag:Description
Q05ZR9,,3,3,0.000222274,0.001345858,0.005661898,0.000139597,0.000611123,0.002409921,0.000511088,0.000920555,0.008319302,0.000206468,0.000572373,0.001319985,0.000127389,0.001375119,0.002461614,0.000608583,0.00234271,0.00611389,0.00241001,0.001053547,0.003250315,0.000699609,0.001321374,0.003021728,0.246115692,0.43715455,0.397665619,1.348672878,0.226782564,1.888733502,0.116951666,4.319169207,RNA-binding region RNP-1 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11716 PE=4 SV=1,-1.1937846799207752,0.4315404635441662,0.9174191535705216,2.1107538364148204,BL107_11716,locus_tag:Description
Q064L2,,3,3,0.000468698,0.000471969,0.00013609,0.00025247,0.0002692,4.1757e-05,0.000717464,0.000324928,0.000380602,0.000390681,0.00019849,0.000188612,0.000430053,9.4464e-05,0.000255759,0.000315978,9.9769e-05,0.000497998,0.000358919,0.000187809,0.000474331,0.000259261,0.000260092,0.000304582,0.1342983,0.523262683,0.26221055,1.32155528,0.497339691,1.003204614,0.374827686,1.174806303,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16950 PE=3 SV=1,-0.934392719501554,0.4022367734576063,0.0046158885990915,0.232422911056683,BL107_16950,locus_tag:Description
Q067C0,,3,3,6.9646e-05,7.2871e-05,0.000166118,2.4978e-05,4.6605e-05,3.9929e-05,9.0633e-05,0.000106152,0.000207069,1.3985e-05,2.1255e-05,0.00023807,3.2522e-05,9.06e-05,0.000134923,7.4305e-05,9.7388e-05,0.000146695,0.000102878,3.717e-05,0.000134618,9.1103e-05,8.6015e-05,0.000106129,0.055725077,0.361304453,0.273499872,1.308511859,0.475950653,0.944152369,0.426975042,1.164937983,Glucose-6-phosphate isomerase OS=Synechococcus sp. BL107 OX=313625 GN=pgi PE=3 SV=1,-1.4687130591000457,0.3879269995429679,-0.0829083918022617,0.220253153162922,BL107_12905,multi:Description
Q063Z5,,3,2,0.000919259,0.00133246,0.000662991,0.000506778,0.000264203,0.000377933,0.001619743,0.000842794,0.001024438,0.000520117,0.00077099,0.000445086,0.000886176,0.000549783,0.000149203,0.001771071,0.000977543,0.000614674,0.00097157,0.000382971,0.001162325,0.000578731,0.000528387,0.001121096,0.023425449,0.394177869,0.28286676,1.196336926,0.420324269,0.913010243,0.100839502,1.937162698,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16150 PE=4 SV=1,-1.3430813159190411,0.2586237549331973,-0.1312970490892456,0.953945127787594,BL107_16150,locus_tag:Description
Q065U7,,3,3,8.0011e-05,0.000142223,0.000306419,6.6262e-05,0.000148773,9.7903e-05,0.000332844,0.000151443,0.00014155,5.0514e-05,8.9486e-05,0.000163745,9.2972e-05,0.000121956,0.000170784,0.000103189,0.000199246,6.8284e-05,0.000176218,0.000104313,0.000208612,0.000101248,0.000128571,0.000123573,0.186282633,0.591954389,0.370992643,1.183833384,0.267155948,1.269857162,0.343066142,1.220492648,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14520 PE=4 SV=1,-0.7564420766320346,0.2434660463454625,0.3446662267111032,0.2874636046431251,BL107_14520,locus_tag:Description
Q062V6,,3,3,0.000837286,0.001204249,0.001516848,0.000799672,0.001034602,0.000374636,0.001207954,0.002081158,0.000868999,0.00047987,0.000549344,0.000507498,0.001001373,0.000358519,0.000690849,0.001165535,0.000762711,0.000767061,0.001186128,0.000736303,0.001386037,0.000512237,0.000683581,0.000898436,0.088890097,0.620762157,0.326074142,1.168539511,0.205348424,1.334499637,0.022984047,1.753943996,Predicted pyridoxal phosphate-dependent enzyme apparently OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05934 PE=3 SV=1,-0.6878874844830379,0.22470651577248,0.4162989130494776,0.810602682798046,BL107_05934,locus_tag:Description
Q060P4,,3,3,0.000898489,0.001030468,0.000730161,0.001459248,0.0007815,0.000996201,0.000670732,0.001311698,0.00104779,0.000918189,0.00086744,0.001395499,0.001591443,0.001725592,0.000605683,0.002171855,0.001261019,0.000977342,0.000886373,0.001078983,0.001010073,0.001060376,0.001307572,0.001470072,0.213470982,1.217301761,0.289646316,1.139558179,0.280834122,1.233121343,0.180543724,1.386368391,Possible carbon dioxide concentrating mechanism protein CcmK OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10591 PE=4 SV=1,0.2836868468796638,0.1884745818319509,0.3023147724340138,0.4713106667461756,BL107_10591,locus_tag:Description
Q060A4,,3,3,5.7035e-05,4.5481e-05,0.000249594,6.2919e-05,0.000152756,3.699e-05,6.4144e-05,0.000196183,0.000129724,5.8645e-05,6.025e-05,6.0818e-05,6.279e-05,0.000147486,6.3317e-05,0.000121922,3.1515e-05,3.0049e-05,0.00011737,8.4222e-05,0.000130017,5.9904e-05,9.1197e-05,6.1162e-05,0.340508597,0.717577101,0.43826451,1.107753083,0.164312082,1.522389898,0.484482134,1.021000495,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11291 PE=4 SV=1,-0.4787942425355045,0.1476363420101563,0.6063378935810773,0.0299835656612307,BL107_11291,locus_tag:Description
Q064R2,,3,3,0.000130087,8.853e-05,4.8741e-05,5.854e-05,8.0359e-05,4.571e-06,0.000136308,7.079e-05,8.1308e-05,0.000135255,5.6999e-05,1.7983e-05,3.5823e-05,3.503e-06,8.6643e-05,0.000146224,1.324e-05,4.373e-05,8.9119e-05,4.7823e-05,9.6136e-05,7.0079e-05,4.199e-05,6.7731e-05,0.136617818,0.536622833,0.416153718,1.078730848,0.27068671,0.599177343,0.483391084,0.966504138,ATP synthase subunit alpha OS=Synechococcus sp. BL107 OX=313625 GN=atpA PE=3 SV=1,-0.8980196531196272,0.1093349457396181,-0.7389450234263816,-0.0491521856693722,BL107_16700,tier1:Description
Q067L0,,3,3,9.7597e-05,9.5251e-05,6.9465e-05,6.9406e-05,5.0481e-05,3.0622e-05,0.000127899,0.000114648,3.83e-05,6.4919e-05,5.2677e-05,2.7486e-05,6.0205e-05,4.1334e-05,2.3442e-05,0.000144393,8.3359e-05,3.4704e-05,8.7438e-05,5.017e-05,9.3616e-05,4.8361e-05,4.166e-05,8.7485e-05,0.03024983,0.57377486,0.421762298,1.070651554,0.342018491,0.861450324,0.15442313,1.809014587,NUDIX family protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_12455 PE=4 SV=1,-0.8014433372162832,0.0984890280713694,-0.2151604898302658,0.8552040411861935,BL107_12455,locus_tag:Description
Q060X1,,3,3,0.000260841,0.000244145,0.000690953,1.7687e-05,0.000114448,0.000326949,0.000300867,0.000137541,0.000559997,0.000236518,5.798e-05,0.000858792,3.9783e-05,0.000879886,0.000361815,7.8895e-05,0.000414243,0.00021032,0.000398646,0.000153028,0.000332802,0.00038443,0.000427161,0.000234486,0.113696763,0.38386955,0.373878074,0.834829503,0.453655892,1.111154978,0.298595148,0.609957074,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08359 PE=4 SV=1,-1.3813119702489944,-0.2604465084292928,0.1520600502094785,-0.7132203789436729,BL107_08359,locus_tag:Description
