Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Accession.1,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,resolved_locus_tag,resolution_method
Q7V9V8,Pro_1716,10,10,2.84758e-05,0.000154138,0.000169561,8.99256e-05,6.4448e-05,0.000188606,7.47985e-05,9.57837e-05,5.94862e-05,2.19009e-05,6.26488e-05,3.0863e-05,2.30073e-05,4.83546e-05,2.14005e-05,7.14151e-05,0.000177,0.000328642,0.000117392,0.000114327,7.66895e-05,3.84709e-05,3.09208e-05,0.000192352,0.480384256,0.973889378,0.212663843,0.653278182,0.322024844,0.803745874,0.055873698,4.99994057,Q7V9V8,Protein RecA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=recA PE=3 SV=1,-0.0381701859005138,-0.614230637064762,-0.3151886684499094,2.321910946912196,Pro1716,tier1:KEGG
Q7V9H1,Pro_1862,12,12,9.01992e-05,5.52377e-05,6.08794e-05,7.06706e-05,3.58454e-05,5.39632e-05,0.000107447,0.000196414,0.000595301,5.3407e-05,4.62092e-05,4.29156e-05,3.21788e-05,3.86294e-05,4.67711e-05,0.0001006,0.000266318,0.000106692,6.87721e-05,5.34931e-05,0.000299721,4.75106e-05,3.91931e-05,0.00015787,0.179876552,0.777831245,0.09971735,4.358171071,0.093696838,0.824933941,0.056050257,3.322840202,Q7V9H1,Polyphosphate kinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ppk PE=3 SV=1,-0.3624709067838156,2.1237228275780518,-0.2776494989318632,1.7324169143584205,Pro1862,tier1:KEGG
Q7VCD7,Pro_0803,5,5,8.21556e-05,5.27157e-05,6.38428e-05,4.91603e-05,1.79729e-05,5.05803e-05,8.16113e-05,5.61335e-05,6.90404e-05,0.000135295,0.000204395,8.12329e-05,0.000232915,0.000186897,3.87873e-05,4.86393e-05,6.7748e-05,8.06027e-05,6.6238e-05,3.92378e-05,6.89284e-05,0.000140308,0.000152867,6.56633e-05,0.059734939,0.592376228,0.411778643,1.040616914,0.431781999,1.089509827,0.056321737,0.46799545,Q7VCD7,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0803 PE=4 SV=1,-0.7554143483096315,0.0574390619233122,0.123679209120391,-1.0954335913486524,Pro0803,tier1:KEGG
Q7VAZ6,Pro_1306,4,4,0.000110571,8.72419e-05,0.000119477,8.20762e-05,2.99781e-05,9.5829e-05,0.000225588,0.000239293,0.00023849,0.000149735,0.000122117,9.79163e-05,0.000134752,8.45363e-05,9.21764e-05,0.000130244,0.000708463,0.000634914,0.000105763,6.92944e-05,0.000234457,0.000123256,0.000103822,0.000491207,0.08818913,0.655183941,0.000131426,2.216807701,0.209919262,0.842323481,0.056883552,3.985252561,Q7VAZ6,30S ribosomal protein S14 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsN PE=3 SV=1,-0.610028098902937,1.1484836277396235,-0.2475537109880148,1.9946711563252204,Pro1306,tier1:KEGG
Q7VDX1,Pro_0244,6,6,8.70001e-05,0.000112256,8.66328e-05,8.31521e-05,0.000137278,9.53763e-05,0.000157446,0.000260806,0.000564834,6.30348e-05,0.000125328,0.000101335,0.000116911,0.000110046,8.69867e-05,0.0001326,0.000475452,0.000290754,9.52964e-05,0.000105269,0.000327695,9.65661e-05,0.000104648,0.000299602,0.308797206,1.10464717,0.065404566,3.43869437,0.355250724,1.083693686,0.057016274,3.1025582,Q7VDX1,"Lactoylglutathione lyase/catechol 2,3-dioxygenase related enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0244 PE=4 SV=1",0.1435856389602346,1.7818608953123165,0.1159570259366962,1.6334582737122276,Pro0244,tier1:KEGG
Q7VD25,Pro_0559,4,4,0.000102682,7.60575e-05,8.4972e-05,4.31961e-05,7.51398e-05,8.7259e-05,0.000383681,0.000219279,0.000236509,9.99346e-05,8.39407e-05,8.00854e-05,0.000120499,9.77468e-05,0.000104544,0.000194884,0.000103325,0.000285008,8.79038e-05,6.85316e-05,0.000279823,8.79869e-05,0.000107597,0.000194406,0.137018775,0.779620908,0.010999227,3.183285615,0.048424595,1.222872103,0.05703754,2.20948581,Q7VD25,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0559 PE=4 SV=1,-0.3591553133430711,1.6705166061909438,0.290273524048169,1.1437106656917193,Pro0559,tier1:KEGG
Q7VE03,Pro_0212,9,8,6.37058e-05,8.74017e-05,7.4267e-05,6.21476e-05,7.49626e-05,6.05485e-05,0.000348774,7.38332e-05,0.000134907,8.0103e-05,6.77838e-05,5.68953e-05,5.01889e-05,7.06992e-05,6.2611e-05,7.99597e-05,0.000293823,0.000208649,7.51248e-05,6.58862e-05,0.000185838,6.82607e-05,6.11664e-05,0.000194144,0.162304904,0.877023497,0.128083174,2.473722952,0.236702405,0.896070474,0.057175836,2.844155147,Q7VE03,Arginine--tRNA ligase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=argS PE=3 SV=1,-0.1893125993652846,1.3066839327487647,-0.1583158933053241,1.5080001652746648,Pro0212,tier1:KEGG
Q7V9K9,Pro_1824,8,8,0.000191285,0.000188839,0.000187854,0.000163679,0.000166367,0.000152215,0.000370572,0.000181287,0.000357751,0.000178526,0.000157531,0.000170111,0.000144835,0.000160229,0.000168466,0.000266385,0.000358945,0.000185423,0.000189326,0.000160754,0.000303203,0.000168723,0.000157843,0.000270251,0.001521877,0.849083889,0.067851377,1.601488293,0.151901855,0.935520791,0.057365864,1.601746494,Q7V9K9,Thiazole synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=thiG PE=3 SV=1,-0.2360209966268029,0.6794132519417719,-0.0961583786321126,0.6796458326471082,Pro1824,tier1:KEGG
Q7VC64,Pro_0878,3,3,0.000459352,0.00046327,0.000363798,0.000369272,0.000263187,0.000507277,0.001280001,0.000131558,0.000391283,0.000559172,0.000447836,0.000388791,0.000431096,0.000349894,0.000439613,0.000259893,0.000408897,0.000329693,0.000428807,0.000379912,0.000600948,0.000465266,0.000406868,0.000332828,0.281871398,0.885974221,0.323950388,1.401441323,0.183828524,0.874483265,0.057494354,0.715348802,Q7VC64,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0878 PE=4 SV=1,-0.1746633732814778,0.4869113413814238,-0.1934973193539566,-0.4832812275241102,Pro0878,tier1:KEGG
Q7VBF9,Pro_1136,4,4,1.11627e-05,1.89464e-05,1.56213e-05,1.06842e-05,1.67583e-05,1.4974e-05,3.00191e-06,1.53375e-05,1.64029e-05,1.3487e-05,1.38536e-05,1.09607e-05,8.70509e-06,1.66396e-05,9.98874e-06,3.70101e-05,1.2961e-05,3.40877e-05,1.52435e-05,1.41388e-05,1.15808e-05,1.27671e-05,1.17778e-05,2.80196e-05,0.360717641,0.927533026,0.246319795,0.759719194,0.36254372,0.922512438,0.05813695,2.194671961,Q7VBF9,Lycopene beta cyclase related dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=lcyB PE=4 SV=1,-0.1085294432367742,-0.3964618240729876,-0.1163597320937874,1.1340053153387617,Pro1136,tier1:KEGG
Q7TVA0,Pro_1308,8,8,7.63499e-05,9.86435e-05,8.23277e-05,0.000108378,6.60782e-05,8.81559e-05,0.000180854,0.000169038,0.00019073,0.000109392,0.00010795,0.000100421,0.000109292,0.000118998,9.90845e-05,0.000320767,0.000303112,0.000106267,8.57737e-05,8.75373e-05,0.000180207,0.000105921,0.000109125,0.000243382,0.45262591,1.020560893,0.00024855,2.100959472,0.32113066,1.030247746,0.058198189,2.297774163,Q7TVA0,3'-Phosphoadenosine 5'-phosphosulfate 3'-phosphatase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=cysQ PE=4 SV=1,0.029362265083257,1.0710483323543387,0.0429913072600726,1.20023700950241,Pro1308,tier1:KEGG
Q7VBK5,Pro_1087,7,7,0.000654905,0.000400588,0.000187095,0.000636285,0.000711005,0.000209777,0.000445038,0.000128746,9.23977e-05,0.000696787,0.000660404,0.000260316,0.000846206,0.000695268,0.000262508,0.000139861,0.000203214,0.00035437,0.000414196,0.000519023,0.000222061,0.000539169,0.000601327,0.000232482,0.319237958,1.253084798,0.167633899,0.536124721,0.397549078,1.11528551,0.058296172,0.431184982,Q7VBK5,Uncharacterized membrane protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1087 PE=4 SV=1,0.3254840471534717,-0.8993594348067055,0.1574130833594825,-1.2136211644115904,Pro1087,tier1:KEGG
Q7VD32,Pro_0552,4,4,0.003035682,0.003233957,0.002888702,0.003339727,0.003068789,0.003556519,0.003095733,0.003318353,0.003347083,0.003261176,0.002810645,0.002872259,0.003606546,0.003764909,0.002729296,0.003230355,0.003978812,0.003356566,0.00305278,0.003321678,0.003253723,0.00298136,0.003366917,0.003521911,0.097485391,1.088082955,0.095395083,1.06582294,0.167203864,1.129322622,0.058383609,1.18131025,Q7VD32,Ribulose bisphosphate carboxylase small subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rbcS PE=4 SV=1,0.1217885512618468,0.091967790066538,0.1754576904240743,0.2403879125375522,Pro0552,tier1:KEGG
Q7VDK2,Pro_0374,7,7,7.08169e-05,3.16981e-05,3.19165e-05,5.19917e-05,5.62452e-05,3.40959e-05,0.000134225,5.57222e-05,0.000235475,4.60314e-05,4.37017e-05,2.77794e-05,6.73479e-05,5.15218e-05,2.54492e-05,5.03035e-05,0.000276309,0.000396482,4.48105e-05,4.74442e-05,0.000141808,3.91708e-05,4.81063e-05,0.000241032,0.433112513,1.05877556,0.072385088,3.16460656,0.272037075,1.228115045,0.05899195,6.15334379,Q7VDK2,Aldehyde dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0374 PE=3 SV=1,0.0823967982140374,1.662026147609461,0.2964457130507632,2.62137059879155,Pro0374,tier1:KEGG
Q7VCB1,Pro_0830,16,16,0.000473003,0.000392894,0.000283758,0.000356365,0.000434786,0.000373907,0.000925452,0.000865267,0.000974072,0.000440171,0.000400087,0.000271879,0.0004181,0.00039873,0.000270223,0.000636693,0.000929533,0.00196979,0.000383218,0.000388353,0.000921597,0.000370712,0.000362351,0.001178672,0.467837776,1.013397488,0.000521874,2.404887755,0.454546531,0.977446119,0.059269688,3.179479217,Q7VCB1,Ferredoxin-sulfite reductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=sir PE=3 SV=1,0.019200157838857,1.2659695596569116,-0.0329109177808962,1.6687904785347003,Pro0830,tier1:KEGG
Q7VDY0,Pro_0235,23,23,0.002101225,0.002814567,0.002361684,0.001936065,0.001875861,0.002523378,0.0132398,0.00402209,0.004812196,0.002601793,0.002691551,0.002762552,0.002139758,0.0023173,0.00248376,0.004464884,0.003754808,0.00277027,0.002425825,0.002111768,0.007358029,0.002685299,0.002313606,0.003663321,0.172372583,0.870535818,0.085327119,3.033206272,0.013776666,0.861582374,0.059284496,1.364213626,Q7VDY0,Enolase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=eno PE=3 SV=1,-0.2000244364275359,1.6008436112072475,-0.2149393589361817,0.4480695776750031,Pro0235,tier1:KEGG
Q7VAE4,Pro_1520,3,3,9.7535e-06,6.64378e-05,2.95014e-05,3.56373e-05,2.56687e-05,2.92752e-05,2.98648e-05,2.86927e-05,2.64861e-05,1.60838e-05,1.66385e-05,4.68863e-06,3.66903e-06,3.86263e-06,4.71456e-06,1.33383e-05,0.000115066,0.000139564,3.52309e-05,3.01937e-05,2.83479e-05,1.24703e-05,4.08207e-06,8.93227e-05,0.390035547,0.857023512,0.350189511,0.804630405,0.049168055,0.327342889,0.059491493,7.162822775,Q7VAE4,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1520 PE=4 SV=1,-0.2225933104089811,-0.3136018400036974,-1.6111254558597092,2.8405282468398214,Pro1520,tier1:KEGG
Q7VAY2,Pro_1321,4,4,1.44986e-05,2.44337e-05,3.33426e-05,2.83768e-05,2.64919e-05,2.3725e-05,2.87021e-05,3.9726e-05,0.000108786,3.52384e-05,2.87202e-05,3.17036e-05,2.86696e-05,6.89671e-05,3.27655e-05,0.000191921,0.000175758,3.12181e-05,2.40916e-05,2.61979e-05,5.90714e-05,3.18874e-05,4.34674e-05,0.000132966,0.363138813,1.087427698,0.122133478,2.451947653,0.210751249,1.363152586,0.059591721,4.169850538,Q7VAY2,Phosphoheptose isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=gmhA PE=4 SV=1,0.120919480773324,1.2939281790436,0.4469470608551677,2.059995673370038,Pro1321,tier1:KEGG
Q7VBU3,Pro_0999,9,9,0.000124928,0.000112992,0.000111708,0.000102272,0.000173134,0.000131357,0.000434016,7.15203e-05,0.000143786,1.42677e-05,2.76099e-05,3.74564e-05,1.78823e-05,2.14937e-05,2.11186e-05,0.000116668,0.00018715,0.000530355,0.000116542,0.000135588,0.000216441,2.64447e-05,2.01648e-05,0.000278058,0.207782883,1.163421091,0.209217573,1.857186754,0.204520411,0.762530359,0.060332337,10.5147088,Q7VBU3,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0999 PE=4 SV=1,0.2183733633143431,0.8931188963302317,-0.3911333174466485,3.3943369907380085,Pro0999,tier1:KEGG
Q7V9V0,Pro_1724,8,7,1.85082e-05,5.14603e-05,6.84323e-05,3.4328e-05,4.58116e-05,5.3417e-05,0.000139312,3.93187e-05,0.000107348,2.05941e-05,1.05571e-05,2.13568e-05,1.27404e-05,2.52693e-05,2.51237e-05,0.000108571,8.63937e-05,0.000345323,4.61336e-05,4.45189e-05,9.53262e-05,1.75027e-05,2.10445e-05,0.000180096,0.461445537,0.964999003,0.104738066,2.066308402,0.274470896,1.202357061,0.060742124,10.28961376,Q7V9V0,Dinucleotide-utilizing enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=thiF PE=4 SV=1,-0.0514006430431197,1.0470555963282655,0.2658653932520617,3.363116923864556,Pro1724,tier1:KEGG
Q7VC23,Pro_0919,8,8,0.000238703,0.000223323,0.00019973,0.000331556,0.000221303,0.000222301,0.000385809,9.17909e-05,0.000189491,0.000147045,0.000143804,0.000147046,0.000167729,0.000168146,0.000160779,0.000377939,0.00016861,0.000567798,0.000220585,0.000258387,0.000222364,0.000145965,0.000165551,0.000371449,0.18976831,1.171369124,0.492352086,1.008062144,0.000858499,1.134184682,0.061066472,2.544784244,Q7VC23,Protein Thf1 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=thf1 PE=3 SV=1,0.2281957722089058,0.0115845793904965,0.1816555768867107,1.347543344589312,Pro0919,tier1:KEGG
P42076,Pro_1639,33,32,0.002040945,0.002396856,0.002044963,0.002354999,0.00206629,0.002268872,0.002124679,0.002014946,0.004740053,0.001969686,0.002053303,0.001674029,0.002365106,0.002018767,0.002162808,0.001892612,0.004096309,0.003847197,0.002160921,0.002230054,0.002959893,0.001899006,0.002182227,0.003278706,0.329992817,1.031992013,0.212044921,1.369736405,0.068644915,1.149141576,0.061218861,1.726538035,P42076,DNA-directed RNA polymerase subunit gamma OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpoC1 PE=3 SV=2,0.0454318052089565,0.453898284580987,0.2005565511699051,0.7878821165842683,Pro1639,tier1:KEGG
Q7VDY6,Pro_0229,9,9,0.000705857,0.000892664,0.000835351,0.000700317,0.0004612,0.001039618,0.001095157,0.001073208,0.001094572,0.00081812,0.00086651,0.000921054,0.000953799,0.000946863,0.000730647,0.000921571,0.001398526,0.001827513,0.00081129,0.000733712,0.001087646,0.000868561,0.000877103,0.001382537,0.341627863,0.904376097,0.003854358,1.340636558,0.459582648,1.009834282,0.061349088,1.591754707,Q7VDY6,50S ribosomal protein L1 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplA PE=3 SV=1,-0.1450052332659441,0.4229181805403166,0.0141185601525475,0.670618030441644,Pro0229,tier1:KEGG
Q7VDG4,Pro_0412,9,9,5.80275e-05,7.7904e-05,5.86339e-05,8.10283e-05,7.42764e-05,5.72974e-05,0.000250238,0.000670729,0.000281308,2.53739e-05,3.81397e-05,3.36163e-05,2.96967e-05,3.78486e-05,2.58664e-05,0.000111658,0.000413893,0.00013732,6.48551e-05,7.08674e-05,0.000400758,3.23766e-05,3.11372e-05,0.000220957,0.282825589,1.092702267,0.0341026,6.179283608,0.410700444,0.961718658,0.061644303,6.824582981,Q7VDG4,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=murE PE=3 SV=1",0.1279003576097616,2.627439589732466,-0.056313186414096,2.770740892241377,Pro0412,tier1:KEGG
Q7VBZ0,Pro_0952,7,7,0.000652261,0.000481808,0.000416531,0.000648716,0.000550562,0.000661041,0.000944905,0.000371495,0.000597844,0.000599046,0.000774481,0.000635357,0.000758753,0.000692873,0.000732944,0.000412698,0.000611964,0.00052594,0.000516867,0.000620107,0.000638081,0.000669628,0.00072819,0.000516868,0.129350244,1.199741934,0.269810154,1.234517672,0.180378135,1.087454555,0.062049396,0.771872778,Q7VBZ0,Phosphopantetheine adenylyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=coaD PE=3 SV=1,0.2627241136856404,0.3039474886672321,0.1209551116316492,-0.3735650164013017,Pro0952,tier1:KEGG
Q7VD86,Pro_0497,2,2,1.68979e-06,6.49527e-07,2.15833e-06,2.41334e-06,1.14449e-06,3.49881e-06,4.06329e-06,3.47983e-07,8.10262e-08,6.4278e-07,3.90453e-06,3.86645e-06,1.06612e-06,9.69083e-08,1.22226e-06,4.35501e-07,1.30224e-06,5.76415e-09,1.49922e-06,2.35221e-06,1.49743e-06,2.80459e-06,7.95098e-07,5.81168e-07,0.176753054,1.568963407,0.499509,0.998811918,0.075929201,0.283499001,0.062205628,0.207220515,Q7VD86,Primosomal protein N' OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=priA PE=3 SV=1,0.649811704660843,-0.001715059026808,-1.8185844435113403,-2.270761256806634,Pro0497,tier1:KEGG
Q7VA24,Pro_1645,4,4,8.0543e-06,9.83949e-06,4.00947e-05,2.05829e-05,3.8095e-05,6.66346e-05,0.000174158,5.98445e-06,8.61792e-05,4.15659e-05,1.46989e-05,1.04206e-05,6.48381e-06,5.15824e-05,1.54515e-05,2.33409e-05,0.000283176,0.000217122,1.93295e-05,4.17708e-05,8.87739e-05,2.22285e-05,2.45059e-05,0.000174546,0.128353791,2.160989699,0.117291717,4.592664223,0.449601936,1.102455164,0.062299686,7.852375147,Q7VA24,Trypsin-like serine protease OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=degQ PE=4 SV=1,1.1116921951788934,2.1993313096810403,0.1407199836828654,2.973129099165247,Pro1645,tier1:KEGG
Q7VB91,Pro_1207,3,3,5.13099e-05,4.81036e-05,6.28059e-05,6.202e-05,4.69404e-06,3.13131e-05,4.285e-05,6.8325e-05,2.87289e-05,3.87771e-05,5.97004e-05,7.70699e-05,8.64761e-05,3.57861e-05,5.04422e-05,8.33245e-05,0.000124727,0.000231526,5.40731e-05,3.26757e-05,4.66347e-05,5.85158e-05,5.75681e-05,0.000146526,0.140146548,0.604287541,0.290691701,0.862436943,0.480996548,0.983804315,0.062645657,2.50403956,Q7VB91,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1207 PE=4 SV=1,-0.7266928975507703,-0.2135091167721706,-0.0235567121015335,1.324257354828431,Pro1207,tier1:KEGG
Q7VDH4,Pro_0402,4,4,1.10812e-05,1.92616e-05,1.00384e-05,8.70918e-06,1.3059e-05,1.22969e-05,0.00044974,0.000265732,0.000131355,1.72562e-06,4.87866e-06,3.44881e-06,1.78454e-06,3.61975e-06,4.99523e-06,0.000219301,3.78485e-05,7.41492e-05,1.34604e-05,1.1355e-05,0.000282276,3.35103e-06,3.46651e-06,0.000110433,0.273844322,0.843589171,0.021805402,20.9708837,0.466800917,1.034459699,0.062802518,32.95490177,Q7VDH4,S-adenosylmethionine:tRNA ribosyltransferase-isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=queA PE=3 SV=1,-0.2453875192494419,4.390315751874815,0.0488774410554459,5.042421165077034,Pro0402,tier1:KEGG
Q7VCK2,Pro_0738,5,5,0.000164685,0.000106917,0.000132363,0.000166667,0.000153986,0.000100874,0.000300685,0.000309721,0.001145875,0.000128701,0.000108634,0.000124128,0.000143788,0.000124455,0.000149122,0.000291126,0.00434655,0.0024952,0.000134655,0.000140509,0.000585427,0.000120488,0.000139122,0.002377625,0.417015417,1.043475761,0.091807249,4.347613399,0.062756353,1.154656259,0.063229001,19.73335063,Q7VCK2,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0738 PE=4 SV=1,0.0613970883834713,2.120223657903646,0.207463425454835,4.302564034571324,Pro0738,tier1:KEGG
Q7V9T7,Pro_1737,13,13,0.000635415,0.000647719,0.000751964,0.000531832,0.000390177,0.00071176,0.001708298,0.000502029,0.001789971,0.000597774,0.000605886,0.000654394,0.000617186,0.000587889,0.000694001,0.000614889,0.002034681,0.001667857,0.000678366,0.00054459,0.001333433,0.000619351,0.000633025,0.001439142,0.126236339,0.802796506,0.096077397,1.965654326,0.362562402,1.022077665,0.063275479,2.323628592,Q7V9T7,Oxygen-dependent coproporphyrinogen-III oxidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=hemF PE=3 SV=1,-0.316893757194608,0.9750096360156664,0.0315048270516278,1.2163794872877147,Pro1737,tier1:KEGG
Q7V9M4,Pro_1806,4,4,2.24711e-05,1.01195e-05,2.2054e-05,7.25696e-06,2.03845e-05,1.56077e-05,0.000166276,0.00010364,0.000117205,1.55348e-05,1.2112e-05,1.59625e-05,1.29497e-05,2.48322e-05,1.83249e-05,0.000123146,3.44198e-05,4.63068e-05,1.82148e-05,1.44164e-05,0.000129041,1.45364e-05,1.87023e-05,6.79576e-05,0.26663422,0.791463045,0.002344503,7.084371257,0.158423425,1.28657961,0.063686473,4.674984315,Q7V9M4,Precorrin isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=cobH PE=4 SV=1,-0.3374061052828391,2.824639818611311,0.3635407298262716,2.224961524634568,Pro1806,tier1:KEGG
Q7VAW4,Pro_1339,17,16,0.000238463,0.000235647,0.000199897,0.000217051,0.000201783,0.000217802,0.000837084,0.000769014,0.000715525,0.000250466,0.000219078,0.000197246,0.000274836,0.000234948,0.000233791,0.000223579,0.000603554,0.000494935,0.000224669,0.000212212,0.000773874,0.000222263,0.000247858,0.000440689,0.203626549,0.944553266,6.19199e-05,3.444507567,0.140052038,1.115156884,0.063982272,1.982737287,Q7VAW4,Riboflavin biosynthesis protein RibD OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ribD PE=3 SV=1,-0.0822959383719596,1.784297747392013,0.1572466875870254,0.9874935329117308,Pro1339,tier1:KEGG
Q7VDU7,Pro_0271,4,4,2.14867e-05,3.05772e-05,2.8924e-05,2.03199e-05,2.30485e-05,2.98329e-05,0.000104217,5.7351e-05,7.74202e-05,2.01703e-05,1.49466e-05,2.10782e-05,1.75366e-05,1.59754e-05,2.16894e-05,3.29238e-05,0.000132441,6.10423e-05,2.6996e-05,2.44004e-05,7.96627e-05,1.87317e-05,1.84005e-05,7.54689e-05,0.274784475,0.903854739,0.009553123,2.95091014,0.451666695,0.982318161,0.064258423,4.028939325,Q7VDU7,Phosphoglucosamine mutase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=glmM PE=3 SV=1,-0.1458371631357325,1.5611599890348349,-0.0257377231426167,2.0104000789586545,Pro0271,tier1:KEGG
Q7VDD2,Pro_0447,2,2,5.30858e-06,1.66672e-05,1.86321e-05,1.08333e-05,1.78575e-05,1.78578e-05,2.67329e-05,1.6697e-05,4.97209e-05,6.26432e-06,8.33667e-06,6.3332e-06,9.04285e-06,8.41968e-06,4.4066e-06,3.12274e-05,0.000143418,4.71636e-05,1.35359e-05,1.55162e-05,3.10503e-05,6.97806e-06,7.28971e-06,7.39363e-05,0.349587529,1.146294937,0.087228313,2.29391308,0.427700703,1.044660528,0.064348612,10.59553524,Q7VDD2,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0447 PE=4 SV=1,0.1969782913917991,1.1978107263891744,0.0630342015048015,3.405384563068382,Pro0447,tier1:KEGG
Q7VBE6,Pro_1149,6,6,0.000170419,7.79091e-05,5.2299e-05,9.38237e-05,6.04759e-05,7.28685e-05,0.002227982,0.001603504,0.001763262,5.21566e-05,5.26972e-05,4.16953e-05,4.7883e-05,5.21026e-05,5.53837e-05,0.000788735,0.001218922,6.37044e-05,0.000100209,7.57227e-05,0.001864916,4.88497e-05,5.17898e-05,0.000690454,0.273026258,0.75564738,0.000379136,18.610257,0.26064696,1.060186685,0.064872804,14.13425714,Q7VBE6,SufE protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1149 PE=4 SV=1,-0.4042149316099606,4.218026073447532,0.0843183268730161,3.821124155728824,Pro1149,tier1:KEGG
Q7V9U8,Pro_1726,2,2,1.14862e-05,1.14285e-05,7.51321e-06,6.01672e-05,4.45665e-06,7.31193e-06,0.000397986,1.53611e-05,2.96789e-05,4.68924e-06,6.23832e-06,3.38298e-06,7.39797e-06,4.36262e-06,4.71431e-06,1.70805e-05,5.44682e-05,1.54322e-05,1.01426e-05,2.39786e-05,0.000147675,4.77018e-06,5.49163e-06,2.89936e-05,0.244293912,2.364141121,0.16688356,14.559877,0.29946555,1.151242927,0.065384576,6.078097191,Q7V9U8,"ATP-utilizing enzyme, PP-loop superfamily OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1726 PE=4 SV=1",1.241316155858183,3.8639262627701543,0.2031922927219351,2.6036197442666986,Pro1726,tier1:KEGG
