Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Accession,Description
Q7VB91,Pro_1207,3,3,5.13099E-05,4.81036E-05,6.28059E-05,6.202E-05,4.69404E-06,3.13131E-05,4.285E-05,6.8325E-05,2.87289E-05,3.87771E-05,5.97004E-05,7.70699E-05,8.64761E-05,3.57861E-05,5.04422E-05,8.33245E-05,0.000124727,0.000231526,5.40731E-05,3.26757E-05,4.66347E-05,5.85158E-05,5.75681E-05,0.000146526,0.140146548,0.604287541,0.290691701,0.862436943,0.480996548,0.983804315,0.062645657,2.50403956,Q7VB91,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1207 PE=4 SV=1
Q7VDH4,Pro_0402,4,4,1.10812E-05,1.92616E-05,1.00384E-05,8.70918E-06,1.3059E-05,1.22969E-05,0.00044974,0.000265732,0.000131355,1.72562E-06,4.87866E-06,3.44881E-06,1.78454E-06,3.61975E-06,4.99523E-06,0.000219301,3.78485E-05,7.41492E-05,1.34604E-05,1.1355E-05,0.000282276,3.35103E-06,3.46651E-06,0.000110433,0.273844322,0.843589171,0.021805402,20.9708837,0.466800917,1.034459699,0.062802518,32.95490177,Q7VDH4,S-adenosylmethionine:tRNA ribosyltransferase-isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=queA PE=3 SV=1
Q7VCK2,Pro_0738,5,5,0.000164685,0.000106917,0.000132363,0.000166667,0.000153986,0.000100874,0.000300685,0.000309721,0.001145875,0.000128701,0.000108634,0.000124128,0.000143788,0.000124455,0.000149122,0.000291126,0.00434655,0.0024952,0.000134655,0.000140509,0.000585427,0.000120488,0.000139122,0.002377625,0.417015417,1.043475761,0.091807249,4.347613399,0.062756353,1.154656259,0.063229001,19.73335063,Q7VCK2,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0738 PE=4 SV=1
Q7V9T7,Pro_1737,13,13,0.000635415,0.000647719,0.000751964,0.000531832,0.000390177,0.00071176,0.001708298,0.000502029,0.001789971,0.000597774,0.000605886,0.000654394,0.000617186,0.000587889,0.000694001,0.000614889,0.002034681,0.001667857,0.000678366,0.00054459,0.001333433,0.000619351,0.000633025,0.001439142,0.126236339,0.802796506,0.096077397,1.965654326,0.362562402,1.022077665,0.063275479,2.323628592,Q7V9T7,Oxygen-dependent coproporphyrinogen-III oxidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=hemF PE=3 SV=1
Q7V9M4,Pro_1806,4,4,2.24711E-05,1.01195E-05,2.2054E-05,7.25696E-06,2.03845E-05,1.56077E-05,0.000166276,0.00010364,0.000117205,1.55348E-05,1.2112E-05,1.59625E-05,1.29497E-05,2.48322E-05,1.83249E-05,0.000123146,3.44198E-05,4.63068E-05,1.82148E-05,1.44164E-05,0.000129041,1.45364E-05,1.87023E-05,6.79576E-05,0.26663422,0.791463045,0.002344503,7.084371257,0.158423425,1.28657961,0.063686473,4.674984315,Q7V9M4,Precorrin isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=cobH PE=4 SV=1
Q7VAW4,Pro_1339,17,16,0.000238463,0.000235647,0.000199897,0.000217051,0.000201783,0.000217802,0.000837084,0.000769014,0.000715525,0.000250466,0.000219078,0.000197246,0.000274836,0.000234948,0.000233791,0.000223579,0.000603554,0.000494935,0.000224669,0.000212212,0.000773874,0.000222263,0.000247858,0.000440689,0.203626549,0.944553266,6.19199E-05,3.444507567,0.140052038,1.115156884,0.063982272,1.982737287,Q7VAW4,Riboflavin biosynthesis protein RibD OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ribD PE=3 SV=1
Q7VDU7,Pro_0271,4,4,2.14867E-05,3.05772E-05,2.8924E-05,2.03199E-05,2.30485E-05,2.98329E-05,0.000104217,5.7351E-05,7.74202E-05,2.01703E-05,1.49466E-05,2.10782E-05,1.75366E-05,1.59754E-05,2.16894E-05,3.29238E-05,0.000132441,6.10423E-05,2.6996E-05,2.44004E-05,7.96627E-05,1.87317E-05,1.84005E-05,7.54689E-05,0.274784475,0.903854739,0.009553123,2.95091014,0.451666695,0.982318161,0.064258423,4.028939325,Q7VDU7,Phosphoglucosamine mutase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=glmM PE=3 SV=1
Q7VDD2,Pro_0447,2,2,5.30858E-06,1.66672E-05,1.86321E-05,1.08333E-05,1.78575E-05,1.78578E-05,2.67329E-05,1.6697E-05,4.97209E-05,6.26432E-06,8.33667E-06,6.3332E-06,9.04285E-06,8.41968E-06,4.4066E-06,3.12274E-05,0.000143418,4.71636E-05,1.35359E-05,1.55162E-05,3.10503E-05,6.97806E-06,7.28971E-06,7.39363E-05,0.349587529,1.146294937,0.087228313,2.29391308,0.427700703,1.044660528,0.064348612,10.59553524,Q7VDD2,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0447 PE=4 SV=1
Q7VBE6,Pro_1149,6,6,0.000170419,7.79091E-05,5.2299E-05,9.38237E-05,6.04759E-05,7.28685E-05,0.002227982,0.001603504,0.001763262,5.21566E-05,5.26972E-05,4.16953E-05,4.7883E-05,5.21026E-05,5.53837E-05,0.000788735,0.001218922,6.37044E-05,0.000100209,7.57227E-05,0.001864916,4.88497E-05,5.17898E-05,0.000690454,0.273026258,0.75564738,0.000379136,18.610257,0.26064696,1.060186685,0.064872804,14.13425714,Q7VBE6,SufE protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1149 PE=4 SV=1
Q7V9U8,Pro_1726,2,2,1.14862E-05,1.14285E-05,7.51321E-06,6.01672E-05,4.45665E-06,7.31193E-06,0.000397986,1.53611E-05,2.96789E-05,4.68924E-06,6.23832E-06,3.38298E-06,7.39797E-06,4.36262E-06,4.71431E-06,1.70805E-05,5.44682E-05,1.54322E-05,1.01426E-05,2.39786E-05,0.000147675,4.77018E-06,5.49163E-06,2.89936E-05,0.244293912,2.364141121,0.16688356,14.559877,0.29946555,1.151242927,0.065384576,6.078097191,Q7V9U8,"ATP-utilizing enzyme, PP-loop superfamily OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1726 PE=4 SV=1"
Q7VDY5,Pro_0230,7,7,0.001312128,0.001504304,0.001462983,0.001656599,0.000985889,0.001587951,0.001031062,0.002234321,0.003791455,0.00159797,0.001547462,0.00147337,0.001717532,0.001540292,0.001335698,0.001658776,0.005515108,0.003788817,0.001426472,0.001410146,0.002352279,0.001539601,0.001531174,0.003654234,0.472319031,0.988555401,0.156090778,1.649019381,0.472811747,0.994526584,0.065489076,2.373494242,Q7VDY5,50S ribosomal protein L11 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplK PE=3 SV=1
Q7VB69,Pro_1229,2,2,9.80706E-06,2.19299E-05,2.23051E-05,0.000266148,7.38921E-06,9.40755E-06,4.02E-05,8.15335E-06,0.000149699,1.83495E-05,2.49267E-06,9.3254E-06,3.53376E-06,6.26252E-06,1.92706E-05,1.97326E-06,0.000332215,0.000442003,1.8014E-05,9.43148E-05,6.60174E-05,1.00559E-05,9.68897E-06,0.00025873,0.21258412,5.235631716,0.163635151,3.664775152,0.479424636,0.963514077,0.066683062,25.72928278,Q7VB69,3-hydroxyisobutyrate dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=mmsB PE=4 SV=1
Q7VEG4,Pro_0049,16,16,0.000215483,0.000181596,0.000201295,0.0002039,0.000182319,0.000186059,0.000512765,0.00020054,0.000206692,0.00019239,0.00018699,0.000218476,0.000226588,0.000208586,0.000230104,0.00025693,0.000314781,0.000571153,0.000199458,0.00019076,0.000306666,0.000199285,0.00022176,0.000380955,0.252131314,0.956388774,0.179465302,1.537493508,0.064609419,1.112774993,0.06725493,1.911605865,Q7VEG4,Biosynthetic arginine decarboxylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=speA PE=3 SV=1
Q7VEK6,Pro_0006,2,2,4.04293E-06,1.1316E-06,4.2821E-07,3.47928E-06,3.05391E-06,8.70659E-07,1.01007E-06,2.03499E-07,4.84471E-07,9.95018E-07,1.86175E-06,8.03601E-07,1.40559E-06,1.82776E-06,4.2394E-07,9.28006E-10,7.01894E-07,7.07187E-07,1.86758E-06,2.46795E-06,5.66012E-07,1.22012E-06,1.2191E-06,4.70003E-07,0.341936495,1.321467428,0.15704263,0.303072148,0.499270366,0.999157847,0.067450229,0.385209479,Q7VEK6,Secreted TPR repeats protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0006 PE=4 SV=1
Q7VA84,Pro_1581,3,3,8.47149E-05,5.92702E-05,6.35645E-05,7.57967E-05,6.82626E-05,6.3781E-05,0.000147527,5.8768E-05,0.00014357,3.0488E-05,3.46799E-05,2.69428E-05,3.69554E-05,3.41319E-05,4.11052E-05,3.16311E-05,5.32767E-05,4.43806E-05,6.91832E-05,6.92801E-05,0.000116621,3.07035E-05,3.73975E-05,4.30961E-05,0.495779674,1.001400678,0.094477304,1.685690623,0.045362813,1.218019875,0.068308761,1.403621046,Q7VA84,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1581 PE=4 SV=1
Q7VC83,Pro_0859,11,11,0.000143591,0.000132154,0.000180581,0.000126531,0.000142464,0.000177635,0.000112267,5.55884E-05,0.000183259,9.62961E-05,0.000124089,9.5643E-05,9.26349E-05,0.000104727,0.00010632,9.89244E-05,0.000287697,0.000260507,0.000152109,0.000148877,0.000117038,0.000105343,0.000101227,0.000215709,0.442605998,0.978754138,0.21355992,0.769436271,0.355254851,0.960933968,0.068998019,2.047688218,Q7VC83,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=accD PE=3 SV=1
Q7VEB7,Pro_0096,10,9,7.61637E-05,4.91974E-05,4.35659E-05,3.87986E-05,7.34074E-05,4.96754E-05,0.000199013,0.000445166,0.000223514,6.73944E-05,4.91055E-05,4.23096E-05,4.93937E-05,4.60088E-05,3.91523E-05,0.000591484,0.000377045,5.50426E-05,5.6309E-05,5.39605E-05,0.000289231,5.29365E-05,4.48516E-05,0.000341191,0.438919702,0.958291943,0.020964911,5.136495249,0.186648229,0.847271956,0.069240007,6.445280512,Q7VEB7,"NADH dehydrogenase, FAD-containing subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ndh PE=4 SV=1"
Q7VEL0,Pro_0002,4,4,5.39062E-05,5.23402E-05,5.24331E-05,4.90897E-05,9.11739E-05,6.26261E-05,0.00025435,0.00015545,0.00015292,3.09004E-05,4.42075E-05,5.01002E-05,4.06114E-05,3.9566E-05,3.76968E-05,4.12233E-05,0.000136878,0.000106536,5.28932E-05,6.76299E-05,0.000187573,4.1736E-05,3.92914E-05,9.48791E-05,0.150432912,1.278613229,0.007851833,3.546265906,0.346106127,0.941426251,0.069309857,2.273315193,Q7VEL0,RNA metabolism-related protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0002 PE=4 SV=1
Q7VEJ6,Pro_0017,8,8,0.000109674,0.000112011,0.00012312,0.000134969,0.000172005,0.000138322,0.00018193,0.000305245,0.001225865,3.30782E-05,5.67746E-05,6.06591E-05,7.76574E-05,5.54039E-05,6.63575E-05,0.000107063,0.000841953,0.000387519,0.000114935,0.000148432,0.000571013,5.01706E-05,6.64729E-05,0.000445512,0.027821286,1.291446116,0.119193588,4.968144374,0.101996762,1.324936903,0.069404954,8.879926746,Q7VEJ6,Chaperone protein DnaJ OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=dnaJ PE=3 SV=1
Q7VBX4,Pro_0968,6,6,0.000755767,0.000638575,0.000461099,0.000598657,0.000360371,0.00057547,0.000566788,0.000151349,0.000188714,0.000612567,0.000553855,0.000545021,0.000700713,0.000615763,0.000545313,0.000197648,0.000254271,0.000583541,0.00061848,0.000511499,0.000302284,0.000570481,0.000620596,0.000345153,0.201360035,0.82702604,0.05792199,0.488752043,0.185055758,1.087847112,0.06943638,0.605020954,Q7VBX4,30S ribosomal protein S18 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsR PE=3 SV=1
Q7V9Y9,Pro_1684,5,5,0.000221406,0.000366297,0.000308812,0.000294151,0.000269379,0.000347811,0.00024581,0.000258711,0.000942051,0.000227053,0.000263173,0.000276344,0.000343639,0.000290454,0.000300591,0.000478537,0.000855046,0.002055423,0.000298838,0.00030378,0.000482191,0.000255523,0.000311561,0.001129669,0.461524456,1.016538287,0.238360109,1.613552085,0.031650067,1.219307624,0.069992396,4.421000945,Q7V9Y9,50S ribosomal protein L31 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpmE PE=3 SV=1
Q7VBK9,Pro_1083,11,11,0.000913555,0.001093894,0.001186894,0.001010768,0.00094144,0.000968841,0.00254511,0.00053997,0.001306008,0.00061298,0.000631225,0.000686847,0.000609212,0.000608953,0.000813308,0.000608815,0.001277385,0.001350826,0.001064781,0.000973683,0.001463696,0.000643684,0.000677158,0.001079008,0.166322475,0.914444345,0.267908094,1.374645195,0.332250982,1.052003559,0.070116975,1.676301781,Q7VBK9,Two-component response regulator OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ompR PE=4 SV=1
Q7VCX4,Pro_0616,6,6,0.001838085,0.000665492,0.000628507,0.001406807,0.00085578,0.000639328,0.000171239,0.000898387,0.000866357,0.000609231,0.001819517,0.001362037,0.001553274,0.001159586,0.000837796,0.000667944,0.000741501,0.000293214,0.001044028,0.000967305,0.000645327,0.001263595,0.001183552,0.000567553,0.437571436,0.926512515,0.218692625,0.618113084,0.427193231,0.936654812,0.070140635,0.449157371,Q7VCX4,AbrB family trancriptional regulator fused to LRR containing domain OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0616 PE=4 SV=1
Q7VEG3,Pro_0050,6,6,0.001749506,0.00143489,0.001485251,0.001439136,0.001497407,0.001193595,0.00132388,0.002099206,0.005919396,0.001768467,0.001366846,0.001851699,0.002057897,0.001306402,0.001788107,0.0016445,0.003827278,0.005026611,0.001556549,0.001376713,0.003114161,0.001662337,0.001717469,0.003499463,0.126608764,0.884464684,0.167697607,2.000682588,0.422943625,1.033164865,0.070218369,2.105145969,Q7VEG3,Nucleoside diphosphate kinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ndk PE=3 SV=2
Q7VCK3,Pro_0737,7,6,0.001790525,0.001889337,0.000977508,0.001861868,0.001065789,0.001789453,0.002445412,0.001380649,0.000888032,0.001212852,0.002123932,0.002337212,0.002220583,0.001571108,0.00094386,0.001236391,0.001329852,0.001200574,0.001552456,0.00157237,0.001571364,0.001891332,0.001578517,0.001255605,0.480602897,1.012827145,0.486941412,1.012179273,0.284474674,0.834605809,0.070413844,0.663873484,Q7VCK3,Porin homolog OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0737 PE=3 SV=1
Q7VAM4,Pro_1436,21,21,0.001989876,0.00294211,0.002838701,0.002445244,0.002374163,0.002867134,0.002958796,0.001279736,0.001760198,0.001738731,0.001927319,0.002280832,0.001840762,0.002077857,0.002579922,0.000881578,0.001344572,0.001893053,0.002590229,0.00256218,0.001999577,0.001982294,0.00216618,0.001373067,0.468982484,0.989171281,0.184268174,0.771969038,0.266376594,1.092764324,0.070529357,0.692665814,Q7VAM4,D-3-phosphoglycerate dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=serA PE=3 SV=1
Q7VAN9,Pro_1419,10,10,1.68602E-05,7.07217E-05,3.06958E-05,1.66897E-05,2.67436E-05,7.96782E-05,9.87739E-05,2.79239E-05,9.08132E-06,3.0937E-05,3.3327E-05,5.13814E-05,3.46749E-05,0.00011215,2.26548E-05,4.61636E-05,5.28605E-05,7.24263E-05,3.94259E-05,4.10372E-05,4.52597E-05,3.85484E-05,5.64934E-05,5.71501E-05,0.476182171,1.040869251,0.431519136,1.147969427,0.28334808,1.465516456,0.070904186,1.482553854,Q7VAN9,"Probable import-associated channel, similar to chloroplast protein IAP75 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1419 PE=4 SV=1"
Q7VC01,Pro_0941,5,5,1.92254E-05,2.75495E-05,2.23123E-05,2.15226E-05,3.34311E-05,2.85941E-05,2.20792E-05,9.65664E-06,0.000127001,1.46131E-05,1.37414E-05,9.62824E-06,1.03919E-05,2.06123E-05,1.42802E-05,2.02398E-05,0.000173356,8.71613E-05,2.30291E-05,2.78493E-05,5.29122E-05,1.26609E-05,1.50948E-05,9.35856E-05,0.158845068,1.209308892,0.233946023,2.297627373,0.253970156,1.192234554,0.071030583,7.391690202,Q7VC01,N-acetylmuramic acid 6-phosphate etherase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=murQ PE=3 SV=1
Q7VC08,Pro_0934,35,35,0.003144111,0.003946441,0.003730666,0.003211579,0.003623999,0.003464066,0.003355346,0.002152751,0.001962022,0.001868916,0.002055279,0.002548957,0.001855582,0.002187562,0.002662401,0.00216687,0.00335615,0.00359244,0.003607073,0.003433215,0.00249004,0.002157718,0.002235182,0.003038487,0.276007813,0.95180079,0.044091037,0.69032143,0.407433981,1.035900937,0.071936475,1.408194727,Q7VC08,Chaperone protein HtpG OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=htpG PE=4 SV=1
Q7VDY4,Pro_0231,10,10,0.001102315,0.001034139,0.001043985,0.001181527,0.001351047,0.001074761,0.000793589,0.004227402,0.003938501,0.001062777,0.001029704,0.000815674,0.000896661,0.001004518,0.00084707,0.004991168,0.003112097,0.001034995,0.001060146,0.001202445,0.002986497,0.000969385,0.000916083,0.003046087,0.08120064,1.134225579,0.077372093,2.817062092,0.293413652,0.945014635,0.071981877,3.142288243,Q7VDY4,Transcription termination/antitermination protein NusG OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=nusG PE=3 SV=1
Q7VEI0,Pro_0033,5,5,0.000913913,0.00227512,0.001965159,0.002253068,0.00065823,0.001884066,0.001625899,0.001731259,0.001030857,0.002687018,0.002439636,0.002102842,0.002389846,0.001971732,0.002218407,0.00246138,0.000927305,0.00070342,0.001718064,0.001598454,0.001462672,0.002409832,0.002193328,0.001364035,0.429778569,0.930381196,0.306424507,0.851348766,0.178654709,0.910158202,0.072282658,0.566029101,Q7VEI0,Predicted membrane protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0033 PE=4 SV=1
Q7VA47,Pro_1620,13,12,0.000272532,0.000332356,0.000328122,0.000288214,0.000324418,0.000347976,0.001516625,0.000361372,0.00047815,0.000294549,0.000312159,0.000360147,0.00027907,0.000329382,0.000282782,0.000962554,0.00030709,0.000748131,0.000311003,0.000320202,0.000785382,0.000322285,0.000297078,0.000672592,0.370448198,1.029579141,0.133256441,2.525319671,0.188774084,0.921787816,0.072590008,2.086948339,Q7VA47,Fumarate hydratase class II OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=fumC PE=3 SV=1
Q7VBB4,Pro_1183,3,3,9.68501E-05,9.14624E-05,0.000101567,0.000109217,0.000130737,0.00010814,5.0998E-05,0.000893963,0.000641037,0.000126718,0.000125891,8.3952E-05,0.000113267,0.00012681,0.000123582,0.000820303,0.000256824,0.000267483,9.66265E-05,0.000116031,0.000528666,0.000112187,0.00012122,0.000448203,0.035182582,1.200824045,0.079359528,5.471228997,0.286046527,1.080515082,0.073065453,3.995140975,Q7VBB4,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1183 PE=4 SV=1
Q7VDT1,Pro_0287,3,3,2.3929E-05,2.04561E-05,1.66623E-05,2.06015E-05,1.69164E-05,1.52464E-05,5.10402E-06,1.16053E-05,2.04072E-05,2.08056E-06,4.15114E-06,9.04075E-06,3.07065E-06,7.41512E-06,6.35667E-06,2.26816E-05,1.71981E-05,7.51051E-05,2.03492E-05,1.75881E-05,1.23722E-05,5.09082E-06,5.61415E-06,3.83282E-05,0.176348456,0.864316645,0.089631332,0.607994406,0.420429331,1.102798705,0.07400039,7.528897943,Q7VDT1,3-isopropylmalate dehydratase small subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=leuD PE=3 SV=1
Q7VCD5,Pro_0805,10,9,7.66548E-06,2.29676E-05,1.75223E-05,2.39745E-05,1.21557E-05,2.05773E-05,3.18367E-05,1.01319E-05,9.18194E-06,1.78918E-05,2.24053E-05,2.32931E-05,9.54497E-06,1.85597E-05,1.99521E-05,5.08911E-05,2.34454E-05,8.47813E-05,1.60518E-05,1.89025E-05,1.70502E-05,2.11967E-05,1.60189E-05,5.30393E-05,0.321387607,1.177595938,0.456827401,1.062197933,0.115323412,0.755726265,0.074220082,2.502237787,Q7VCD5,FAD/FMN-containing dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=glcD PE=4 SV=1
Q7VC14,Pro_0928,26,25,0.001689303,0.001967416,0.002167591,0.001576306,0.001480149,0.002444939,0.004676447,0.002400673,0.00222036,0.001558541,0.001700449,0.002162742,0.001559167,0.001653591,0.0023224,0.001608,0.001387689,0.001372829,0.001941437,0.001833798,0.00309916,0.001807244,0.001845053,0.001456173,0.382607679,0.944557261,0.111279169,1.596323054,0.453147405,1.020920838,0.075149522,0.805742284,Q7VC14,1-deoxy-D-xylulose-5-phosphate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=dxs PE=3 SV=1
Q7V9S8,Pro_1746,3,3,2.22236E-05,1.10526E-05,6.1512E-06,1.0734E-05,1.58478E-05,1.34933E-05,2.45291E-05,3.40776E-06,8.29163E-06,1.26546E-06,4.82686E-06,6.56846E-06,2.48857E-06,3.20232E-06,2.77299E-06,1.80432E-05,7.63964E-06,4.23029E-05,1.31425E-05,1.33584E-05,1.20762E-05,4.22026E-06,2.82129E-06,2.26619E-05,0.483748505,1.016428721,0.449958754,0.918866701,0.212210207,0.668511165,0.075244897,5.369795183,Q7V9S8,Bifunctional pantoate ligase/cytidylate kinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=panC/cmk PE=3 SV=1
Q7VBN6,Pro_1056,2,2,2.72858E-05,2.68222E-05,1.87467E-05,2.75231E-05,3.29461E-05,2.04291E-05,1.8583E-05,2.21414E-05,4.42435E-05,1.17599E-05,1.34725E-05,2.06371E-05,2.75956E-05,1.75369E-05,9.39456E-06,4.73583E-05,0.000148267,3.83906E-05,2.42849E-05,2.69661E-05,2.83226E-05,1.52898E-05,1.81757E-05,7.80052E-05,0.294181723,1.110405298,0.329619796,1.16626532,0.325839663,1.188743003,0.075271624,5.10176314,Q7VBN6,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1056 PE=4 SV=1
Q7VA67,Pro_1600,13,13,0.000305539,0.000399003,0.000398706,0.000298214,0.000205366,0.000404374,0.000502901,0.000410759,0.000314738,0.000339167,0.000316405,0.000406085,0.000293022,0.000324963,0.000425299,0.000342723,0.00077227,0.000636504,0.00036775,0.000302651,0.000409466,0.000353886,0.000347762,0.000583832,0.187833397,0.822981791,0.270805361,1.113436315,0.452403986,0.982694929,0.075331923,1.649777578,Q7VA67,Alanine dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ald PE=3 SV=1
Q7VBG9,Pro_1125,14,14,0.000315475,0.000496763,0.000472198,0.000360658,0.000343062,0.000425821,0.000586658,0.00033215,0.000339419,0.000426908,0.000391873,0.000394155,0.000358223,0.000413199,0.000469264,0.000433109,0.000529969,0.000747572,0.000428145,0.000376514,0.000419409,0.000404312,0.000413562,0.000570216,0.226272721,0.879406274,0.467645141,0.979594477,0.399508243,1.022877622,0.075614003,1.410337321,Q7VBG9,Glucose-6-P dehydrogenase subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1125 PE=4 SV=1
Q7VD98,Pro_0485,8,8,0.000173896,0.000159531,0.000150928,0.000115395,0.000152351,0.000169253,0.000422882,0.000257589,0.000206267,6.64501E-05,5.76548E-05,7.01696E-05,7.98996E-05,9.05699E-05,5.85558E-05,0.000284784,0.000847099,0.00017102,0.000161452,0.000145667,0.000295579,6.47582E-05,7.63418E-05,0.000434301,0.206036898,0.902229551,0.055367073,1.830758672,0.158024859,1.178874543,0.075904613,6.706504706,Q7VD98,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0485 PE=4 SV=1
Q7VE01,Pro_0214,8,8,3.46634E-05,3.36269E-05,3.77981E-05,2.12539E-05,3.71719E-05,3.27673E-05,0.000427249,4.49186E-05,9.76726E-05,3.36807E-05,2.37367E-05,2.72662E-05,2.17445E-05,2.98529E-05,3.46417E-05,3.21718E-05,8.52856E-05,0.000153632,3.53628E-05,3.03977E-05,0.000189947,2.82279E-05,2.87464E-05,9.0363E-05,0.184478818,0.859595255,0.132947482,5.37137267,0.459233043,1.018369599,0.076476691,3.201199405,Q7VE01,tRNA modification GTPase MnmE OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=mnmE PE=3 SV=1
Q7VCL0,Pro_0730,3,3,4.98681E-05,5.91718E-05,2.82224E-05,6.01515E-05,7.74095E-05,1.84455E-05,7.31707E-05,1.82474E-05,1.72809E-05,1.0697E-05,2.82752E-05,1.53839E-05,4.03096E-05,4.0683E-05,1.2606E-05,1.11474E-05,0.000106216,0.000105999,4.57541E-05,5.20021E-05,3.6233E-05,1.81187E-05,3.11995E-05,7.44542E-05,0.383823147,1.136556412,0.334139117,0.791907229,0.143922495,1.721948163,0.076991858,4.109234201,Q7VCL0,Phosphoribulokinase/uridine kinase family enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0730 PE=4 SV=1
Q7VEI7,Pro_0026,10,10,0.000603994,0.000740796,0.000644264,0.00068081,0.000670221,0.000637514,0.000404928,0.000908049,0.001046275,0.000649249,0.000869629,0.000825524,0.000828366,0.000815949,0.000744539,0.001190302,0.001599362,0.000805091,0.000663018,0.000662849,0.000786417,0.000781467,0.000796285,0.001198252,0.498508845,0.999744329,0.284439478,1.186117122,0.423721299,1.01896115,0.078064847,1.533335424,Q7VEI7,Elongation factor P OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=efp PE=3 SV=1
