Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description
A5GI39,SynWH7803_0178,3,3,0.000565193,0.00031069,0.00112827,0.000328037,0.000258374,0.000816664,0.000510937,0.000617173,0.001144384,0.000288192,0.000310226,0.000846483,0.00066161,0.000237078,0.001119616,0.001090135,0.000392569,0.001515561,0.000668051,0.000467692,0.000757498,0.000481634,0.000672768,0.000999422,0.060793261,0.700083868,0.251453223,1.133892419,0.14660747,1.39684556,0.071975397,2.075065119,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0178 PE=4 SV=1
A5GJ98,SynWH7803_0587,3,3,2.12561E-05,2.66675E-05,3.49858E-05,3.01492E-05,1.50924E-05,2.71053E-05,2.22461E-05,2.43847E-05,4.68269E-05,3.52436E-05,1.86831E-05,1.99978E-05,2.11264E-05,3.72104E-05,4.52085E-05,5.18307E-05,3.72156E-05,3.15225E-05,2.76364E-05,2.41156E-05,3.11526E-05,2.46415E-05,3.45151E-05,4.01896E-05,0.316190053,0.872603265,0.248336636,1.127228157,0.250881111,1.400687738,0.008785633,1.630972478,MetC/metB Cystathionine beta-lyase/cystathioninegamma-synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0587 PE=3 SV=1
A5GLI2,SynWH7803_1371,3,3,0.000198902,0.000106371,0.000107786,0.000171626,8.71676E-05,8.82074E-05,0.000245843,0.000139005,7.76519E-05,0.000413797,8.53792E-05,0.000109835,0.000374087,0.000146119,0.000103212,0.000327511,0.000162038,9.23744E-05,0.000137686,0.000115667,0.000154166,0.000203004,0.000207806,0.000193974,0.006987479,0.840076841,0.27915242,1.119695809,0.442921803,1.023658335,0.433014557,0.955522394,Pyridoxine 5'-phosphate synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pdxJ PE=3 SV=1
A5GI44,SynWH7803_0183,3,3,0.000240973,0.000154191,0.000179431,0.000238168,0.000142014,0.000169935,0.000203791,0.000212263,0.000219835,0.000149782,0.00016933,0.000190698,0.000179343,0.00022743,0.00026788,0.000316916,0.000217532,0.000405557,0.000191532,0.000183372,0.000211963,0.000169937,0.000224885,0.000313335,0.049759602,0.957398291,0.278606042,1.106673864,0.028978259,1.323342078,0.050772484,1.8438327,Possible serine/threonine protein kinase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0183 PE=4 SV=1
A5GIS8,SynWH7803_0417,3,2,2.15725E-05,7.87269E-06,3.64679E-05,2.49845E-05,1.0496E-05,2.90476E-05,2.52605E-05,9.23726E-06,3.74605E-05,8.67427E-06,8.55322E-06,6.00387E-06,4.64958E-05,7.67923E-06,3.5671E-05,1.93666E-05,1.48037E-05,4.96085E-05,2.1971E-05,2.15093E-05,2.39861E-05,7.74379E-06,2.99487E-05,2.79263E-05,0.453390807,0.978987067,0.069722127,1.091714642,0.10001433,3.867448631,0.114410701,3.606279327,50S ribosomal protein L15 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplO PE=3 SV=1
A5GN75,SynWH7803_1964,3,3,0.000114884,8.86693E-06,6.99111E-05,9.24466E-05,1.96846E-05,7.70491E-05,9.03642E-05,4.59288E-05,7.35176E-05,9.43783E-05,8.07466E-05,4.57344E-05,0.000115786,4.90663E-05,2.70422E-05,3.54314E-05,2.94082E-05,0.000120849,6.45541E-05,6.30601E-05,6.99368E-05,7.36198E-05,6.39648E-05,6.18963E-05,0.450067766,0.976856701,0.395444971,1.083383311,0.303536128,0.868853823,0.406347477,0.84075637,Circadian clock protein kinase KaiC OS=Synechococcus sp. (strain WH7803) OX=32051 GN=kaiC PE=3 SV=1
A5GLB1,SynWH7803_1300,3,3,0.000390514,0.000762625,5.7839E-05,0.000492295,0.000736255,0.000440854,0.000466578,0.000439234,0.000378273,0.000543092,0.000844319,0.000530512,0.000357446,3.82937E-05,0.000673372,0.000520513,0.000510161,0.000279237,0.000403659,0.000556468,0.000428028,0.000639308,0.000356371,0.000436637,0.16681415,1.378558003,0.454277518,1.060369874,0.20807957,0.557432176,0.080803908,0.682984196,"D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cbbF PE=3 SV=1"
A5GN01,SynWH7803_1890,3,3,0.003218428,0.002858422,0.004768687,0.002898169,0.002654211,0.003157132,0.00303916,0.003980836,0.003998112,0.002982387,0.002746977,0.006262593,0.003615503,0.005877298,0.0070372,0.004259367,0.004063626,0.005021869,0.003615179,0.002903171,0.003672703,0.003997319,0.00551,0.004448287,0.127581496,0.803050333,0.463722549,1.015911706,0.101369076,1.378424031,0.323632954,1.112817723,Thioredoxin OS=Synechococcus sp. (strain WH7803) OX=32051 GN=trxA PE=3 SV=1
A5GIA3,SynWH7803_0242,3,3,0.000131926,1.18798E-05,3.513E-05,9.49746E-05,2.24524E-05,3.0001E-05,0.0001187,2.93468E-05,3.3026E-05,4.93757E-05,1.05596E-05,2.76171E-05,0.000103941,2.5809E-05,4.03252E-05,0.000157513,3.60515E-05,8.0936E-05,5.96452E-05,4.91427E-05,6.03576E-05,2.91841E-05,5.66919E-05,9.15002E-05,0.265427745,0.8239168,0.471967337,1.011944763,0.089723601,1.942559323,0.062072105,3.135273524,UDP-glucose 4-epimerase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=galE PE=4 SV=1
A5GNL5,SynWH7803_2104,3,3,0.00043353,0.000287971,0.000810793,0.000456572,0.00036838,0.000726198,0.000599904,0.000411013,0.00049935,0.000664852,0.000171083,0.000517612,0.000565287,0.000651857,0.00029177,0.00048699,0.00023292,0.000608006,0.000510765,0.00051705,0.000503423,0.000451182,0.000502971,0.000442639,0.454243533,1.012306169,0.482994914,0.985625056,0.417009122,1.114784932,0.464577344,0.981063926,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2104 PE=4 SV=1
A5GLH4,SynWH7803_1363,3,3,2.35626E-05,5.36856E-05,2.93235E-05,2.56612E-05,5.27847E-05,3.68746E-05,4.49147E-05,2.79968E-05,3.02947E-05,2.55251E-05,5.55092E-05,3.37092E-05,2.72675E-05,3.84042E-05,6.11547E-05,3.71024E-05,2.44233E-05,3.10645E-05,3.55239E-05,3.84401E-05,3.44021E-05,3.82478E-05,4.22754E-05,3.08634E-05,0.179860809,1.082091804,0.470927158,0.968419612,0.392299545,1.105303289,0.307823035,0.806932491,Pyruvate dehydrogenase E1 component beta subunit OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pdhB PE=4 SV=1
A5GJ16,SynWH7803_0505,3,3,0.000146063,0.000128324,0.000116622,0.000160525,0.000120733,0.000108315,0.000165558,0.000119974,9.02405E-05,0.000178172,9.25075E-05,5.85861E-05,0.000179827,0.000117646,0.000242293,0.000212849,9.50424E-05,0.000107382,0.000130337,0.000129858,0.000125258,0.000109755,0.000179922,0.000138424,0.477364103,0.996325201,0.370055227,0.961031917,0.172288616,1.63930491,0.085616572,1.261209539,Phycobilisome rod-core linker polypeptide cpcG (L-RC 28.5) OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cpcG2 PE=3 SV=1
A5GIZ5,SynWH7803_0484,3,3,0.000226247,0.000642049,0.00061175,0.000284257,0.000741669,0.000497527,0.000288119,0.000599137,0.000533134,0.000208996,0.000230675,0.000236303,0.00029701,0.000463672,0.000348186,0.000313562,0.000630956,0.000489421,0.000493349,0.000507817,0.000473463,0.000225325,0.000369623,0.00047798,0.422788183,1.029327602,0.341802173,0.959693265,0.042320179,1.640400431,0.048856691,2.121293345,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0484 PE=4 SV=1
A5GN77,SynWH7803_1966,3,3,0.000105059,5.30862E-05,5.4919E-05,0.000104357,4.70955E-05,5.84358E-05,0.000108285,2.77041E-05,6.19002E-05,0.000129201,5.71859E-05,4.34246E-05,9.59553E-05,4.63519E-05,5.24237E-05,0.000104291,3.71153E-05,4.04194E-05,7.10213E-05,6.99628E-05,6.5963E-05,7.66037E-05,6.49103E-05,6.06087E-05,0.368711418,0.985096518,0.334827722,0.928777584,0.219523084,0.847351933,0.06887277,0.791198447,Circadian clock protein KaiA OS=Synechococcus sp. (strain WH7803) OX=32051 GN=kaiA PE=4 SV=1
A5GPS0,SynWH7803_2509,3,3,8.59302E-05,5.3886E-05,7.37221E-05,5.47054E-05,6.80646E-05,7.02946E-05,1.59719E-05,0.00010856,6.92367E-05,6.08609E-05,5.9457E-05,5.85474E-05,7.05515E-05,8.09959E-05,7.42544E-05,8.40549E-05,7.33883E-05,5.84978E-05,7.11794E-05,6.43549E-05,6.45896E-05,5.96217E-05,7.52673E-05,7.19803E-05,0.328509483,0.90412151,0.435806192,0.907419529,0.022310453,1.262412946,0.104424217,1.207282711,Formyltetrahydrofolate deformylase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=purU PE=3 SV=1
A5GN79,SynWH7803_1968,3,3,8.9107E-05,3.20815E-05,0.000183547,0.000128696,3.99066E-05,0.000123608,0.000138862,2.99577E-05,8.82685E-05,8.83681E-05,2.53311E-05,9.2782E-05,7.33512E-05,9.3409E-06,7.57696E-05,0.000103706,3.88077E-05,8.7803E-05,0.000101579,9.74033E-05,8.56962E-05,6.88271E-05,5.28206E-05,7.67724E-05,0.449958836,0.958896329,0.372060662,0.843643804,0.000646443,0.767438836,0.172590475,1.115438794,50S ribosomal protein L27 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rpmA PE=3 SV=1
A5GIC2,SynWH7803_0261,3,3,0.000249271,4.62642E-05,7.24558E-05,0.000207237,2.72622E-05,0.000129704,0.000198488,5.20118E-05,4.23398E-05,0.000139289,2.7418E-05,0.000188483,0.000143632,3.61843E-05,0.000170188,0.000176284,0.000135137,8.7409E-05,0.000122664,0.000121401,9.76133E-05,0.000118397,0.000116668,0.000132943,0.485127579,0.989706863,0.1342856,0.795779504,0.427855868,0.985402946,0.417269338,1.122864971,NUDIX hydrolase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0261 PE=4 SV=1
A5GN67,SynWH7803_1956,3,3,0.00011976,7.55127E-05,0.000190777,0.000162679,8.91867E-05,0.000194291,0.000116429,4.67185E-05,0.000142748,2.0056E-05,8.11484E-05,0.000119861,0.000129761,2.57729E-06,5.20956E-05,0.000102702,3.15284E-05,9.97515E-05,0.000128683,0.000148719,0.000101965,7.36885E-05,6.14778E-05,7.7994E-05,0.115960653,1.155696743,0.087532112,0.792372077,0.429968288,0.834293972,0.462134743,1.058428884,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=lpxA PE=3 SV=1
A5GKA7,SynWH7803_0946,3,3,7.27942E-05,0.000117664,0.000139182,0.000121086,8.7068E-05,0.000132571,6.76285E-05,0.000102969,6.26703E-05,0.000102229,0.000141199,0.000154584,0.000121009,0.000165052,0.000145335,6.12407E-05,7.17393E-05,6.56221E-05,0.00010988,0.000113575,7.77559E-05,0.000132671,0.000143799,6.62007E-05,0.44440108,1.033624403,0.143699269,0.707642341,0.196340667,1.083874986,0.020608398,0.498984649,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0946 PE=4 SV=1
A5GHT3,SynWH7803_0072,3,3,6.32577E-05,2.80031E-05,0.000126887,8.53053E-05,2.70618E-05,0.00011487,5.55186E-05,2.20013E-05,7.44478E-05,7.54756E-05,4.63471E-05,0.000225638,5.39932E-05,6.28218E-05,0.000151787,5.91295E-05,2.79063E-05,9.15735E-05,7.27161E-05,7.57458E-05,5.06559E-05,0.00011582,8.95339E-05,5.95364E-05,0.395578631,1.041665534,0.141874493,0.696626029,0.210583318,0.773042121,0.142410316,0.514042105,Aspartate-semialdehyde dehydrogenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=asd PE=3 SV=1
A5GML1,SynWH7803_1750,3,3,3.62129E-05,3.65547E-05,3.14631E-05,2.69778E-05,1.65E-05,2.39196E-05,2.56701E-05,1.43685E-05,2.61844E-05,2.39357E-05,2.38314E-05,5.53511E-05,1.50601E-05,1.93091E-05,5.44111E-05,3.40721E-05,1.37262E-05,1.2982E-05,3.47436E-05,2.24658E-05,2.20743E-05,3.43728E-05,2.95934E-05,2.02601E-05,0.044279774,0.646616857,0.063300114,0.635349998,0.086330134,0.860955841,0.226709784,0.589423029,FAD/FMN-containing dehydrogenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1750 PE=4 SV=1
A5GJZ0,SynWH7803_0829,3,3,0.000133901,4.99319E-05,0.00020967,8.05102E-05,0.000149327,0.000184049,6.69031E-05,9.75805E-05,7.09254E-05,0.000130812,0.000163944,7.99876E-05,0.00010516,6.83847E-05,6.144E-05,8.56412E-05,7.17338E-05,9.82207E-05,0.000131167,0.000137962,7.84697E-05,0.000124914,7.83282E-05,8.51986E-05,0.44913931,1.051803228,0.217017113,0.598240856,0.099220073,0.627055539,0.170186179,0.682056131,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0829 PE=4 SV=1
A5GN78,SynWH7803_1967,3,3,0.000467261,0.000214671,0.000217636,0.000358544,0.000266869,0.000237415,0.000252327,9.04876E-05,0.000124262,0.000333507,0.000246766,0.000172939,0.000542238,0.000148397,0.000290839,0.000176461,0.000114326,0.000326187,0.000299856,0.000287609,0.000155692,0.00025107,0.000327158,0.000205658,0.41321527,0.959158388,0.029244347,0.519223888,0.245705792,1.30305294,0.346552344,0.819124458,50S ribosomal protein L21 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplU PE=3 SV=1
A5GM50,SynWH7803_1589,2,2,7.62794E-05,2.68244E-05,7.3631E-06,0.000224618,3.05154E-05,1.09577E-05,0.000246576,0.001297364,0.000589887,0.000203135,2.65548E-05,7.28246E-05,4.73148E-05,5.02887E-05,8.35108E-05,0.000182955,0.002945038,0.000818352,3.68223E-05,8.8697E-05,0.000711276,0.000100838,6.03714E-05,0.001315448,0.197329256,2.408786584,0.085175489,19.31644412,0.278165873,0.598696447,0.150800367,13.0451461,DNA gyrase subunit A OS=Synechococcus sp. (strain WH7803) OX=32051 GN=gyrA PE=3 SV=1
A5GIN6,SynWH7803_0375,2,2,2.23811E-06,1.03547E-07,1.19402E-07,2.943E-06,4.90648E-07,9.79089E-08,2.30923E-05,2.05491E-05,3.27636E-07,3.06941E-06,4.48758E-06,9.82036E-07,2.77957E-06,2.4837E-06,2.06314E-07,3.41913E-06,7.99978E-07,6.32198E-06,8.20354E-07,1.17718E-06,1.46563E-05,2.84634E-06,1.8232E-06,3.51369E-06,0.11586546,1.4349715,0.089723828,17.86588214,0.091340979,0.640539337,0.411070891,1.23445835,Prephenate dehydratase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pheA PE=4 SV=1
A5GMJ4,SynWH7803_1733,2,2,6.67738E-05,9.42523E-05,3.31296E-05,0.000108374,0.000159268,0.000122255,0.000212653,0.000149189,0.000953545,0.000160483,0.000142411,0.000107085,6.51941E-05,4.81647E-05,0.000130018,5.80978E-05,0.000104297,0.000657151,6.47186E-05,0.000129966,0.000438462,0.000136659,8.11254E-05,0.000273182,0.020741194,2.008166617,0.153278993,6.774907599,0.146293936,0.593631987,0.289176709,1.998996299,DnaJ domain containing protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1733 PE=4 SV=1
A5GN71,SynWH7803_1960,2,2,2.90423E-06,8.80605E-07,4.58716E-07,3.9263E-06,1.73376E-06,6.48249E-07,1.44493E-05,9.53964E-06,1.8035E-06,1.1766E-06,1.68977E-05,2.66212E-07,3.53249E-06,7.45242E-08,2.61179E-06,1.59518E-05,1.55317E-06,4.96017E-06,1.41452E-06,2.10277E-06,8.5975E-06,6.11352E-06,2.07294E-06,7.48838E-06,0.056770624,1.486562249,0.070813653,6.078045383,0.295944858,0.33907389,0.4454144,1.224887972,Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=purC PE=3 SV=1
A5GMU7,SynWH7803_1836,2,2,5.07707E-06,2.22003E-06,9.73731E-07,1.15654E-05,8.21586E-06,1.50035E-06,3.12029E-05,1.3198E-05,5.83547E-06,4.65602E-07,8.38443E-07,2.50018E-06,2.99824E-06,3.36455E-07,1.88872E-06,3.15904E-06,1.92922E-05,7.70484E-06,2.75694E-06,7.09388E-06,1.67455E-05,1.26807E-06,1.74114E-06,1.0052E-05,0.075614466,2.57309368,0.078666942,6.073924461,0.345595476,1.373056314,0.107109053,7.927001171,Glutamate--tRNA ligase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=gltX PE=3 SV=1
A5GHM1,SynWH7803_0010,2,2,3.74478E-05,9.71238E-06,2.27866E-05,4.56998E-05,1.50142E-05,2.25205E-05,8.99266E-05,8.66731E-05,0.00019296,4.02156E-05,2.23681E-05,1.24697E-05,4.17536E-05,1.30617E-05,6.03538E-05,0.000117965,2.31731E-05,0.000194011,2.33156E-05,2.77448E-05,0.000123187,2.50178E-05,3.83897E-05,0.000111717,0.109068725,1.189969085,0.054171102,5.283450701,0.262717265,1.534496895,0.119815667,4.465487898,Transcription antitermination protein NusB OS=Synechococcus sp. (strain WH7803) OX=32051 GN=nusB PE=3 SV=1
A5GN81,SynWH7803_1970,2,2,8.85831E-05,4.03665E-05,1.72197E-05,8.03168E-05,2.54029E-05,1.63491E-05,0.000259141,0.00018042,0.000309445,3.49606E-05,1.76889E-05,3.93683E-05,4.1082E-05,2.77359E-05,7.59532E-05,0.00011682,9.18496E-05,0.00044523,4.87231E-05,4.06896E-05,0.000249668,3.06726E-05,4.8257E-05,0.000217966,0.093554758,0.835118624,0.024781053,5.124231871,0.103732863,1.573295052,0.114379503,7.106229116,Putative methyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1970 PE=4 SV=1
A5GIL9,SynWH7803_0358,2,2,4.02354E-06,4.87821E-07,1.57833E-06,2.14435E-05,5.70053E-07,8.32513E-07,2.2803E-05,2.17957E-06,1.67137E-06,2.90453E-06,2.4677E-06,1.51172E-05,3.02846E-05,3.32401E-06,5.88651E-06,3.48278E-07,3.7731E-06,1.30808E-05,2.0299E-06,7.61537E-06,8.88465E-06,6.82982E-06,1.31651E-05,5.73406E-06,0.222578606,3.751604657,0.185168013,4.376897194,0.31020231,1.927582652,0.230356076,0.839561249,Chorismate synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=aroC PE=3 SV=1
A5GKR6,SynWH7803_1105,2,2,2.85522E-05,8.67588E-06,8.86358E-06,3.69828E-05,7.90523E-06,6.52761E-06,4.57607E-05,6.16061E-05,8.95488E-05,2.54972E-05,4.30761E-06,2.30244E-06,3.04189E-05,1.04988E-05,2.47217E-06,2.85763E-05,0.000112636,5.6448E-05,1.53639E-05,1.71385E-05,6.56385E-05,1.07024E-05,1.44633E-05,6.58868E-05,0.32499711,1.115507898,0.055812102,4.27226157,0.088289445,1.351408298,0.105507354,6.156260376,Flavin prenyltransferase UbiX OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ubiX PE=3 SV=1
A5GJ65,SynWH7803_0554,2,2,6.85984E-05,4.18247E-06,1.88386E-05,0.000103628,1.60403E-05,2.65643E-05,0.000286575,6.84907E-05,3.56228E-05,8.65326E-05,8.96288E-06,1.62763E-05,0.000162642,5.16468E-05,2.92014E-05,0.000311718,6.66684E-05,2.49097E-05,3.05398E-05,4.87441E-05,0.000130229,3.72573E-05,8.11634E-05,0.000134432,0.082708599,1.596084197,0.121149985,4.264247671,0.068956524,2.178459321,0.138229155,3.60821196,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0554 PE=4 SV=1
A5GMS7,SynWH7803_1816,2,2,1.03923E-05,4.5764E-06,2.42889E-06,2.55652E-05,2.35596E-06,5.89144E-06,3.60575E-05,6.86798E-06,2.76165E-05,3.17468E-05,4.14473E-06,1.64372E-05,2.90192E-05,2.6754E-06,8.28717E-06,5.76697E-05,9.84648E-06,3.10263E-05,5.79921E-06,1.12709E-05,2.3514E-05,1.74429E-05,1.33272E-05,3.28475E-05,0.198573025,1.943516137,0.074237238,4.054691235,0.091210195,0.764049917,0.05953313,1.883142702,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1816 PE=4 SV=1
A5GNN3,SynWH7803_2122,2,2,0.000170298,6.34209E-05,6.79402E-05,0.000155106,2.63626E-05,6.08385E-05,0.000475341,0.000256598,0.000469641,0.00020871,5.0263E-05,0.000105121,0.000128296,5.69719E-05,0.000191453,0.00041444,0.000123719,0.000730814,0.000100553,8.0769E-05,0.000400527,0.000121365,0.000125574,0.000422991,0.078784916,0.803249137,0.019026154,3.983243171,0.469154011,1.034680948,0.105849338,3.48529014,Uncharacterized conserved membrane protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2122 PE=4 SV=1
A5GM41,SynWH7803_1580,2,2,3.32321E-05,7.83818E-06,1.90482E-05,4.33582E-05,7.70118E-05,2.09801E-05,3.7183E-05,0.000118896,8.08675E-05,5.19091E-06,1.89219E-05,5.62037E-05,3.85547E-05,1.45229E-05,3.13426E-05,1.04122E-05,4.42575E-05,8.7131E-05,2.00395E-05,4.71167E-05,7.89821E-05,2.67722E-05,2.81401E-05,4.72669E-05,0.164707568,2.351190167,0.098587406,3.941317424,0.471686051,1.051094699,0.059790781,1.76552377,Ferredoxin OS=Synechococcus sp. (strain WH7803) OX=32051 GN=petF PE=4 SV=1
A5GNK4,SynWH7803_2093,2,2,0.000465154,0.000395247,0.000370845,0.000522406,0.000780926,0.000334972,0.001372479,0.001862171,0.001562076,0.000303832,0.000684997,0.000488144,0.000281474,0.000583507,0.000461663,0.000956232,0.000796702,0.000978818,0.000410415,0.000546101,0.001598908,0.000492324,0.000442214,0.000910584,0.199892979,1.330606696,0.008989664,3.895832321,0.095351383,0.898217918,0.060372303,1.849562401,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2093 PE=4 SV=1
A5GKN5,SynWH7803_1074,2,2,1.46999E-05,1.08294E-05,5.33599E-06,2.33927E-05,8.39422E-06,4.13622E-06,1.58783E-05,1.53824E-05,8.07352E-05,1.93718E-05,3.513E-06,2.60374E-06,6.42707E-06,6.07864E-06,4.91983E-06,1.39872E-05,1.81837E-05,8.27205E-05,1.02884E-05,1.19744E-05,3.7332E-05,8.49618E-06,5.80851E-06,3.82971E-05,0.339671073,1.163870008,0.189983678,3.628548603,0.326276523,0.68366139,0.183824225,4.507569179,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1074 PE=4 SV=1
A5GK27,SynWH7803_0866,2,2,1.0249E-05,3.73626E-06,3.47241E-05,1.70402E-05,1.43505E-05,2.61449E-05,4.18392E-05,4.88681E-05,7.69472E-05,2.92484E-06,7.9749E-06,3.23208E-06,8.48877E-06,7.91464E-06,7.22686E-06,2.95289E-05,3.33311E-05,4.99635E-05,1.62365E-05,1.91786E-05,5.58848E-05,4.71061E-06,7.87676E-06,3.76078E-05,0.332858807,1.181203193,0.005302051,3.441933315,0.099698798,1.672132127,0.020792563,7.983645054,Gamma-glutamyltranspeptidase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ggt PE=4 SV=1
A5GPM9,SynWH7803_2468,2,2,0.000251283,0.000228227,0.000312412,9.24163E-05,0.000213196,0.00024551,0.000193764,0.000759152,0.001673421,8.28668E-05,0.000114648,0.000762548,0.000148108,0.000192539,0.001472764,0.000319209,0.000873615,0.002801344,0.000263974,0.000183707,0.000875446,0.000320021,0.00060447,0.00133139,0.098268134,0.695929926,0.137798454,3.31640843,0.156642759,1.888847197,0.09974493,4.160322047,Ecotin OS=Synechococcus sp. (strain WH7803) OX=32051 GN=eco PE=4 SV=1
A5GIG4,SynWH7803_0303,2,2,4.43911E-05,1.37464E-05,8.45521E-06,4.04352E-05,1.62183E-05,5.50805E-06,7.47209E-05,1.41642E-05,0.00011509,1.48675E-05,4.6379E-06,5.19738E-06,4.5777E-05,1.8872E-06,6.84933E-06,8.74172E-05,3.33509E-05,2.09443E-05,2.21976E-05,2.07205E-05,6.79917E-05,8.23427E-06,1.81712E-05,4.72375E-05,0.268174271,0.933459361,0.142277699,3.063025443,0.223074603,2.206773218,0.075646013,5.736689298,Serine hydroxymethyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=glyA PE=3 SV=1
A5GJP4,SynWH7803_0733,2,2,0.000686043,0.000390129,0.000762695,0.000782664,0.000802866,0.000591261,0.002122604,0.001775217,0.001415071,0.000545933,0.00071528,0.000311093,0.000575761,0.000766207,0.000192628,0.001583913,0.000772857,0.001072627,0.000612956,0.000725597,0.001770964,0.000524102,0.000511532,0.001143132,0.28665935,1.183766685,0.022324683,2.88921887,0.417748606,0.976015617,0.083990452,2.181124595,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0733 PE=4 SV=1
