 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_A1680,,26.98,2.55,14.13,0.09,0.52,5.53,Uma2 family endonuclease toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems - one component,Cytoplasm,,SYNPCC7002_A1680,locus_tag: Locus tag
SYNPCC7002_A1685,,486.11,165.95,337.48,0.34,0.69,2.03,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A1685,locus_tag: Locus tag
SYNPCC7002_A1755,,25.36,2.55,14.13,0.1,0.56,5.53,Uma2 family endonuclease toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems - one component,Cytoplasm,,SYNPCC7002_A1755,locus_tag: Locus tag
SYNPCC7002_A1775,,21.04,0.12,12.56,0.01,0.6,102.09,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A1775,locus_tag: Locus tag
SYNPCC7002_A1817,,74.99,28.08,53.37,0.37,0.71,1.9,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A1817,locus_tag: Locus tag
SYNPCC7002_A1818,,247.1,104.68,128.71,0.42,0.52,1.23,toxin-antitoxin system Rhh family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A1818,locus_tag: Locus tag
SYNPCC7002_A1855,,10.79,0.12,9.42,0.01,0.87,76.57,Uma2 family endonuclease toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems - one component,Cytoplasm,,SYNPCC7002_A1855,locus_tag: Locus tag
SYNPCC7002_A1998,,25.9,12.77,9.42,0.49,0.36,0.74,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A1998,locus_tag: Locus tag
SYNPCC7002_A2158,,41.54,17.87,21.98,0.43,0.53,1.23,Uma2 family endonuclease toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems - one component,Cytoplasm,,SYNPCC7002_A2158,locus_tag: Locus tag
SYNPCC7002_A2312,,19.42,7.66,7.85,0.39,0.4,1.02,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A2312,locus_tag: Locus tag
SYNPCC7002_A2413,,23.74,2.55,17.27,0.11,0.73,6.76,glutathione transferase ECM4-like family,Cellular processes,Detoxification,Oxidative stress,Cytoplasm,,SYNPCC7002_A2413,locus_tag: Locus tag
SYNPCC7002_A2486,,17.8,0.12,18.84,0.01,1.05,153.14,toxin-antitoxin system RHH family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A2486,locus_tag: Locus tag
SYNPCC7002_A2513,,9.17,22.98,14.13,2.5,1.54,0.61,5-oxoprolinase (ATP-hydrolysing),Cellular processes,Detoxification,Oxidative stress,Cytoplasm,,SYNPCC7002_A2513,locus_tag: Locus tag
SYNPCC7002_A2599,,18.88,40.85,21.98,2.17,1.16,0.54,chemotaxis signal transduction system methyl-accepting receptor,Cellular processes,Chemotaxis and motility,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2599,locus_tag: Locus tag
SYNPCC7002_A2640,,124.63,12.77,84.76,0.1,0.68,6.64,toxin-antitoxin system RelE family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A2640,locus_tag: Locus tag
SYNPCC7002_A2641,,222.82,15.32,75.34,0.07,0.34,4.92,toxin-antitoxin system Phd family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A2641,locus_tag: Locus tag
SYNPCC7002_A2801,,55.03,15.32,26.68,0.28,0.49,1.74,toxin-antitoxin system DUF433 family DNA-binding antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A2801,locus_tag: Locus tag
SYNPCC7002_A2802,,16.19,5.11,14.13,0.32,0.87,2.77,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_A2802,locus_tag: Locus tag
SYNPCC7002_C0012,,62.05,28.08,80.05,0.45,1.28,2.85,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_C0012,locus_tag: Locus tag
SYNPCC7002_C0013,,101.97,28.08,59.65,0.28,0.58,2.12,toxin-antitoxin system Phd family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_C0013,locus_tag: Locus tag
SYNPCC7002_F0003,,21.58,5.11,9.42,0.24,0.44,1.84,abortive infection phage resistance protein AIPR family,Cellular processes,General,,Cytoplasm,,SYNPCC7002_F0003,locus_tag: Locus tag
SYNPCC7002_F0005,,24.28,0.12,9.42,0.01,0.39,76.57,toxin-antitoxin system HicB family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0005,locus_tag: Locus tag
SYNPCC7002_F0010,,6.47,0.12,6.28,0.02,0.97,51.05,toxin-antitoxin system MazE family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0010,locus_tag: Locus tag
SYNPCC7002_F0013,,8.63,0.12,3.14,0.01,0.36,25.52,toxin-antitoxin system HicB family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0013,locus_tag: Locus tag
SYNPCC7002_F0023,,339.36,135.32,161.68,0.4,0.48,1.19,toxin-antitoxin system RelE family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0023,locus_tag: Locus tag
SYNPCC7002_F0024,,177.5,30.64,89.47,0.17,0.51,2.92,toxin-antitoxin system Xre family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0024,locus_tag: Locus tag
SYNPCC7002_F0027,,69.06,20.43,73.77,0.3,1.06,3.61,toxin-antitoxin system RHH family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0027,locus_tag: Locus tag
SYNPCC7002_F0029,,15.65,66.38,15.7,4.17,1.0,0.24,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0029,locus_tag: Locus tag
SYNPCC7002_F0030,,28.06,5.11,25.11,0.18,0.89,4.92,toxin-antitoxin system AbrB family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0030,locus_tag: Locus tag
SYNPCC7002_F0064,,22.66,0.12,9.42,0.01,0.41,76.57,toxin-antitoxin system RHH family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0064,locus_tag: Locus tag
SYNPCC7002_F0074,,14.03,0.12,3.14,0.01,0.22,25.52,toxin-antitoxin system antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0074,locus_tag: Locus tag
SYNPCC7002_F0075,,15.11,2.55,4.71,0.17,0.31,1.84,toxin-antitoxin system Fic family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0075,locus_tag: Locus tag
SYNPCC7002_F0080,,37.77,7.66,25.11,0.2,0.67,3.28,toxin-antitoxin system Phd family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0080,locus_tag: Locus tag
SYNPCC7002_F0084,,24.82,5.11,28.25,0.21,1.14,5.53,toxin-antitoxin system Mnt family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0084,locus_tag: Locus tag
SYNPCC7002_F0098,,390.62,878.28,317.07,2.27,0.81,0.36,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0098,locus_tag: Locus tag
SYNPCC7002_F0099,,269.76,102.13,130.28,0.38,0.48,1.28,toxin-antitoxin system RHH family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0099,locus_tag: Locus tag
SYNPCC7002_F0100,,14.03,30.64,12.56,2.17,0.89,0.41,toxin-antitoxin system Fic family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_F0100,locus_tag: Locus tag
SYNPCC7002_G0013,,4.32,20.43,18.84,4.76,4.35,0.92,membrane protein required for alkaline condition tolerance ExoD family ,Cellular processes,Detoxification,,Inner Membrane (4 transmembrane span),,SYNPCC7002_G0013,locus_tag: Locus tag
SYNPCC7002_G0033,,86.86,194.04,62.79,2.22,0.72,0.32,toxin-antitoxin system HepN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_G0033,locus_tag: Locus tag
SYNPCC7002_G0034,,25.9,53.62,25.11,2.08,0.97,0.47,toxin-antitoxin system Mnt family antidote,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_G0034,locus_tag: Locus tag
SYNPCC7002_G0053,,3.24,7.66,3.14,2.38,0.97,0.41,toxin-antitoxin system PIN family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_G0053,locus_tag: Locus tag
SYNPCC7002_G0082,,17.8,0.12,3.14,0.01,0.18,25.52,glyoxalase family protein,Cellular processes,Detoxification,Oxidative stress,Cytoplasm,,SYNPCC7002_G0082,locus_tag: Locus tag
SYNPCC7002_G0085,,32.37,10.21,6.28,0.32,0.19,0.61,toxin-antitoxin system PemK family toxin,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,SYNPCC7002_G0085,locus_tag: Locus tag
SYNPCC7002_A2025,,12.41,35.74,28.25,2.86,2.27,0.79,carboxysome structural protein,Cellular structures and extracellular matrix,Microcompartments,CO2 fixation,Carboxysome,,SYNPCC7002_A2025,locus_tag: Locus tag
SYNPCC7002_A2616,,36.69,12.77,14.13,0.35,0.38,1.11,cell adhesion protein,Cellular structures and extracellular matrix,Cell adhesion,,Extracellular,,SYNPCC7002_A2616,locus_tag: Locus tag
SYNPCC7002_A0950,,22.12,10.21,14.13,0.46,0.64,1.38,bifunctional mannose-1-phosphate guanyltransferase/phosphomannomutase,Central intermediary metabolism,Sugars,Fructose and mannose metabolism,Cytoplasm,,SYNPCC7002_A0950,locus_tag: Locus tag
SYNPCC7002_A1492,,85.25,1062.1,182.08,12.5,2.13,0.17,phosphoacetylglucosamine mutase Pgm,Central intermediary metabolism,Amino sugars,biosynthesis of UDP-N-acetylglucosamine,Cytoplasm,,SYNPCC7002_A1492,locus_tag: Locus tag
SYNPCC7002_A0044,,5.4,12.77,10.99,2.38,2.04,0.86,uracil-DNA glycosylase superfamily protein,DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,SYNPCC7002_A0044,locus_tag: Locus tag
SYNPCC7002_A1073,,37.77,94.47,36.1,2.5,0.95,0.38,conserved hypothetical protein associated with LlaI-like type II restriction endonuclease,DNA metabolism,Restriction/modification,,Cytoplasm,,SYNPCC7002_A1073,locus_tag: Locus tag
SYNPCC7002_A1236,,2.16,5.11,3.14,2.38,1.45,0.61,Rad3-related DNA helicase,DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,SYNPCC7002_A1236,locus_tag: Locus tag
SYNPCC7002_A1707,,7.01,15.32,9.42,2.17,1.35,0.61,DNA/RNA helicase superfamily II,DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,SYNPCC7002_A1707,locus_tag: Locus tag
SYNPCC7002_A2314,,47.48,17.87,18.84,0.38,0.4,1.05,DNA modification methyltransferase,DNA metabolism,Restriction/modification,,Cytoplasm,,SYNPCC7002_A2314,locus_tag: Locus tag
SYNPCC7002_C0009,,4.86,12.77,53.37,2.63,11.11,4.18,type III restriction protein res subunit,DNA metabolism,Restriction/modification,,Cytoplasm,,SYNPCC7002_C0009,locus_tag: Locus tag
SYNPCC7002_E0012,,8.63,0.12,21.98,0.01,2.56,178.66,cytosine-specific methyltransferase,DNA metabolism,Restriction/modification,,Cytoplasm,,SYNPCC7002_E0012,locus_tag: Locus tag
SYNPCC7002_F0086,,5.4,12.77,4.71,2.38,0.87,0.37,putative helicase,DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,SYNPCC7002_F0086,locus_tag: Locus tag
SYNPCC7002_G0165,,10.25,5.11,7.85,0.5,0.76,1.54,HNH endonuclease,DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,SYNPCC7002_G0165,locus_tag: Locus tag
SYNPCC7002_A0115,,85.78,22.98,50.23,0.27,0.58,2.19,family 57 glycoside hydrolase,Energy metabolism,Biosynthesis and degradation of polysaccharides,Starch and sucrose metabolism,Cytoplasm,,SYNPCC7002_A0115,locus_tag: Locus tag
SYNPCC7002_A1794,,11.87,2.55,7.85,0.22,0.66,3.07,ferredoxin,Energy metabolism,Electron transport,,Cytoplasm,,SYNPCC7002_A1794,locus_tag: Locus tag
SYNPCC7002_A1842,,35.61,229.78,92.61,6.67,2.63,0.4,cytochrome b561,Energy metabolism,Electron transport,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A1842,locus_tag: Locus tag
SYNPCC7002_A1973,,41.0,86.81,84.76,2.13,2.08,0.98,NADH dehydrogenase subunit NdhD family,Energy metabolism,Electron transport,Photosynthesis and CO2 fixation,Thylakoid Membrane (14 transmembrane spans),PedR,SYNPCC7002_A1973,locus_tag: Locus tag
SYNPCC7002_A2152,,19.96,58.72,51.8,2.94,2.56,0.88,ferredoxin (2Fe-2S),Energy metabolism,Electron transport,,Cytoplasm,,SYNPCC7002_A2152,locus_tag: Locus tag
SYNPCC7002_A2207,,7.01,0.12,7.85,0.02,1.12,63.81,ferredoxin,Energy metabolism,Electron transport,,Cytoplasm,,SYNPCC7002_A2207,locus_tag: Locus tag
SYNPCC7002_A2319,,19.96,5.11,12.56,0.26,0.63,2.46,type 3 multicopper oxidase,Energy metabolism,Electron transport,,Periplasm,,SYNPCC7002_A2319,locus_tag: Locus tag
SYNPCC7002_A2325,,65.28,22.98,61.22,0.35,0.93,2.66,2Fe-2S ferredoxin PetF-like,Energy metabolism,Photosynthesis,,Cytoplasm,,SYNPCC7002_A2325,locus_tag: Locus tag
SYNPCC7002_A2660,,135.42,2.55,7.85,0.02,0.06,3.07,multicopper oxidase,Energy metabolism,Electron transport,,Periplasm,,SYNPCC7002_A2660,locus_tag: Locus tag
SYNPCC7002_A2686,,8.63,22.98,7.85,2.63,0.91,0.34,TonB family protein,Energy metabolism,TonB energy transduction system,TonB energy transduction system,Periplasm,,SYNPCC7002_A2686,locus_tag: Locus tag
SYNPCC7002_A1768,,5.4,12.77,9.42,2.38,1.75,0.74,carotene isomerase family FAD dependent oxidoreductase,Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,Carotenoid biosynthesis,Cytoplasm,,SYNPCC7002_A1768,locus_tag: Locus tag
SYNPCC7002_A1771,,25.9,7.66,9.42,0.3,0.36,1.23,CRISPR-associated helicase Cas3,Mobile and extrachromosomal element functions,CRISPR immunity,CRISPR immunity,Cytoplasm,,SYNPCC7002_A1771,locus_tag: Locus tag
SYNPCC7002_A1877,,7.01,142.98,83.19,20.0,12.5,0.58,bacteriophage holin,Mobile and extrachromosomal element functions,Prophage functions,Bacteriophage,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1877,locus_tag: Locus tag
SYNPCC7002_C0017,,1.08,0.12,36.1,0.11,33.33,293.51,site-specific recombinase for integration and excision,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_C0017,locus_tag: Locus tag
SYNPCC7002_E0026,,141.9,467.22,163.25,3.33,1.15,0.35,reverse transcriptase (RNA-dependent DNA polymerase),Mobile and extrachromosomal element functions,Group II intron,,Cytoplasm,,SYNPCC7002_E0026,locus_tag: Locus tag
SYNPCC7002_F0031,,7.55,48.51,31.39,6.25,4.17,0.65,DEAD/H helicase,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_F0031,locus_tag: Locus tag
SYNPCC7002_F0046,,43.16,5.11,14.13,0.12,0.33,2.77,CRISPR-associated RNA binding protein RAMP Cmr4 family,Mobile and extrachromosomal element functions,CRISPR immunity,CRISPR immunity,Cytoplasm,,SYNPCC7002_F0046,locus_tag: Locus tag
SYNPCC7002_F0047,,40.46,10.21,10.99,0.25,0.27,1.08,CRISPR-associated RAMP protein Cmr3 family,Mobile and extrachromosomal element functions,CRISPR immunity,CRISPR immunity,Cytoplasm,,SYNPCC7002_F0047,locus_tag: Locus tag
SYNPCC7002_F0048,,305.37,58.72,50.23,0.19,0.16,0.86,CRISPR-associated RAMP protein Cmr2 family,Mobile and extrachromosomal element functions,CRISPR immunity,CRISPR immunity,Cytoplasm,,SYNPCC7002_F0048,locus_tag: Locus tag
SYNPCC7002_F0103,,4.32,10.21,3.14,2.38,0.73,0.31,conjugative relaxase TrwC/TraI family,Mobile and extrachromosomal element functions,Conjugation,Conjugation,Cytoplasm,,SYNPCC7002_F0103,locus_tag: Locus tag
SYNPCC7002_G0027,,5.93,2.55,1.57,0.43,0.26,0.61,phage integrase family protein,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_G0027,locus_tag: Locus tag
SYNPCC7002_A0222,,5.4,12.77,4.71,2.38,0.87,0.37,peptidase U62 modulator of DNA gyrase TldD/PmbA family,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A0222,locus_tag: Locus tag
SYNPCC7002_A0224,,631.79,33017.11,13401.81,50.0,20.0,0.41,Zn-dependent protease with chaperone function,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A0224,locus_tag: Locus tag
SYNPCC7002_A0234,,6.47,2.55,4.71,0.39,0.73,1.84,family S9C peptidase,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Periplasm,,SYNPCC7002_A0234,locus_tag: Locus tag
SYNPCC7002_A0540,,21.58,5.11,9.42,0.24,0.44,1.84,membrane protein with DnaJ domain,Protein fate,Protein folding and stabilization,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0540,locus_tag: Locus tag
SYNPCC7002_A0600,,31.83,10.21,28.25,0.32,0.88,2.77,Zn-dependent M48 family protease with chaperone function,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0600,locus_tag: Locus tag
SYNPCC7002_A0692,,42.62,109.78,65.93,2.56,1.54,0.6,predicted redox regulator of disulfide bond formation SirA family,Protein fate,Protein folding and stabilization,,Cytoplasm,,SYNPCC7002_A0692,locus_tag: Locus tag
SYNPCC7002_A0763,,8.63,30.64,18.84,3.57,2.17,0.61,family S33 unassigned peptidase,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A0763,locus_tag: Locus tag
SYNPCC7002_A0969,,4.32,0.12,9.42,0.03,2.17,76.57,family M42 peptidase,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A0969,locus_tag: Locus tag
SYNPCC7002_A1537,,11.87,28.08,29.82,2.38,2.5,1.06,intramembrane metalloprotease family M50,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (8 transmembrane span),,SYNPCC7002_A1537,locus_tag: Locus tag
SYNPCC7002_A1671,,21.58,7.66,32.96,0.35,1.54,4.3,M50 family intramembrane metalloprotease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (6 transmembrane span),,SYNPCC7002_A1671,locus_tag: Locus tag
SYNPCC7002_A2059,,70.68,22.98,47.09,0.32,0.67,2.05,uncharacterized protein similar to the N-terminal domain of Lon protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A2059,locus_tag: Locus tag
SYNPCC7002_A2235,,32.91,232.34,97.32,7.14,2.94,0.42,Zn-dependent protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2235,locus_tag: Locus tag
SYNPCC7002_A2294,,219.05,99.57,158.54,0.45,0.72,1.59,peptidyl-prolyl cis-trans isomerase M23,Protein fate,Protein folding and stabilization,,Thylakoid Lumen,,SYNPCC7002_A2294,locus_tag: Locus tag
SYNPCC7002_A2356,,8.63,20.43,12.56,2.38,1.45,0.61,peptidase U62 modulator of DNA gyrase TldD/PmbA family,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A2356,locus_tag: Locus tag
SYNPCC7002_A2593,,49.1,107.23,54.94,2.17,1.12,0.51,DnaJ domain-containing protein,Protein fate,Protein folding and stabilization,,Cytoplasm,,SYNPCC7002_A2593,locus_tag: Locus tag
SYNPCC7002_A2596,,189.37,48.51,67.5,0.26,0.36,1.39,P-like pilus periplasmic chaperone PapD-like,Protein fate,Protein and peptide secretion and trafficking,P-type pilus,Periplasm,,SYNPCC7002_A2596,locus_tag: Locus tag
SYNPCC7002_A2635,,140.82,38.3,67.5,0.27,0.48,1.76,co-chaperone GrpE,Protein fate,Protein folding and stabilization,,Cytoplasm,,SYNPCC7002_A2635,locus_tag: Locus tag
SYNPCC7002_A2703,,6.47,2.55,12.56,0.39,1.92,4.92,family S33 protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A2703,locus_tag: Locus tag
SYNPCC7002_A2745,,30.75,12.77,20.41,0.41,0.66,1.6,photosystem II assembly/stability protein,Protein fate,Protein folding and stabilization,Photosystem II,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A2745,locus_tag: Locus tag
SYNPCC7002_A1242,,13.49,28.08,28.25,2.08,2.08,1.01,tRNA threonylcarbamoyladenosine biosynthesis protein,Protein synthesis,tRNA and rRNA base modification,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1242,locus_tag: Locus tag
SYNPCC7002_A2762,,21.04,148.08,45.52,7.14,2.17,0.31,ribosome-associated protein YbcJ,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A2762,locus_tag: Locus tag
SYNPCC7002_A0009,,10.25,2.55,12.56,0.25,1.22,4.92,Spx/MgsR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_A0009,locus_tag: Locus tag
SYNPCC7002_A0454,,12.95,30.64,25.11,2.38,1.92,0.82,ABC1 family kinase-like protein,Regulatory functions,Protein interactions,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A0454,locus_tag: Locus tag
SYNPCC7002_A0852,,529.28,4115.65,2224.22,7.69,4.17,0.54,class II cyanobacteriochrome,Regulatory functions,General,,Cytoplasm,,SYNPCC7002_A0852,locus_tag: Locus tag
SYNPCC7002_A1499,,96.04,43.4,51.8,0.45,0.54,1.19,diguanylate cyclase,Regulatory functions,Small molecule interactions,c-di-GMP turnover,Cytoplasm,,SYNPCC7002_A1499,locus_tag: Locus tag
SYNPCC7002_A1682,,15.11,84.25,39.24,5.56,2.63,0.47,serine/threonine protein kinase,Regulatory functions,Protein interactions,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A1682,locus_tag: Locus tag
SYNPCC7002_A1769,,57.73,125.1,45.52,2.17,0.79,0.36,DeoR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_A1769,locus_tag: Locus tag
SYNPCC7002_A1859,,387.38,178.72,215.04,0.46,0.56,1.2,bifunctional diguanylate cyclase/phosphodiesterase,Regulatory functions,Small molecule interactions,c di-GMP turnover,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1859,locus_tag: Locus tag
SYNPCC7002_A1861,,28.59,12.77,15.7,0.45,0.55,1.23,Crp family transcriptional repressor,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_A1861,locus_tag: Locus tag
SYNPCC7002_A1882,,9.71,0.12,17.27,0.01,1.79,140.38,bacteriophage repressor Xre family,Regulatory functions,DNA interactions,Bacteriophage,Cytoplasm,,SYNPCC7002_A1882,locus_tag: Locus tag
SYNPCC7002_A1993,,7.55,30.64,25.11,4.0,3.33,0.82,oxygen-responsive transcriptional regulator HxlR family,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_A1993,locus_tag: Locus tag
SYNPCC7002_A2028,,59.89,25.53,62.79,0.43,1.05,2.46,cell envelope-related function transcriptional attenuator,Regulatory functions,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2028,locus_tag: Locus tag
SYNPCC7002_A2110,,17.8,0.12,18.84,0.01,1.05,153.14,SigH anti-sigma factor,Regulatory functions,Protein interactions,,Cytoplasm,,SYNPCC7002_A2110,locus_tag: Locus tag
SYNPCC7002_A2167,,17.8,38.3,17.27,2.17,0.97,0.45,diguanylate phosphodiesterase,Regulatory functions,Small molecule interactions,c di-GMP turnover,Cytoplasm,,SYNPCC7002_A2167,locus_tag: Locus tag
SYNPCC7002_A2461,,67.98,28.08,18.84,0.41,0.28,0.67,bifunctional diguanylate cyclase/phosphodiesterase with PAS sensory domain and extracellular solute-binding domain,Regulatory functions,Small molecule interactions,c-di-GMP turnover,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2461,locus_tag: Locus tag
SYNPCC7002_A2477,,54.49,750.62,237.02,14.29,4.35,0.32,diguanylate cyclase,Regulatory functions,Small molecule interactions,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2477,locus_tag: Locus tag
SYNPCC7002_A2816,,59.35,20.43,28.25,0.34,0.48,1.38,"bifunctional GTP pyrophosphokinase/ guanosine-3',5'-bisdiphosphate 3'-pyrophosphohydrolase",Regulatory functions,Small molecule interactions,Stringent response,Cytoplasm,,SYNPCC7002_A2816,locus_tag: Locus tag
SYNPCC7002_G0007,,71.76,10.21,14.13,0.14,0.2,1.38,AraC family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_G0007,locus_tag: Locus tag
SYNPCC7002_G0065,,6.47,0.12,4.71,0.02,0.73,38.28,MarR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_G0065,locus_tag: Locus tag
SYNPCC7002_G0096,,306.45,79.15,47.09,0.26,0.15,0.59,AraC family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_G0096,locus_tag: Locus tag
SYNPCC7002_G0099,,28.06,2.55,3.14,0.09,0.11,1.23,AraC family transcriptional regulator,Regulatory functions,DNA interactions,Iron homeostasis,Cytoplasm,Fur,SYNPCC7002_G0099,locus_tag: Locus tag
