 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_A2609,dacD,36.69,12.77,7.85,0.35,0.21,0.61,serine-type D-alanyl-D-alanine carboxypeptidase DacD,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,Peptidoglycan turnover,Periplasm,,SYNPCC7002_A2609,locus_tag: Locus tag
SYNPCC7002_A0881,dapB,14.03,35.74,20.41,2.56,1.45,0.57,dihydrodipicolinate reductase DapB,Amino acid biosynthesis,Aspartate family,Lysine biosynthesis,Cytoplasm,,SYNPCC7002_A0881,locus_tag: Locus tag
SYNPCC7002_A1642,dapF,7.01,15.32,14.13,2.17,2.0,0.92,diaminopimelate epimerase DapF,Amino acid biosynthesis,Aspartate family,Lysine biosynthesis,Cytoplasm,,SYNPCC7002_A1642,locus_tag: Locus tag
SYNPCC7002_A1203,dapL,120.85,291.06,125.57,2.38,1.04,0.43,LL-diaminopimelate aminotransferase DapL,Amino acid biosynthesis,Aspartate family,Lysine biosynthesis,Cytoplasm,,SYNPCC7002_A1203,locus_tag: Locus tag
SYNPCC7002_A0618,deaD,60.43,158.29,158.54,2.63,2.63,1.0,ATP-dependent RNA helicase DeaD,Transcription,Degradation of RNA,RNA degradation,Cytoplasm,,SYNPCC7002_A0618,locus_tag: Locus tag
SYNPCC7002_A1457,devH,19.42,7.66,20.41,0.39,1.05,2.66,cAMP-responsive transcriptional regulator of glycolipid layer formation DevH,Regulatory functions,DNA interactions,Glycolipid biosynthesis,Cytoplasm,,SYNPCC7002_A1457,locus_tag: Locus tag
SYNPCC7002_A0718,dgdA,34.53,15.32,36.1,0.44,1.04,2.36,digalactosyldiacylglycerol (DGDG) synthase DgdA,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,Cytoplasm,,SYNPCC7002_A0718,locus_tag: Locus tag
SYNPCC7002_A1763,dgk,11.87,51.06,42.38,4.35,3.57,0.83,diacylglycerol kinase Dgk,Fatty acid and phospholipid metabolism,Biosynthesis,Glycerophospholipid metabolism,Inner Membrane (3 transmembrane span),,SYNPCC7002_A1763,locus_tag: Locus tag
SYNPCC7002_A2200,diox2,3.78,0.12,6.28,0.03,1.67,51.05,carotenoid oxygenase-like protein Diox2,Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,Carotenoid biosynthesis,Cytoplasm,,SYNPCC7002_A2200,locus_tag: Locus tag
SYNPCC7002_A1584,dldA,5.93,28.08,9.42,4.76,1.59,0.34,D-alanine--D-alanine ligase DdlA,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,Peptidoglycan biosynthesis,Cytoplasm,,SYNPCC7002_A1584,locus_tag: Locus tag
SYNPCC7002_A2384,dnaE,83.09,301.27,89.47,3.57,1.08,0.3,DNA polymerase III alpha subunit DnaE,DNA metabolism,"DNA replication, recombination, and repair",Single strand breaks repair,Cytoplasm,,SYNPCC7002_A2384,locus_tag: Locus tag
SYNPCC7002_A1408,dnaEC,13.49,30.64,15.7,2.27,1.16,0.51,DNA polymerase III alpha subunit DnaEC,DNA metabolism,"DNA replication, recombination, and repair",Single strand breaks repair,Cytoplasm,,SYNPCC7002_A1408,locus_tag: Locus tag
SYNPCC7002_A0693,dnaJ,63.66,148.08,92.61,2.33,1.45,0.63,chaperone protein DnaJ,Protein fate,Protein folding and stabilization,,Cytoplasm,,SYNPCC7002_A0693,locus_tag: Locus tag
SYNPCC7002_A2512,dnaJ,5.93,0.12,3.14,0.02,0.53,25.52,chaperone DnaJ domain-containing protein,Protein fate,Protein folding and stabilization,,Cytoplasm,,SYNPCC7002_A2512,locus_tag: Locus tag
SYNPCC7002_A0694,dnaK1,46.94,22.98,28.25,0.49,0.6,1.23,molecular chaperone DnaK1,Protein fate,Protein folding and stabilization,RNA degradation,Cytoplasm,,SYNPCC7002_A0694,locus_tag: Locus tag
SYNPCC7002_A2418,dnaK2,269.76,702.11,458.34,2.63,1.69,0.65,molecular chaperone DnaK2,Protein fate,Protein folding and stabilization,RNA degradation,Cytoplasm,,SYNPCC7002_A2418,locus_tag: Locus tag
SYNPCC7002_A1263,dnaN,10.79,5.11,9.42,0.47,0.87,1.84,DNA polymerase III beta subunit DnaN,DNA metabolism,"DNA replication, recombination, and repair",Single strand breaks repair,Cytoplasm,,SYNPCC7002_A1263,locus_tag: Locus tag
SYNPCC7002_A1284,dncH,5.4,104.68,103.6,20.0,20.0,0.99,"1,4-dihydroxy-2-naphthoyl-CoA thioesterease DncH","Biosynthesis of cofactors, prosthetic groups, and carriers",Quinones,Vitamin K (menaquinone) biosynthesis and salvage,Cytoplasm,,SYNPCC7002_A1284,locus_tag: Locus tag
SYNPCC7002_A2506,dprA,3.78,7.66,7.85,2.04,2.08,1.02,DNA protecting protein DprA,Cellular processes,DNA transformation,,Cytoplasm,,SYNPCC7002_A2506,locus_tag: Locus tag
SYNPCC7002_G0063,drrB,4.32,0.12,4.71,0.03,1.09,38.28,daunorubicin resistance ABC export system permease component DrrB,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_G0063,locus_tag: Locus tag
SYNPCC7002_A0564,dsbAB,33.45,15.32,25.11,0.46,0.75,1.64,bifunctional protein disulfide isomerase / oxidoreductase DsbAB,Protein fate,Protein folding and stabilization,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A0564,locus_tag: Locus tag
SYNPCC7002_A0746,dusA,14.57,5.11,26.68,0.35,1.82,5.23,tRNA dihydrouridine synthase A DusA,Protein synthesis,tRNA and rRNA base modification,Transfer RNA biogenesis,Cytoplasm,,SYNPCC7002_A0746,locus_tag: Locus tag
SYNPCC7002_A0520,era,19.96,7.66,17.27,0.38,0.86,2.25,GTP-binding protein Era,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A0520,locus_tag: Locus tag
SYNPCC7002_A1940,evrB,3.78,15.32,3.14,4.0,0.83,0.2,ethyl (methyl; benzyl) viologen export pump EvrB,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A1940,locus_tag: Locus tag
SYNPCC7002_A0686,evrC,25.9,61.28,34.53,2.38,1.33,0.56,ethyl (methyl; benzyl) viologen export pump EvrC,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A0686,locus_tag: Locus tag
SYNPCC7002_A1318,exbB,21.58,43.4,23.54,2.0,1.09,0.54,biopolymer transport system component ExbB,Energy metabolism,TonB energy transduction system,TonB energy transduction system,Inner Membrane (3 transmembrane span),,SYNPCC7002_A1318,locus_tag: Locus tag
SYNPCC7002_G0137,exbB,65.82,0.12,7.85,0.0,0.12,63.81,outer membrane transport energizing sytem permease component ExbB,Energy metabolism,TonB energy transduction system,Iron homeostasis,Inner Membrane (3 transmembrane span),Fur,SYNPCC7002_G0137,locus_tag: Locus tag
SYNPCC7002_A1317,exbD,49.64,155.74,64.36,3.13,1.3,0.41,outer membrane transport energizing sytem membrane anchored component ExbD,Energy metabolism,TonB energy transduction system,TonB energy transduction system,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1317,locus_tag: Locus tag
SYNPCC7002_G0136,exbD,100.35,20.43,17.27,0.2,0.17,0.85,outer membrane transport energizing sytem membrane anchored component ExbD,Energy metabolism,TonB energy transduction system,Iron homeostasis,Inner Membrane (1 transmembrane span),Fur,SYNPCC7002_G0136,locus_tag: Locus tag
SYNPCC7002_A1002,fabB,2.16,5.11,4.71,2.38,2.17,0.92,3-oxoacyl-(acyl carrier protein) synthase II FabB,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Cytoplasm,,SYNPCC7002_A1002,locus_tag: Locus tag
SYNPCC7002_A1023,fabF,60.43,158.29,133.42,2.63,2.22,0.84,3-oxoacyl-(acyl carrier protein) synthase II FabF,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Cytoplasm,,SYNPCC7002_A1023,locus_tag: Locus tag
SYNPCC7002_A0070,fabZ,3.78,28.08,9.42,7.69,2.5,0.34,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Cytoplasm,,SYNPCC7002_A0070,locus_tag: Locus tag
SYNPCC7002_G0113,fbpA,58.27,165.95,32.96,2.86,0.56,0.2,ABC-type FeIII uptake system substrate-binding component FbpA,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,,SYNPCC7002_G0113,locus_tag: Locus tag
SYNPCC7002_A2522,fdx,3.78,7.66,4.71,2.04,1.25,0.61,2Fe-2S ferredoxin Fdx,"Biosynthesis of cofactors, prosthetic groups, and carriers",Iron sulfur clusters,,Cytoplasm,,SYNPCC7002_A2522,locus_tag: Locus tag
SYNPCC7002_G0139,fecB,41.0,0.12,1.57,0.0,0.04,12.76,ABC-type iron(III) dicitrate uptake system substrate-binding component FecB,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,Fur,SYNPCC7002_G0139,locus_tag: Locus tag
SYNPCC7002_G0088,fecC,69.6,10.21,12.56,0.15,0.18,1.23,ABC-type iron(III) dicitrate uptake system permease component FecC,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (8 transmembrane span),Fur,SYNPCC7002_G0088,locus_tag: Locus tag
SYNPCC7002_G0087,fecD,46.94,10.21,17.27,0.22,0.37,1.69,ABC-type iron(III) dicitrate uptake system permease component FecD,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (9 transmembrane span),Fur,SYNPCC7002_G0087,locus_tag: Locus tag
SYNPCC7002_G0086,fecE,90.64,15.32,14.13,0.17,0.16,0.92,ABC-type iron(III) dicitrate uptake system ATPase component FecE,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Cytoplasm,Fur,SYNPCC7002_G0086,locus_tag: Locus tag
SYNPCC7002_G0103,fhuA,10.25,0.12,1.57,0.01,0.15,12.76,TonB-dependent ferrichrome receptor FhuA,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur,SYNPCC7002_G0103,locus_tag: Locus tag
SYNPCC7002_A0889,folD,25.9,7.66,14.13,0.3,0.55,1.84,bifunctional methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase FolD,"Biosynthesis of cofactors, prosthetic groups, and carriers",Folic acid,Folic acid (B9) biosynthesis and salvage,Cytoplasm,,SYNPCC7002_A0889,locus_tag: Locus tag
SYNPCC7002_G0128,folE2,3.24,12.77,1.57,4.0,0.49,0.12,Zn-independent GTP cyclohydrolase I FolE2,"Biosynthesis of cofactors, prosthetic groups, and carriers",Folic acid,Folic acid (B9) biosynthesis and salvage,Cytoplasm,Zur,SYNPCC7002_G0128,locus_tag: Locus tag
SYNPCC7002_A0306,folK,18.88,7.66,37.67,0.4,2.0,4.92,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase FolK,"Biosynthesis of cofactors, prosthetic groups, and carriers",Folic acid,Folic acid (B9) biosynthesis and salvage,Cytoplasm,,SYNPCC7002_A0306,locus_tag: Locus tag
SYNPCC7002_A0616,FolQ,15.11,48.51,17.27,3.23,1.15,0.36,ADP-ribose pyrophosphatase FolQ,"Biosynthesis of cofactors, prosthetic groups, and carriers",Folic acid,Folic acid (B9) biosynthesis and salvage,Cytoplasm,,SYNPCC7002_A0616,locus_tag: Locus tag
SYNPCC7002_A0349,ftsH,76.07,449.35,362.59,5.88,4.76,0.81,ATP-dependent metalloprotease FtsH,Cellular processes,Cell division,Photosystem II,Thylakoid Membrane (2 transmembrane spans),,SYNPCC7002_A0349,locus_tag: Locus tag
SYNPCC7002_A0024,ftsZ,44.78,140.42,81.62,3.13,1.82,0.58,cell division tubulin protein FtsZ,Cellular processes,Cell division,,Cytoplasm,,SYNPCC7002_A0024,locus_tag: Locus tag
SYNPCC7002_A2041,fumC,10.25,2.55,9.42,0.25,0.92,3.69,fumarate hydratase class II FumC,Energy metabolism,TCA cycle,,Cytoplasm,,SYNPCC7002_A2041,locus_tag: Locus tag
SYNPCC7002_A2079,fus,208.8,61.28,84.76,0.29,0.41,1.38,elongation factor G Fus,Protein synthesis,Translation factors,Elongation factors,Cytoplasm,,SYNPCC7002_A2079,locus_tag: Locus tag
SYNPCC7002_A2062,fusA,586.47,2951.42,1459.79,5.0,2.5,0.49,translation elongation factor G FusA,Protein synthesis,Translation factors,Elongation factors,Cytoplasm,,SYNPCC7002_A2062,locus_tag: Locus tag
SYNPCC7002_A2507,futA,536.29,40.85,37.67,0.08,0.07,0.92,ABC-type FeII uptake system substrate-binding component FutA,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Periplasm,,SYNPCC7002_A2507,locus_tag: Locus tag
SYNPCC7002_A0871,futC,121.93,20.43,29.82,0.17,0.24,1.46,ABC-type FeII uptake system ATPase component FutC,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Cytoplasm,Fur,SYNPCC7002_A0871,locus_tag: Locus tag
SYNPCC7002_A2697,gap1,29.13,5.11,4.71,0.18,0.16,0.92,NAD-dependent glyceraldehyde-3-phosphate dehydrogenase Gap1,Energy metabolism,Glycolysis/gluconeogenesis,,Cytoplasm,,SYNPCC7002_A2697,locus_tag: Locus tag
SYNPCC7002_A1703,gcvT,7.55,28.08,12.56,3.7,1.67,0.45,glycine cleavage system aminomethyltransferase GcvT,Central intermediary metabolism,Amino acids and amines,Glycine degradation,Cytoplasm,,SYNPCC7002_A1703,locus_tag: Locus tag
SYNPCC7002_A2037,ggtC,18.34,43.4,26.68,2.38,1.45,0.61,ABC-type compatable solute uptake system permease component GgtC,Transport and binding proteins,Carbohydrates,Glucosyl-glycerol salvage,Inner Membrane (8 transmembrane span),,SYNPCC7002_A2037,locus_tag: Locus tag
SYNPCC7002_A2036,ggtD,19.96,56.17,37.67,2.78,1.89,0.67,ABC-type compatable solute uptake system permease component GgtD,Transport and binding proteins,Carbohydrates,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2036,locus_tag: Locus tag
SYNPCC7002_A2394,gidA,15.65,5.11,9.42,0.33,0.6,1.84,tRNA (uracil-5-)-methyltransferase GidA,Protein synthesis,tRNA and rRNA base modification,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A2394,locus_tag: Locus tag
SYNPCC7002_A0582,gifA,1691.96,804.24,1062.66,0.48,0.63,1.32,glutamine synthetase inactivating factor IF7 GifA,Regulatory functions,Protein interactions,Nitrogen assimilation,Cytoplasm,NtcA,SYNPCC7002_A0582,locus_tag: Locus tag
SYNPCC7002_A0710,glcE,69.6,217.02,144.41,3.13,2.08,0.67,glycolate oxidase subunit FAD binding subunit GlcE,Cellular processes,Detoxification,2-phosphoglycolate recycling/detoxification,Cytoplasm,,SYNPCC7002_A0710,locus_tag: Locus tag
SYNPCC7002_A2438,glck,14.57,30.64,26.68,2.08,1.82,0.87,glucokinase Glck,Energy metabolism,Glycolysis/gluconeogenesis,,Cytoplasm,,SYNPCC7002_A2438,locus_tag: Locus tag
SYNPCC7002_A2125,glgA,5.93,22.98,7.85,3.85,1.32,0.34,glycogen synthase GlgA,Energy metabolism,Biosynthesis and degradation of polysaccharides,Glycogen,Cytoplasm,,SYNPCC7002_A2125,locus_tag: Locus tag
SYNPCC7002_A0450,glmM,36.69,102.13,59.65,2.78,1.61,0.58,phosphoglucosamine mutase GlmM,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,UDP-N-acetylglucosamine biosynthesis,Cytoplasm,,SYNPCC7002_A0450,locus_tag: Locus tag
SYNPCC7002_A2633,glmU,18.88,2.55,15.7,0.14,0.83,6.15,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase GlmU,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,UDP-N-acetylglucosamine biosynthesis,Cytoplasm,,SYNPCC7002_A2633,locus_tag: Locus tag
SYNPCC7002_A1630,glnA,37.77,94.47,47.09,2.5,1.25,0.5,glutamine synthetase type I GlnA,Amino acid biosynthesis,Glutamate family,Nitrogen assimilation,Cytoplasm,NtcA,SYNPCC7002_A1630,locus_tag: Locus tag
SYNPCC7002_A1864,gloB,12.41,5.11,9.42,0.41,0.76,1.84,hydroxyacylglutathione hydrolase GloB,Cellular processes,Detoxification,Oxidative stress,Cytoplasm,,SYNPCC7002_A1864,locus_tag: Locus tag
SYNPCC7002_A2838,glpQ,24.28,107.23,37.67,4.35,1.56,0.35,glycerophosphoryl diester phosphodiesterase GlpQ,Fatty acid and phospholipid metabolism,Degradation,Glycerophospholipid metabolism,Cytoplasm,,SYNPCC7002_A2838,locus_tag: Locus tag
SYNPCC7002_A0338,gluRO,2.7,7.66,7.85,2.86,2.94,1.02,glutamate-gated potassium channel GluRO,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A0338,locus_tag: Locus tag
SYNPCC7002_A0387,glyQ,9.71,20.43,6.28,2.08,0.65,0.31,glycyl-tRNA synthetase alpha subunit GlyQ,Protein synthesis,tRNA aminoacylation,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A0387,locus_tag: Locus tag
SYNPCC7002_A2560,gpmB,9.71,38.3,17.27,4.0,1.79,0.45,phosphoglycerate mutase GpmB,Energy metabolism,Glycolysis/gluconeogenesis,,Cytoplasm,,SYNPCC7002_A2560,locus_tag: Locus tag
SYNPCC7002_A2457,groES,94.42,33.19,87.9,0.35,0.93,2.65,heat shock protein 60 family co-chaperone GroES,Protein fate,Protein folding and stabilization,Heat shock response,Cytoplasm,HrcA,SYNPCC7002_A2457,locus_tag: Locus tag
SYNPCC7002_A2068,grxB,4.86,28.08,15.7,5.88,3.23,0.56,glutaredoxin GrxB,Energy metabolism,Electron transport,Oxidative stress,Cytoplasm,,SYNPCC7002_A2068,locus_tag: Locus tag
SYNPCC7002_A2766,gshA,14.57,0.12,12.56,0.01,0.86,102.09,glutamate-cysteine ligase GshA,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,Oxidative stress,Cytoplasm,,SYNPCC7002_A2766,locus_tag: Locus tag
SYNPCC7002_A1147,gshB,7.55,28.08,17.27,3.7,2.27,0.61,glutathione synthetase GshB,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,Oxidative stress,Cytoplasm,,SYNPCC7002_A1147,locus_tag: Locus tag
SYNPCC7002_A0393,gsiB,24.28,53.62,26.68,2.22,1.1,0.5,ABC-type glutathione uptake system substrate-binding component GsiB,Transport and binding proteins,"Amino acids, peptides and amines",Glutathione uptake,Inner Membrane Lipoprotein,,SYNPCC7002_A0393,locus_tag: Locus tag
SYNPCC7002_A0266,guaB,279.48,620.41,246.44,2.22,0.88,0.4,inosine-5'-monophosphate dehydrogenase catalytic subunit GuaB,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A0266,locus_tag: Locus tag
SYNPCC7002_A1938,gyrA,6.47,17.87,7.85,2.78,1.22,0.44,DNA gyrase alpha subunit GyrA,DNA metabolism,"DNA replication, recombination, and repair",Double strand breaks repair,Cytoplasm,,SYNPCC7002_A1938,locus_tag: Locus tag
SYNPCC7002_A1610,hemC,41.0,99.57,59.65,2.44,1.45,0.6,porphobilinogen deaminase HemC,"Biosynthesis of cofactors, prosthetic groups, and carriers","Heme, porphyrin, and cobalamin",Heme biosynthesis,Cytoplasm,,SYNPCC7002_A1610,locus_tag: Locus tag
SYNPCC7002_A0944,hflX,45.86,314.04,138.13,6.67,3.03,0.44,GTP-binding protein HflX,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0944,locus_tag: Locus tag
SYNPCC7002_A0703,hggT,16.73,56.17,25.11,3.33,1.49,0.45,homogentisate phytyltransferase HggT,"Biosynthesis of cofactors, prosthetic groups, and carriers",Quinones,Vitamin E (tocopherol) biosynthesis and salvage,Inner Membrane (8 transmembrane span),,SYNPCC7002_A0703,locus_tag: Locus tag
SYNPCC7002_A1654,hhoA,33.45,79.15,70.63,2.38,2.13,0.89,periplasmic stress-inducible serine protease HhoA,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Periplasm,,SYNPCC7002_A1654,locus_tag: Locus tag
SYNPCC7002_G0061,hik20,12.41,0.12,7.85,0.01,0.63,63.81,potassium-responsive two component signal transduction system histidine kinase Hik20,Signal transduction,Two component systems,Potassium homeostasis,Inner Membrane (4 transmembrane span),Fur,SYNPCC7002_G0061,locus_tag: Locus tag
SYNPCC7002_A1985,hisB,9.17,2.55,17.27,0.28,1.89,6.76,imidazoleglycerol-phosphate dehydratase HisB,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,,SYNPCC7002_A1985,locus_tag: Locus tag
SYNPCC7002_A1636,hisF,5.4,2.55,6.28,0.47,1.16,2.46,imidazole glycerol phosphate synthase cyclase subunit HisF,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,,SYNPCC7002_A1636,locus_tag: Locus tag
SYNPCC7002_A2275,hisS,35.07,74.04,50.23,2.13,1.43,0.68,histidyl-tRNA synthetase HisS,Protein synthesis,tRNA aminoacylation,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A2275,locus_tag: Locus tag
SYNPCC7002_A0602,hliA,28.06,66.38,37.67,2.38,1.35,0.57,high light-inducible protein HliA,Protein fate,Protein folding and stabilization,Photosystem II,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A0602,locus_tag: Locus tag
SYNPCC7002_A1991,hox2,3.78,12.77,3.14,3.33,0.83,0.25,heme oxygenase 2 Hox2,"Biosynthesis of cofactors, prosthetic groups, and carriers",General,Bilin biosynthesis,Cytoplasm,,SYNPCC7002_A1991,locus_tag: Locus tag
SYNPCC7002_A0200,hoxH,31.83,15.32,10.99,0.48,0.34,0.72,NAD-reducing hydrogenase subunit HoxH,Energy metabolism,Electron transport,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A0200,locus_tag: Locus tag
SYNPCC7002_A0198,hoxY,50.18,17.87,9.42,0.36,0.19,0.53,NAD-reducing hydrogenase subunit HoxY,Energy metabolism,Electron transport,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A0198,locus_tag: Locus tag
SYNPCC7002_A0203,hypB,21.58,2.55,6.28,0.12,0.29,2.46,[NiFe] hydrogenase nickel incorporation-associated protein HypB,Protein fate,Protein modification and repair,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A0203,locus_tag: Locus tag
SYNPCC7002_A1746,hypB,49.64,17.87,39.24,0.36,0.79,2.2,NiFe hydrogenase and urease nickel insertion protein HypB,Protein fate,Protein modification and repair,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A1746,locus_tag: Locus tag
SYNPCC7002_A0194,hypE,55.57,15.32,15.7,0.28,0.28,1.02,[NiFe] hydrogenase expression/formation protein HypE,Protein fate,Protein modification and repair,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A0194,locus_tag: Locus tag
SYNPCC7002_A0204,hypF,10.25,5.11,6.28,0.5,0.61,1.23,[NiFe] hydrogenase metallocenter assembly carbamoyltransferase HypF,Protein fate,Protein modification and repair,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A0204,locus_tag: Locus tag
SYNPCC7002_A1412,iaiH,57.73,28.08,40.81,0.49,0.71,1.45,IscA FeS stabilizing protein IaiH,"Biosynthesis of cofactors, prosthetic groups, and carriers",Iron sulfur clusters,FeS cluster biogenesis and repair,Cytoplasm,,SYNPCC7002_A1412,locus_tag: Locus tag
SYNPCC7002_A0838,icd,16.73,35.74,31.39,2.13,1.89,0.88,NADP-dependent isocitrate dehydrogenase Icd,Energy metabolism,TCA cycle,,Cytoplasm,,SYNPCC7002_A0838,locus_tag: Locus tag
SYNPCC7002_A0690,ictB,26.44,53.62,103.6,2.04,3.85,1.93,bicarbonate uptake permease IctB,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",,Inner Membrane (11 transmembrane span),,SYNPCC7002_A0690,locus_tag: Locus tag
SYNPCC7002_A1278,ilvC,114.38,252.76,182.08,2.22,1.59,0.72,ketol-acid reductoisomerase IlvC,Amino acid biosynthesis,Pyruvate family,Branched chain amino acid biosynthesis,Cytoplasm,,SYNPCC7002_A1278,locus_tag: Locus tag
