baseMean,log2FoldChange (positive means more highly expressed in mitomycin C treatment),lfcSE,stat,pvalue,padj,gene,resolved_locus_tag,resolution_method
350.709703,-0.590839855,0.140170319,-4.215156687,2.5e-05,3.7e-05,MIT0604_01082,EW14_1082,tier1:gene
600.0581212,-1.313866535,0.158367997,-8.29628812,1.07e-16,2.44e-16,MIT0604_01083,EW14_1083,tier1:gene
12703.30235,-3.269866592,0.190038423,-17.20634455,2.38e-66,1.44e-65,MIT0604_01084,EW14_1084,tier1:gene
193.5427494,1.434018852,0.272266167,5.266974109,1.39e-07,2.29e-07,MIT0604_01085,EW14_1085,tier1:gene
945.8157003,-1.746057656,0.103392332,-16.88769004,5.54e-64,3.26e-63,MIT0604_01086,EW14_1086,tier1:gene
48.718302,0.376126908,0.424569085,0.885902722,0.375669949,0.401355108,MIT0604_01087,EW14_1087,tier1:gene
1277.857787,0.551527692,0.090428525,6.099045509,1.07e-09,1.94e-09,MIT0604_01088,,unresolved
278.0466846,-1.163671423,0.304592065,-3.82042593,0.000133,0.000188,MIT0604_01089,EW14_1089,tier1:gene
3172.64542,-1.180978929,0.100457934,-11.75595474,6.580000000000001e-32,2.2200000000000002e-31,MIT0604_01090,EW14_1090,tier1:gene
693.7810344,-2.156220736,0.141069184,-15.28484583,9.65e-53,4.8399999999999994e-52,MIT0604_01091,EW14_1091,tier1:gene
412.6529264,-1.218424253,0.122714017,-9.928973748,3.11e-23,8.459999999999999e-23,MIT0604_01092,EW14_1092,tier1:gene
309.9387312,0.339536237,0.168375649,2.016540039,0.043743536,0.051818876,MIT0604_01093,EW14_1093,tier1:gene
500.3243648,0.456360083,0.162437086,2.809457459,0.004962508,0.006266658,MIT0604_01094,EW14_1094,tier1:gene
25.84029323,0.16630179,0.493566091,0.336939253,0.736162694,0.756488472,MIT0604_01096,EW14_1096,tier1:gene
159.2098086,0.15162441,0.193393972,0.784018284,0.433029382,0.459518478,MIT0604_01097,EW14_1097,tier1:gene
398.1918969,1.750937539,0.126809421,13.80762976,2.29e-43,9.860000000000001e-43,MIT0604_01098,EW14_1098,tier1:gene
344.6050136,2.044397098,0.180635762,11.31778713,1.0700000000000001e-29,3.3800000000000003e-29,MIT0604_01099,EW14_1099,tier1:gene
84.37064389,2.372334978,0.249362902,9.513584244,1.8400000000000002e-21,4.77e-21,MIT0604_01100,EW14_1100,tier1:gene
57.20892392,-0.184788131,0.267324127,-0.691251226,0.489407677,0.516400781,MIT0604_01101,,unresolved
123.3074691,-0.16294437,0.329296699,-0.494825397,0.620723375,0.646297431,MIT0604_01102,EW14_1102,tier1:gene
91.40355974,2.547252326,0.225665594,11.28773013,1.51e-29,4.7600000000000004e-29,MIT0604_01103,EW14_1103,tier1:gene
189.2246736,-0.059714451,0.157446719,-0.379267676,0.704489101,0.726127487,MIT0604_01104,EW14_1104,tier1:gene
118.1958781,0.939722046,0.203111842,4.626623613,3.72e-06,5.75e-06,MIT0604_01105,EW14_1105,tier1:gene
380.9826574,0.297712842,0.220254768,1.351674901,0.176479338,0.197514054,MIT0604_01106,EW14_1106,tier1:gene
1731.856771,-5.009924055,0.171160642,-29.27030421,2.4799999999999997e-188,6.04e-187,MIT0604_01107,EW14_1107,tier1:gene
1601.074542,-4.609679141,0.127529887,-36.14587326,4.32e-286,2.2099999999999998e-284,MIT0604_01108,EW14_1108,tier1:gene
11.29191064,-1.769449809,0.694229153,-2.548797903,0.010809492,0.01335367,MIT0604_01109,EW14_1109,tier1:gene
206.8605666,0.564520054,0.257437687,2.192841537,0.028318798,0.033999167,MIT0604_01110,EW14_1110,tier1:gene
122.8881258,-0.213482412,0.223308796,-0.955996435,0.339074036,0.364923528,MIT0604_01111,EW14_1111,tier1:gene
281.9423748,0.784329482,0.141798355,5.531301708,3.18e-08,5.41e-08,MIT0604_01112,EW14_1112,tier1:gene
266.5010037,1.980140435,0.148736117,13.31311102,1.94e-40,7.92e-40,MIT0604_01113,EW14_1113,tier1:gene
2117.092569,-2.150566102,0.174033746,-12.35717874,4.46e-35,1.6299999999999999e-34,MIT0604_01114,EW14_1114,tier1:gene
3310.908375,-4.075884839,0.121115968,-33.65274542,2.84e-248,1.16e-246,MIT0604_01115,EW14_1115,tier1:gene
361.3021763,4.164529809,0.226849557,18.35811301,2.8400000000000003e-75,1.9299999999999997e-74,MIT0604_01116,EW14_1116,tier1:gene
146.9578611,0.659908651,0.208713417,3.161793139,0.001568009,0.002056191,MIT0604_01117,EW14_1117,tier1:gene
37.29237449,0.058961259,0.387124082,0.152305841,0.878945718,0.890694003,MIT0604_01118,EW14_1118,tier1:gene
64.12249192,-0.115655083,0.450181519,-0.256907665,0.797250053,0.813139441,MIT0604_01119,EW14_1119,tier1:gene
1595.882624,-1.724222636,0.097760118,-17.63728063,1.27e-69,7.95e-69,MIT0604_01120,EW14_1120,tier1:gene
238.2004173,-0.444487268,0.216457753,-2.053459676,0.040028017,0.047582666,MIT0604_01121,,unresolved
235.1728836,2.089095735,0.149595171,13.96499445,2.55e-44,1.12e-43,MIT0604_01122,EW14_1122,tier1:gene
73.88435417,0.480676204,0.333172128,1.442726338,0.149097577,0.16834128,MIT0604_01123,EW14_1123,tier1:gene
7.055861298,-0.921453317,0.857907594,-1.074070592,0.282791044,0.308403445,MIT0604_01124,EW14_1124,tier1:gene
623.8807426,-0.879085626,0.141192906,-6.226131703,4.78e-10,8.82e-10,MIT0604_01125,EW14_1125,tier1:gene
11.18749089,-0.293511276,0.577366318,-0.508362311,0.611199279,0.636704796,MIT0604_01126,EW14_1126,tier1:gene
489.9332688,-1.060371267,0.131309939,-8.075331329,6.73e-16,1.51e-15,MIT0604_01127,EW14_1127,tier1:gene
40.68809708,-1.774672806,0.342543915,-5.180862157,2.21e-07,3.61e-07,MIT0604_01128,EW14_1128,tier1:gene
232.2797399,2.253152093,0.194375852,11.59172846,4.540000000000001e-31,1.5e-30,MIT0604_01129,EW14_1129,tier1:gene
646.0546958,1.126871734,0.102154937,11.03100606,2.71e-28,8.26e-28,MIT0604_01130,EW14_1130,tier1:gene
2816.007913,-3.395271753,0.127224573,-26.6872325,6.62e-157,1.2400000000000001e-155,MIT0604_01131,EW14_1131,tier1:gene
1339.15679,-2.257665282,0.149072658,-15.14473088,8.209999999999999e-52,4.07e-51,MIT0604_01132,EW14_1132,tier1:gene
285.3492885,3.604169194,0.1660793,21.70149555,1.99e-104,1.9800000000000001e-103,MIT0604_01133,EW14_1133,tier1:gene
133.3063652,0.737071789,0.189457204,3.890439498,0.0001,0.000143,MIT0604_01134,EW14_1134,tier1:gene
914.5103649,0.742473452,0.087555899,8.479993458,2.25e-17,5.16e-17,MIT0604_01135,EW14_1135,tier1:gene
51.07944079,0.905530332,0.354828029,2.552025933,0.010709855,0.01323857,MIT0604_01136,EW14_1136,tier1:gene
275.0951571,-3.197380756,0.266690536,-11.98910469,4.05e-33,1.4e-32,MIT0604_01137,EW14_1137,tier1:gene
181.6614805,-0.330187473,0.326036155,-1.012732693,0.311187858,0.337216276,MIT0604_01138,EW14_1138,tier1:gene
706.8843762,0.022084658,0.108116088,0.204268009,0.838144068,0.8523005,MIT0604_01139,EW14_1139,tier1:gene
309.865554,-1.064951247,0.280075977,-3.802365554,0.000143,0.000202,MIT0604_01140,EW14_1140,tier1:gene
321.2735137,-2.512861063,0.26920134,-9.334504303,1.01e-20,2.57e-20,MIT0604_01141,EW14_1141,tier1:gene
878.5287269,-0.875931083,0.153099017,-5.721337079,1.06e-08,1.84e-08,MIT0604_01142,EW14_1142,tier1:gene
104.0764259,-1.359328584,0.231760566,-5.865228113,4.49e-09,7.94e-09,MIT0604_01143,EW14_1143,tier1:gene
392.7470466,0.067358318,0.129621551,0.519653697,0.603304965,0.629845036,MIT0604_01144,EW14_1144,tier1:gene
83.84962568,-1.237641058,0.259387932,-4.771390283,1.83e-06,2.87e-06,MIT0604_01145,EW14_1145,tier1:gene
568.2690329,-5.03225859,0.207775309,-24.21971413,1.38e-129,1.8799999999999998e-128,MIT0604_01146,EW14_1146,tier1:gene
299.8460851,-5.467931433,0.292072868,-18.72112078,3.33e-78,2.36e-77,MIT0604_01147,EW14_1147,tier1:gene
20.53975068,1.24915975,0.409607439,3.049651033,0.002291074,0.002970126,MIT0604_01148,EW14_1148,tier1:gene
61.45759025,0.265101782,0.260553721,1.017455368,0.308936854,0.335131818,MIT0604_01149,EW14_1149,tier1:gene
57.07112883,1.820555346,0.524067039,3.473897824,0.000513,0.000696,MIT0604_01150,EW14_1150,tier1:gene
119.4460536,0.659330542,0.211519738,3.11711119,0.001826327,0.002385763,MIT0604_01151,EW14_1151,tier1:gene
265.852507,1.973902145,0.138595216,14.24220985,5.01e-46,2.26e-45,MIT0604_01152,EW14_1152,tier1:gene
90.66730507,0.760288913,0.27798337,2.735015817,0.006237728,0.007833515,MIT0604_01153,EW14_1153,tier1:gene
5.286685622,0.746981287,0.782036321,0.955174673,0.339489371,0.365002397,MIT0604_01154,EW14_1154,tier1:gene
63.08176981,2.275879544,0.299072556,7.609790673,2.75e-14,5.9e-14,MIT0604_01155,EW14_1155,tier1:gene
54.75301842,0.67877288,0.272806204,2.4881138,0.012842263,0.01576026,MIT0604_01156,EW14_1156,tier1:gene
101.8091965,-2.040887944,0.377682594,-5.403711943,6.53e-08,1.09e-07,MIT0604_01157,EW14_1157,tier1:gene
572.7008178,-2.94510417,0.163870174,-17.97217943,3.22e-72,2.09e-71,MIT0604_01158,EW14_1158,tier1:gene
78.46348443,-1.353951545,0.250902721,-5.396320702,6.8e-08,1.13e-07,MIT0604_01159,EW14_1159,tier1:gene
171.6188521,-0.304801485,0.154866939,-1.968150765,0.049050693,0.057804703,MIT0604_01160,EW14_1160,tier1:gene
131.4995547,-0.383827744,0.208066289,-1.844737782,0.065075692,0.075946375,MIT0604_01161,EW14_1161,tier1:gene
67.39840705,-1.382147972,0.270350186,-5.112435801,3.18e-07,5.15e-07,MIT0604_01162,EW14_1162,tier1:gene
6.636637148,0.14495198,0.799008746,0.18141476,0.856042034,0.869636746,MIT0604_01163,EW14_1163,tier1:gene
37.65813171,-0.279907427,0.535285959,-0.522911955,0.601035525,0.628034568,MIT0604_01164,EW14_1164,tier1:gene
195.3824671,0.09437433,0.181649444,0.519540978,0.603383545,0.629845036,MIT0604_01165,EW14_1165,tier1:gene
617.7008285,-1.569981692,0.176039323,-8.918357905,4.73e-19,1.15e-18,MIT0604_01166,EW14_1166,tier1:gene
66.71556802,-3.134556175,0.374114288,-8.378605887,5.36e-17,1.22e-16,MIT0604_01167,EW14_1167,tier1:gene
258.630274,-4.416638094,0.379359234,-11.64236349,2.51e-31,8.31e-31,MIT0604_01168,EW14_1168,tier1:gene
116.9534406,-0.683937994,0.201913606,-3.387280373,0.000706,0.000945,MIT0604_01169,EW14_1169,tier1:gene
2.138709138,1.265700425,1.194951436,1.059206581,0.289505709,0.314887453,MIT0604_01170,EW14_1170,tier1:gene
3.702152568,2.854147839,1.274077692,2.240167814,0.02508003,0.030199307,MIT0604_01171,EW14_1171,tier1:gene
82.21456318,0.144635311,0.23191046,0.623668768,0.532845138,0.559501079,MIT0604_01172,EW14_1172,tier1:gene
444.263102,-0.504291648,0.205484202,-2.454162619,0.014121311,0.017278137,MIT0604_01173,EW14_1173,tier1:gene
14.03804239,3.169556131,0.717064609,4.420182075,9.86e-06,1.49e-05,MIT0604_01174,EW14_1174,tier1:gene
8929.240952,-1.227600573,0.087853423,-13.97328103,2.27e-44,9.95e-44,MIT0604_01175,EW14_1175,tier1:gene
1729.776289,-0.800080308,0.152718762,-5.238912989,1.62e-07,2.66e-07,MIT0604_01176,EW14_1176,tier1:gene
296.2063291,0.272972306,0.153857246,1.774192076,0.076031384,0.088279208,MIT0604_01177,EW14_1177,tier1:gene
2977.391273,2.292915317,0.168639466,13.59655229,4.1999999999999995e-42,1.76e-41,MIT0604_01178,EW14_1178,tier1:gene
301.4505807,0.712722751,0.17998469,3.95990766,7.5e-05,0.000108,MIT0604_01179,EW14_1179,tier1:gene
1893.366685,4.991731566,0.136109024,36.67450862,1.86e-294,1.03e-292,MIT0604_01180,,unresolved
874.9792652,2.437020833,0.108681209,22.42357116,2.32e-111,2.48e-110,MIT0604_01181,EW14_1181,tier1:gene
285.6655218,1.179892608,0.132739622,8.888774827,6.18e-19,1.5e-18,MIT0604_01182,EW14_1182,tier1:gene
2977.450296,-1.22506009,0.124243482,-9.860155813,6.2e-23,1.6700000000000001e-22,MIT0604_01183,EW14_1183,tier1:gene
193.2359183,-2.463277701,0.294766886,-8.356697503,6.45e-17,1.47e-16,MIT0604_01184,,unresolved
5.433440974,0.25024063,0.894613058,0.279719403,0.779692791,0.796820341,MIT0604_01185,EW14_1185,tier1:gene
31.35560602,-0.247449177,0.424444481,-0.582995393,0.559896402,0.58654449,MIT0604_01186,EW14_1186,tier1:gene
775.3531143,1.501763441,0.173049946,8.678208075,4.02e-18,9.55e-18,MIT0604_01187,EW14_1187,tier1:gene
334.0277361,1.63229943,0.135040288,12.08749962,1.2300000000000001e-33,4.36e-33,MIT0604_01188,EW14_1188,tier1:gene
265.9159895,0.659287505,0.183950016,3.584057877,0.000338,0.000464,MIT0604_01189,EW14_1189,tier1:gene
76.28933774,-1.719841544,0.414608117,-4.148113539,3.35e-05,4.93e-05,MIT0604_01190,EW14_1190,tier1:gene
2750.551483,-3.554060186,0.171134705,-20.76761798,8.5e-96,7.56e-95,MIT0604_01191,EW14_1191,tier1:gene
84.05251069,2.729319903,0.33482801,8.151408546,3.6e-16,8.07e-16,MIT0604_01192,EW14_1192,tier1:gene
18.26295507,1.642792484,0.536260598,3.063421945,0.002188213,0.002840375,MIT0604_01193,EW14_1193,tier1:gene
223.6241626,1.725190236,0.155960896,11.06168459,1.92e-28,5.92e-28,MIT0604_01194,EW14_1194,tier1:gene
111.3303695,-1.080852275,0.197286452,-5.478593495,4.29e-08,7.22e-08,MIT0604_01195,EW14_1195,tier1:gene
258.211376,2.189594835,0.14687429,14.90795182,2.93e-50,1.42e-49,MIT0604_01196,EW14_1196,tier1:gene
173.8094988,1.412670269,0.20538528,6.878147604,6.06e-12,1.21e-11,MIT0604_01197,EW14_1197,tier1:gene
286.8821442,2.517784568,0.161859267,15.55539333,1.4599999999999998e-54,7.68e-54,MIT0604_01198,EW14_1198,tier1:gene
593.7839854,2.687705325,0.126426794,21.25898503,2.72e-100,2.59e-99,MIT0604_01199,EW14_1199,tier1:gene
78.84981957,1.453961725,0.285808472,5.08718904,3.63e-07,5.88e-07,MIT0604_01200,EW14_1200,tier1:gene
1294.167387,1.003067344,0.083659739,11.98984554,4.02e-33,1.39e-32,MIT0604_01201,EW14_1201,tier1:gene
231.8519181,1.341185511,0.183689866,7.30135822,2.85e-13,5.93e-13,MIT0604_01202,EW14_1202,tier1:gene
332.9333014,0.813665334,0.163126632,4.98793681,6.1e-07,9.79e-07,MIT0604_01203,EW14_1203,tier1:gene
552.7237837,-1.125840376,0.126349651,-8.91051433,5.08e-19,1.23e-18,MIT0604_01204,EW14_1204,tier1:gene
1979.447197,-0.686472393,0.107807966,-6.367547958,1.92e-10,3.59e-10,MIT0604_01205,EW14_1205,tier1:gene
269.1923045,1.708191945,0.161519599,10.57575647,3.86e-26,1.13e-25,MIT0604_01206,EW14_1206,tier1:gene
475.2127608,-0.181872348,0.119224246,-1.525464444,0.127143295,0.143950401,MIT0604_01207,EW14_1207,tier1:gene
1045.233062,-5.270938836,0.240326638,-21.93239531,1.28e-106,1.32e-105,MIT0604_01208,EW14_1208,tier1:gene
491.6008319,0.869155101,0.160897475,5.401918827,6.59e-08,1.1e-07,MIT0604_01209,EW14_1209,tier1:gene
5778.423561,-1.999395357,0.097018642,-20.60836257,2.3099999999999998e-94,1.99e-93,MIT0604_01210,EW14_1210,tier1:gene
9074.130177,-3.411033302,0.109190779,-31.23920662,3.1299999999999997e-214,9.15e-213,MIT0604_01211,EW14_1211,tier1:gene
1670.232047,-0.453856036,0.13356385,-3.398045479,0.000679,0.000911,MIT0604_01212,EW14_1212,tier1:gene
6901.642312,-0.55535462,0.162149515,-3.424953932,0.000615,0.00083,MIT0604_01213,EW14_1213,tier1:gene
1450.274474,0.770195678,0.107046594,7.194957345,6.25e-13,1.29e-12,MIT0604_01214,EW14_1214,tier1:gene
1518.217857,-1.038677291,0.125939989,-8.247398636,1.62e-16,3.66e-16,MIT0604_01215,EW14_1215,tier1:gene
3011.717814,-0.87989752,0.168274092,-5.228954208,1.7e-07,2.8e-07,MIT0604_01216,EW14_1216,tier1:gene
708.948017,-0.457442548,0.101283251,-4.516467845,6.29e-06,9.63e-06,MIT0604_01217,EW14_1217,tier1:gene
529.1523498,1.232954106,0.131056723,9.407789821,5.0700000000000004e-21,1.3e-20,MIT0604_01218,EW14_1218,tier1:gene
640.3821124,-0.153255821,0.122994218,-1.246040851,0.212749398,0.235531648,MIT0604_01219,EW14_1219,tier1:gene
1198.761672,-0.205707819,0.093414615,-2.202094589,0.027658628,0.033245573,MIT0604_01220,EW14_1220,tier1:gene
316.9415179,0.822560879,0.162418287,5.064459756,4.1e-07,6.61e-07,MIT0604_01221,EW14_1221,tier1:gene
1375.77546,2.032014864,0.089487823,22.70716625,3.81e-114,4.17e-113,MIT0604_01222,EW14_1222,tier1:gene
1148.959506,1.827301872,0.100806935,18.12674768,1.96e-73,1.3e-72,MIT0604_01223,EW14_1223,tier1:gene
2265.616687,-0.111033962,0.095643299,-1.160917319,0.245675525,0.269650295,MIT0604_01224,EW14_1224,tier1:gene
7726.380235,-2.372792004,0.120563663,-19.6808221,3.15e-86,2.4800000000000002e-85,MIT0604_01225,EW14_1225,tier1:gene
137.0739889,-1.770697756,0.193940954,-9.130086846,6.84e-20,1.7e-19,MIT0604_01226,EW14_1226,tier1:gene
1290.583317,0.203624575,0.128659035,1.582668291,0.113497089,0.129503089,MIT0604_01228,EW14_1228,tier1:gene
413.46423,-0.646805513,0.157899606,-4.096308586,4.2e-05,6.12e-05,MIT0604_01229,EW14_1229,tier1:gene
608.0375924,-1.748282377,0.134119008,-13.03530653,7.71e-39,3.05e-38,MIT0604_01230,EW14_1230,tier1:gene
8307.065945,-0.841968545,0.144417501,-5.830100488,5.54e-09,9.75e-09,MIT0604_01231,EW14_1231,tier1:gene
948.114451,0.173396465,0.138065574,1.255899357,0.209152462,0.231674832,MIT0604_01232,EW14_1232,tier1:gene
58.69358409,2.768479768,0.385681757,7.178145499,7.07e-13,1.45e-12,MIT0604_01233,EW14_1233,tier1:gene
884.2051094,0.160975729,0.148906056,1.081055622,0.279672372,0.30549058,MIT0604_01234,EW14_1234,tier1:gene
646.6876736,0.646193714,0.124005591,5.211004688,1.88e-07,3.08e-07,MIT0604_01235,EW14_1235,tier1:gene
557.8946744,0.639814338,0.109282272,5.854694687,4.78e-09,8.44e-09,MIT0604_01236,EW14_1236,tier1:gene
1054.150482,2.94539418,0.177792023,16.56651483,1.22e-61,6.98e-61,MIT0604_01237,EW14_1237,tier1:gene
1777.270806,0.041444037,0.130072289,0.318623108,0.750012328,0.769892309,MIT0604_01238,EW14_1238,tier1:gene
19295.96244,-1.228557614,0.097974375,-12.53958098,4.53e-36,1.7e-35,MIT0604_01239,EW14_1239,tier1:gene
265.2168395,1.027458343,0.305579435,3.362328166,0.000773,0.001030677,MIT0604_01240,EW14_1240,tier1:gene
963.974183,-1.932599658,0.092287146,-20.94115745,2.2600000000000002e-97,2.06e-96,MIT0604_01241,EW14_1241,tier1:gene
330.1614982,-0.59189211,0.136496001,-4.336332992,1.45e-05,2.18e-05,MIT0604_01242,EW14_1242,tier1:gene
748.1112783,0.778718921,0.129197392,6.027357878,1.67e-09,3.02e-09,MIT0604_01243,EW14_1243,tier1:gene
841.2010869,0.523521628,0.095427382,5.486073484,4.11e-08,6.93e-08,MIT0604_01244,EW14_1244,tier1:gene
527.0175557,0.753316288,0.133874031,5.627053139,1.83e-08,3.15e-08,MIT0604_01245,EW14_1245,tier1:gene
295.4316314,1.926199546,0.132110986,14.58016177,3.7599999999999996e-48,1.79e-47,MIT0604_01246,EW14_1246,tier1:gene
325.2065331,1.022548679,0.175663813,5.821054791,5.85e-09,1.03e-08,MIT0604_01247,EW14_1247,tier1:gene
316.6632755,-0.784406032,0.191796308,-4.089786928,4.32e-05,6.28e-05,MIT0604_01248,EW14_1248,tier1:gene
1340.619712,-0.524831718,0.11018052,-4.763380303,1.9e-06,2.98e-06,MIT0604_01249,EW14_1249,tier1:gene
744.7023223,0.253295995,0.162978027,1.554172668,0.120143235,0.136553694,MIT0604_01250,EW14_1250,tier1:gene
335.3552479,-2.461351045,0.354324769,-6.94659606,3.74e-12,7.55e-12,MIT0604_01251,EW14_1251,tier1:gene
3823.086723,-3.26579797,0.099905253,-32.6889514,2.24e-234,8.34e-233,MIT0604_01252,EW14_1252,tier1:gene
147.7819257,2.025146247,0.196355514,10.31367142,6.11e-25,1.73e-24,MIT0604_01253,EW14_1253,tier1:gene
393.6920164,2.441138079,0.213920212,11.41144196,3.6699999999999995e-30,1.1700000000000001e-29,MIT0604_01254,EW14_1254,tier1:gene
66.67139764,0.967907379,0.267375116,3.620035374,0.000295,0.000406,MIT0604_01255,EW14_1255,tier1:gene
588.8459567,0.486476914,0.137667859,3.533699997,0.00041,0.000559,MIT0604_01256,EW14_1256,tier1:gene
471.3031844,-2.00161398,0.166204992,-12.04304366,2.1100000000000002e-33,7.41e-33,MIT0604_01257,EW14_1257,tier1:gene
749.1455887,-1.524310289,0.189248143,-8.054558748,7.98e-16,1.78e-15,MIT0604_01258,EW14_1258,tier1:gene
366.7001968,1.580216887,0.139305483,11.3435369,7.989999999999999e-30,2.53e-29,MIT0604_01259,EW14_1259,tier1:gene
970.1146011,0.100508792,0.10478984,0.959146342,0.337485027,0.363404446,MIT0604_01260,EW14_1260,tier1:gene
581.2984261,-0.497162018,0.118887757,-4.181776414,2.89e-05,4.27e-05,MIT0604_01261,EW14_1261,tier1:gene
1900.177182,-1.011728055,0.117650254,-8.599454914,8.01e-18,1.87e-17,MIT0604_01262,EW14_1262,tier1:gene
128.490007,-0.339166282,0.183099987,-1.852355576,0.06397478,0.074746789,MIT0604_01263,EW14_1263,tier1:gene
5227.344115,-1.92066647,0.16834915,-11.40882786,3.78e-30,1.2100000000000001e-29,MIT0604_01264,EW14_1264,tier1:gene
213.1153435,0.685371494,0.160631516,4.266731163,1.98e-05,2.95e-05,MIT0604_01265,EW14_1265,tier1:gene
953.7921771,0.544627214,0.159819897,3.407756009,0.000655,0.000881,MIT0604_01266,EW14_1266,tier1:gene
3864.788169,-1.932826156,0.172349476,-11.21457517,3.4600000000000003e-29,1.08e-28,MIT0604_01267,EW14_1267,tier1:gene
813.6626833,-2.787521127,0.116383939,-23.95108078,9e-127,1.2e-125,MIT0604_01268,EW14_1268,tier1:gene
2.879041595,-0.478926334,1.253061614,-0.382204936,0.702309361,0.724245472,MIT0604_01270,EW14_1270,tier1:gene
10442.06625,1.29931559,0.474058118,2.74083607,0.006128307,0.007705556,MIT0604_01271,EW14_1271,tier1:gene
31.74176197,-3.177778786,0.512711365,-6.1979878,5.72e-10,1.05e-09,MIT0604_01272,EW14_1272,tier1:gene
262204.214,-2.242356152,0.173422778,-12.92999786,3.05e-38,1.1900000000000002e-37,MIT0604_01273,EW14_1273,tier1:gene
2351.636752,-4.19308016,0.100285705,-41.81134444,0.0,0.0,MIT0604_01274,EW14_1274,tier1:gene
2597.272552,-0.568759238,0.157820533,-3.603835494,0.000314,0.000432,MIT0604_01275,EW14_1275,tier1:gene
1389.437536,1.100486589,0.11278921,9.757020132,1.72e-22,4.59e-22,MIT0604_01276,EW14_1276,tier1:gene
611.9233879,0.915015074,0.174102315,5.255616919,1.48e-07,2.43e-07,MIT0604_01277,EW14_1277,tier1:gene
405.394764,-0.23915517,0.157972932,-1.513899666,0.130051289,0.147161409,MIT0604_01278,EW14_1278,tier1:gene
1058.22646,0.082816233,0.096665166,0.856732948,0.39159249,0.417494702,MIT0604_01279,EW14_1279,tier1:gene
309.2622157,1.288021376,0.145455106,8.85511283,8.36e-19,2.02e-18,MIT0604_01280,EW14_1280,tier1:gene
202.520231,-0.780458998,0.201602835,-3.871269959,0.000108,0.000154,MIT0604_01281,EW14_1281,tier1:gene
629.923852,-1.383562589,0.114062969,-12.12981396,7.34e-34,2.61e-33,MIT0604_01282,EW14_1282,tier1:gene
30.2502605,2.900682706,0.559017877,5.188890774,2.12e-07,3.46e-07,MIT0604_01283,EW14_1283,tier1:gene
23.69153781,1.402745337,0.412116269,3.403761129,0.000665,0.000893,MIT0604_01284,EW14_1284,tier1:gene
487.3543734,0.070405474,0.182652237,0.385461879,0.699895245,0.722119741,MIT0604_01286,EW14_1286,tier1:gene
1313.95206,5.543103231,0.193009746,28.71929183,2.1900000000000002e-181,5.1e-180,MIT0604_01287,EW14_1287,tier1:gene
151.7699076,2.937697227,0.207135845,14.18246673,1.18e-45,5.2699999999999995e-45,MIT0604_01288,EW14_1288,tier1:gene
16929.10365,-0.830860556,0.108827359,-7.63466616,2.26e-14,4.87e-14,MIT0604_01289,EW14_1289,tier1:gene
40.65256368,-1.1649271,0.296761411,-3.925466909,8.66e-05,0.000124,MIT0604_01290,EW14_1290,tier1:gene
257.2395518,-0.104465903,0.12966945,-0.805632347,0.420454868,0.446869738,MIT0604_01291,EW14_1291,tier1:gene
111.9293907,0.209163893,0.268473179,0.779086737,0.435928622,0.462355383,MIT0604_01292,EW14_1292,tier1:gene
1942.622517,-2.118324632,0.134846415,-15.70916534,1.3099999999999998e-55,7.03e-55,MIT0604_01293,EW14_1293,tier1:gene
411.3118542,-0.604127481,0.121795821,-4.960165937,7.04e-07,1.12e-06,MIT0604_01294,EW14_1294,tier1:gene
244.2452418,-0.780423207,0.164496925,-4.7443027,2.09e-06,3.26e-06,MIT0604_01295,EW14_1295,tier1:gene
160.7757616,-0.288374626,0.225138008,-1.28087935,0.200236047,0.222279386,MIT0604_01296,EW14_1296,tier1:gene
335.4135167,1.29698943,0.14973145,8.662104253,4.63e-18,1.09e-17,MIT0604_01297,EW14_1297,tier1:gene
577.04347,0.001333688,0.143251197,0.009310134,0.992571695,0.993542425,MIT0604_01298,EW14_1298,tier1:gene
420.7413373,0.639669498,0.17089552,3.743044287,0.000182,0.000254,MIT0604_01299,EW14_1299,tier1:gene
219.5717489,-0.172763623,0.179838225,-0.960661299,0.336722496,0.362946422,MIT0604_01300,EW14_1300,tier1:gene
139.4497774,1.858266156,0.244936424,7.586728545,3.28e-14,7e-14,MIT0604_01301,EW14_1301,tier1:gene
1328.229413,1.273078125,0.136742594,9.310033453,1.28e-20,3.24e-20,MIT0604_01302,EW14_1302,tier1:gene
1669.552569,3.975806238,0.167687054,23.70967904,2.8700000000000003e-124,3.69e-123,MIT0604_01303,EW14_1303,tier1:gene
59.26964921,-1.382667311,0.25270531,-5.471461248,4.46e-08,7.51e-08,MIT0604_01304,EW14_1304,tier1:gene
89.31939708,1.674614173,0.267384231,6.262950397,3.78e-10,7e-10,MIT0604_01305,EW14_1305,tier1:gene
127.8276603,1.682030823,0.182835741,9.199682828,3.59e-20,9.01e-20,MIT0604_01306,EW14_1306,tier1:gene
185.2881032,-2.579811595,0.211998707,-12.16899681,4.5499999999999995e-34,1.63e-33,MIT0604_01307,EW14_1307,tier1:gene
8.012635928,1.962876233,0.831607635,2.360339361,0.018258224,0.022193934,MIT0604_01308,EW14_1308,tier1:gene
287.1426723,-2.430935105,0.152337488,-15.95756326,2.52e-57,1.38e-56,MIT0604_01309,EW14_1309,tier1:gene
286.0743338,-1.61955575,0.190821461,-8.48728304,2.12e-17,4.85e-17,MIT0604_01310,EW14_1310,tier1:gene
