mit0604_id,locus_tag
MIT0604_01766,EW14_1766
MIT0604_01767,EW14_1767
MIT0604_01768,EW14_1768
MIT0604_01769,EW14_1769
MIT0604_01770,EW14_1770
MIT0604_01771,EW14_1771
MIT0604_01772,EW14_1772
MIT0604_01773,EW14_1773
MIT0604_01774,EW14_1774
MIT0604_01775,EW14_1775
MIT0604_01776,EW14_1776
MIT0604_01777,EW14_1777
MIT0604_01778,EW14_1778
MIT0604_01779,EW14_1779
MIT0604_01780,EW14_1780
MIT0604_01781,EW14_1781
MIT0604_01782,EW14_1782
MIT0604_01783,EW14_1783
MIT0604_01784,EW14_1784
MIT0604_01785,EW14_1785
MIT0604_01786,EW14_1786
MIT0604_01787,EW14_1787
MIT0604_01788,EW14_1788
MIT0604_01789,EW14_1789
MIT0604_01790,EW14_1790
MIT0604_01791,EW14_1791
MIT0604_01792,EW14_1792
MIT0604_01793,EW14_1793
MIT0604_01794,EW14_1794
MIT0604_01795,EW14_1795
MIT0604_01796,EW14_1796
MIT0604_01797,EW14_1797
MIT0604_01798,EW14_1798
MIT0604_01799,EW14_1799
MIT0604_01800,EW14_1800
MIT0604_01801,EW14_1801
MIT0604_01802,EW14_1802
MIT0604_01803,EW14_1803
MIT0604_01804,EW14_1804
MIT0604_01805,EW14_1805
MIT0604_01806,EW14_1806
MIT0604_01807,EW14_1807
MIT0604_01808,EW14_1808
MIT0604_01809,EW14_1809
MIT0604_01810,EW14_1810
MIT0604_01811,EW14_1811
MIT0604_01812,EW14_1812
MIT0604_01813,EW14_1813
MIT0604_01814,EW14_1814
MIT0604_01815,EW14_1815
MIT0604_01816,EW14_1816
MIT0604_01817,EW14_1817
MIT0604_01818,EW14_1818
MIT0604_01819,EW14_1819
MIT0604_01820,EW14_1820
MIT0604_01821,EW14_1821
MIT0604_01822,EW14_1822
MIT0604_01823,EW14_1823
MIT0604_01824,EW14_1824
MIT0604_01825,EW14_1825
MIT0604_01826,EW14_1826
MIT0604_01827,EW14_1827
MIT0604_01828,EW14_1828
MIT0604_01829,EW14_1829
MIT0604_01830,EW14_1830
MIT0604_01831,EW14_1831
MIT0604_01832,EW14_1832
MIT0604_01833,EW14_1833
MIT0604_01834,EW14_1834
MIT0604_01835,EW14_1835
MIT0604_01836,EW14_1836
MIT0604_01837,EW14_1837
MIT0604_01838,EW14_1838
MIT0604_01839,EW14_1839
MIT0604_01840,EW14_1840
MIT0604_01841,EW14_1841
MIT0604_01842,EW14_1842
MIT0604_01843,EW14_1843
MIT0604_01844,EW14_1844
MIT0604_01845,EW14_1845
MIT0604_01846,EW14_1846
MIT0604_01847,EW14_1847
MIT0604_01848,EW14_1848
MIT0604_01849,EW14_1849
MIT0604_01850,EW14_1850
MIT0604_01852,EW14_1852
MIT0604_01853,EW14_1853
MIT0604_01855,EW14_1855
MIT0604_01856,EW14_1856
MIT0604_01857,EW14_1857
MIT0604_01858,EW14_1858
MIT0604_01859,EW14_1859
MIT0604_01860,EW14_1860
MIT0604_01861,EW14_1861
MIT0604_01862,EW14_1862
MIT0604_01863,EW14_1863
MIT0604_01864,EW14_1864
MIT0604_01865,EW14_1865
MIT0604_01866,EW14_1866
MIT0604_01867,EW14_1867
MIT0604_01868,EW14_1868
MIT0604_01869,EW14_1869
MIT0604_01870,EW14_1870
MIT0604_01871,EW14_1871
MIT0604_01872,EW14_1872
MIT0604_01873,EW14_1873
MIT0604_01874,EW14_1874
MIT0604_01875,EW14_1875
MIT0604_01876,EW14_1876
MIT0604_01877,EW14_1877
MIT0604_01878,EW14_1878
MIT0604_01879,EW14_1879
MIT0604_01880,EW14_1880
MIT0604_01881,EW14_1881
MIT0604_01882,EW14_1882
MIT0604_01883,EW14_1883
MIT0604_01884,EW14_1884
MIT0604_01885,EW14_1885
MIT0604_01886,EW14_1886
MIT0604_01887,EW14_1887
MIT0604_01888,EW14_1888
MIT0604_01889,EW14_1889
MIT0604_01890,EW14_1890
MIT0604_01891,EW14_1891
MIT0604_01892,EW14_1892
MIT0604_01893,EW14_1893
MIT0604_01894,EW14_1894
MIT0604_01895,EW14_1895
MIT0604_01896,EW14_1896
MIT0604_01897,EW14_1897
MIT0604_01898,EW14_1898
MIT0604_01899,EW14_1899
MIT0604_01900,EW14_1900
MIT0604_01901,EW14_1901
MIT0604_01902,EW14_1902
MIT0604_01903,EW14_1903
MIT0604_01904,EW14_1904
MIT0604_01905,EW14_1905
MIT0604_01906,EW14_1906
MIT0604_01907,EW14_1907
MIT0604_01908,EW14_1908
MIT0604_01909,EW14_1909
MIT0604_01910,EW14_1910
MIT0604_01911,EW14_1911
MIT0604_01912,EW14_1912
MIT0604_01913,EW14_1913
MIT0604_01914,EW14_1914
MIT0604_01915,EW14_1915
MIT0604_01916,EW14_1916
MIT0604_01917,EW14_1917
MIT0604_01918,EW14_1918
MIT0604_01919,EW14_1919
MIT0604_01920,EW14_1920
MIT0604_01921,EW14_1921
MIT0604_01922,EW14_1922
MIT0604_01923,EW14_1923
MIT0604_01924,EW14_1924
MIT0604_01925,EW14_1925
MIT0604_01926,EW14_1926
MIT0604_01927,EW14_1927
MIT0604_01928,EW14_1928
MIT0604_01929,EW14_1929
MIT0604_01930,EW14_1930
MIT0604_01931,EW14_1931
MIT0604_01932,EW14_1932
MIT0604_01933,EW14_1933
MIT0604_01934,EW14_1934
MIT0604_01935,EW14_1935
MIT0604_01936,EW14_1936
MIT0604_01937,EW14_1937
MIT0604_01938,EW14_1938
MIT0604_01939,EW14_1939
MIT0604_01940,EW14_1940
MIT0604_01941,EW14_1941
MIT0604_01942,EW14_1942
MIT0604_01943,EW14_1943
MIT0604_01944,EW14_1944
MIT0604_01945,EW14_1945
MIT0604_01946,EW14_1946
MIT0604_01947,EW14_1947
MIT0604_01948,EW14_1948
MIT0604_01949,EW14_1949
MIT0604_01950,EW14_1950
MIT0604_01951,EW14_1951
MIT0604_01952,EW14_1952
MIT0604_01953,EW14_1953
MIT0604_01954,EW14_1954
MIT0604_01955,EW14_1955
MIT0604_01956,EW14_1956
MIT0604_01957,EW14_1957
MIT0604_01958,EW14_1958
MIT0604_01959,EW14_1959
MIT0604_01960,EW14_1960
MIT0604_01961,EW14_1961
MIT0604_01962,EW14_1962
MIT0604_01963,EW14_1963
MIT0604_01964,EW14_1964
MIT0604_01965,EW14_1965
MIT0604_01966,EW14_1966
MIT0604_01967,EW14_1967
MIT0604_01968,EW14_1968
MIT0604_01969,EW14_1969
MIT0604_01970,EW14_1970
MIT0604_01971,EW14_1971
MIT0604_01972,EW14_1972
MIT0604_01973,EW14_1973
MIT0604_01974,EW14_1974
MIT0604_01975,EW14_1975
MIT0604_01976,EW14_1976
MIT0604_01977,EW14_1977
MIT0604_01978,EW14_1978
MIT0604_01979,EW14_1979
MIT0604_01980,EW14_1980
MIT0604_01981,EW14_1981
MIT0604_01982,EW14_1982
MIT0604_01983,EW14_1983
MIT0604_01984,EW14_1984
MIT0604_01985,EW14_1985
MIT0604_01986,EW14_1986
MIT0604_01987,EW14_1987
MIT0604_01988,EW14_1988
MIT0604_01989,EW14_1989
MIT0604_01990,EW14_1990
MIT0604_01991,EW14_1991
MIT0604_01992,EW14_1992
MIT0604_01993,EW14_1993
MIT0604_01994,EW14_1994
MIT0604_01995,EW14_1995
MIT0604_01996,EW14_1996
MIT0604_01997,EW14_1997
MIT0604_01998,EW14_1998
MIT0604_01999,EW14_1999
MIT0604_02000,EW14_2000
MIT0604_02001,EW14_2001
MIT0604_02002,EW14_2002
MIT0604_02003,EW14_2003
MIT0604_02004,EW14_2004
MIT0604_02005,EW14_2005
MIT0604_02006,EW14_2006
MIT0604_02007,EW14_2007
MIT0604_02008,EW14_2008
MIT0604_02009,EW14_2009
MIT0604_02010,EW14_2010
MIT0604_02011,EW14_2011
MIT0604_02012,EW14_2012
MIT0604_02013,EW14_2013
MIT0604_02014,EW14_2014
MIT0604_02015,EW14_2015
MIT0604_02016,EW14_2016
MIT0604_02017,EW14_2017
MIT0604_02018,EW14_2018
MIT0604_02019,EW14_2019
MIT0604_02020,EW14_2020
MIT0604_02021,EW14_2021
MIT0604_02022,EW14_2022
MIT0604_02023,EW14_2023
MIT0604_02024,EW14_2024
MIT0604_02025,EW14_2025
MIT0604_02026,EW14_2026
MIT0604_02027,EW14_2027
MIT0604_02028,EW14_2028
MIT0604_02029,EW14_2029
MIT0604_02030,EW14_2030
MIT0604_02031,EW14_2031
MIT0604_02032,EW14_2032
MIT0604_02033,EW14_2033
MIT0604_02034,EW14_2034
MIT0604_02035,EW14_2035
MIT0604_02036,EW14_2036
MIT0604_02037,EW14_2037
MIT0604_02038,EW14_2038
MIT0604_02039,EW14_2039
MIT0604_02040,EW14_2040
MIT0604_02041,EW14_2041
MIT0604_02042,EW14_2042
MIT0604_02043,EW14_2043
MIT0604_02044,EW14_2044
MIT0604_02045,EW14_2045
MIT0604_02046,EW14_2046
MIT0604_02047,EW14_2047
MIT0604_02048,EW14_2048
MIT0604_02049,EW14_2049
MIT0604_02050,EW14_2050
MIT0604_02051,EW14_2051
MIT0604_02052,EW14_2052
MIT0604_02053,EW14_2053
MIT0604_02054,EW14_2054
MIT0604_02055,EW14_2055
MIT0604_02056,EW14_2056
MIT0604_02057,EW14_2057
MIT0604_02058,EW14_2058
MIT0604_02059,EW14_2059
MIT0604_02060,EW14_2060
MIT0604_02061,EW14_2061
MIT0604_02062,EW14_2062
MIT0604_02063,EW14_2063
MIT0604_02064,EW14_2064
MIT0604_02065,EW14_2065
MIT0604_02066,EW14_2066
MIT0604_02067,EW14_2067
MIT0604_02068,EW14_2068
MIT0604_02069,EW14_2069
MIT0604_02070,EW14_2070
MIT0604_02071,EW14_2071
MIT0604_02072,EW14_2072
MIT0604_02073,EW14_2073
MIT0604_02074,EW14_2074
MIT0604_02075,EW14_2075
MIT0604_02076,EW14_2076
MIT0604_02077,EW14_2077
MIT0604_02078,EW14_2078
MIT0604_02079,EW14_2079
MIT0604_02080,EW14_2080
MIT0604_02081,EW14_2081
MIT0604_02082,EW14_2082
MIT0604_02083,EW14_2083
MIT0604_02084,EW14_2084
MIT0604_02085,EW14_2085
MIT0604_50001,EW14_0022
MIT0604_50002,EW14_RS09795
MIT0604_50003,EW14_50003
MIT0604_50004,EW14_RS03135
MIT0604_50005,EW14_1088
MIT0604_50006,EW14_RS05210
MIT0604_50007,EW14_50007
MIT0604_50008,EW14_RS06455
MIT0604_50009,EW14_RS10650
MIT0604_50010,EW14_1851
MIT0604_50011,EW14_1062
MIT0604_50012,EW14_RS05025
MIT0604_50013,EW14_50013
