gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2785715327	366	2	350	1.9e-125	404.2	TIGR04407	LPS export ABC transporter permease LptF
2785715328	353	4	353	0.0e+00	450.7	TIGR04408	LPS export ABC transporter permease LptG
2785715331	177	19	175	2.8e-28	84.7	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785715334	192	77	158	4.7e-08	19.4	TIGR01965	VCBS repeat
2785715338	383	217	383	4.0e-51	159.1	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715364	416	21	414	3.0e-121	390.9	TIGR01930	acetyl-CoA acetyltransferases
2785715377	943	17	116	5.6e-11	28.8	TIGR00229	PAS domain S-box
2785715379	722	70	722	1.5e-103	333.5	TIGR01783	TonB-dependent siderophore receptor
2785715391	289	15	252	1.2e-70	223.9	TIGR00861	MIP family channel proteins
2785715392	285	11	274	1.3e-70	223.8	TIGR00950	Carboxylate/Amino Acid/Amine Transporter
2785715399	372	2	370	1.9e-76	243.5	TIGR00936	adenosylhomocysteinase
2785715401	134	23	130	9.8e-27	79.8	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715404	165	8	155	1.7e-41	127.4	TIGR04494	cytochrome c-550 PedF
2785715405	595	23	558	0.0e+00	782.4	TIGR03075	PQQ-dependent dehydrogenase, methanol/ethanol family
2785715407	449	135	446	5.3e-101	324	TIGR03863	ABC transporter, substrate binding protein, PQQ-dependent alcohol dehydrogenase system
2785715408	327	17	326	0.0e+00	478	TIGR03866	PQQ-dependent catabolism-associated beta-propeller protein
2785715408	327	28	65	4.6e-14	39.4	TIGR02276	40-residue YVTN family beta-propeller repeat
2785715409	240	2	236	3.0e-94	300.9	TIGR03864	ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system
2785715410	260	3	255	1.1e-126	407.7	TIGR03861	alcohol ABC transporter, permease protein
2785715412	306	2	306	8.2e-123	395.3	TIGR02108	coenzyme PQQ biosynthesis protein B
2785715413	251	6	243	2.2e-109	350.5	TIGR02111	coenzyme PQQ biosynthesis protein C
2785715414	129	45	126	3.6e-34	102.8	TIGR03859	coenzyme PQQ biosynthesis protein PqqD
2785715415	386	15	372	0.0e+00	535.5	TIGR02109	coenzyme PQQ biosynthesis enzyme PqqE
2785715415	386	252	344	1.0e-11	32.4	TIGR04085	radical SAM additional 4Fe4S-binding SPASM domain
2785715421	837	320	444	2.8e-11	29.8	TIGR00229	PAS domain S-box
2785715427	438	14	141	9.6e-15	41	TIGR00229	PAS domain S-box
2785715429	499	4	482	0.0e+00	622.7	TIGR01722	methylmalonic acid semialdehyde dehydrogenase
2785715430	291	6	291	1.1e-126	408	TIGR01692	3-hydroxyisobutyrate dehydrogenase
2785715431	714	88	534	0.0e+00	499.6	TIGR00842	choline/carnitine/betaine transport
2785715432	202	37	197	2.8e-19	55.4	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785715452	766	35	759	0.0e+00	1085.1	TIGR00198	catalase/peroxidase HPI
2785715454	580	5	131	4.9e-27	80.7	TIGR00229	PAS domain S-box
2785715460	391	31	381	8.2e-66	208.2	TIGR01141	histidinol-phosphate aminotransferase
2785715475	365	8	364	0.0e+00	552.5	TIGR02143	tRNA (uracil(54)-C(5))-methyltransferase
2785715481	741	321	478	1.1e-17	50.3	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715482	302	52	301	3.7e-96	307.5	TIGR03899	TIGR03899 family protein
2785715483	248	21	242	3.0e-89	285.8	TIGR02057	phosphoadenosine phosphosulfate reductase, thioredoxin dependent
2785715483	248	33	243	1.0e-84	270.7	TIGR00434	phosophoadenylyl-sulfate reductase (thioredoxin)
2785715484	573	18	560	0.0e+00	923.8	TIGR02041	sulfite reductase (NADPH) hemoprotein, beta-component
2785715485	607	10	607	0.0e+00	839.8	TIGR01931	sulfite reductase [NADPH] flavoprotein, alpha-component
2785715486	251	2	251	2.0e-87	278.3	TIGR04219	outer membrane protein
2785715490	222	1	222	6.4e-82	260.5	TIGR02977	phage shock protein A
2785715492	338	8	325	0.0e+00	465.1	TIGR00742	tRNA dihydrouridine synthase A
2785715495	161	1	159	1.0e-23	70	TIGR00231	small GTP-binding protein domain
2785715496	706	280	443	1.1e-27	82.8	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715499	280	2	277	1.8e-125	404	TIGR02821	S-formylglutathione hydrolase
2785715500	304	72	206	9.9e-17	47.1	TIGR00530	1-acyl-sn-glycerol-3-phosphate acyltransferases
2785715509	181	5	158	2.6e-66	208.8	TIGR00401	methionine-S-sulfoxide reductase
2785715512	178	7	178	3.5e-68	214.5	TIGR01752	flavodoxin, long chain
2785715515	470	31	442	1.2e-34	107.2	TIGR04215	choice-of-anchor A domain
2785715515	470	446	469	8.7e-07	16.9	TIGR02595	PEP-CTERM protein-sorting domain
2785715519	741	6	723	0.0e+00	790.1	TIGR03030	cellulose synthase catalytic subunit (UDP-forming)
2785715526	992	401	525	7.3e-13	35.9	TIGR00229	PAS domain S-box
2785715526	992	575	718	3.7e-36	111.4	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715532	171	9	170	5.6e-108	344.1	TIGR03645	lactoylglutathione lyase family protein
2785715541	500	21	459	1.1e-119	386	TIGR00800	NCS1 nucleoside transporter family
2785715543	496	4	481	0.0e+00	683.6	TIGR01722	methylmalonic acid semialdehyde dehydrogenase
2785715546	278	20	277	2.2e-106	340.9	TIGR03611	pyrimidine utilization protein D
2785715547	127	1	127	5.9e-79	249.5	TIGR03610	pyrimidine utilization protein C
2785715547	127	3	126	2.0e-30	92.7	TIGR00004	reactive intermediate/imine deaminase
2785715548	244	22	244	1.9e-127	409.5	TIGR03614	pyrimidine utilization protein B
2785715549	362	1	355	0.0e+00	685	TIGR03612	pyrimidine utilization protein A
2785715554	446	5	446	0.0e+00	433.1	TIGR00791	gluconate transporter
2785715555	172	7	168	8.9e-53	164.5	TIGR01313	carbohydrate kinase, thermoresistant glucokinase family
2785715560	80	4	75	5.1e-24	70.4	TIGR02606	putative addiction module antidote protein, CC2985 family
2785715564	410	6	410	0.0e+00	739.3	TIGR01941	NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit
2785715565	202	2	201	8.9e-102	325.6	TIGR01940	NADH:ubiquinone oxidoreductase, Na(+)-translocating, E subunit
2785715566	210	2	207	6.6e-103	329	TIGR01939	NADH:ubiquinone oxidoreductase, Na(+)-translocating, D subunit
2785715567	254	5	249	1.4e-80	256.6	TIGR01938	NADH:ubiquinone oxidoreductase, Na(+)-translocating, C subunit
2785715568	400	3	395	0.0e+00	577.5	TIGR01937	NADH:ubiquinone oxidoreductase, Na(+)-translocating, B subunit
2785715569	459	15	459	0.0e+00	615.4	TIGR01936	NADH:ubiquinone oxidoreductase, Na(+)-translocating, A subunit
2785715573	312	2	312	0.0e+00	435.4	TIGR01772	malate dehydrogenase, NAD-dependent
2785715574	154	7	151	1.0e-46	144.7	TIGR01529	arginine repressor
2785715579	207	1	207	6.9e-77	243.8	TIGR00235	uridine kinase
2785715580	403	1	399	0.0e+00	489.5	TIGR00804	nucleoside transporter
2785715585	326	139	308	1.8e-43	134.2	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715588	568	33	490	5.2e-53	167.5	TIGR00813	transporter, SSS family
2785715588	568	7	559	0.0e+00	871.8	TIGR03648	probable sodium:solute symporter, VC_2705 subfamily
2785715589	88	11	87	3.4e-39	119.3	TIGR03647	putative solute:sodium symporter small subunit
2785715592	301	2	286	4.2e-87	278	TIGR00768	alpha-L-glutamate ligase, RimK family
2785715597	648	18	644	0.0e+00	998.4	TIGR02188	acetate--CoA ligase
2785715615	852	288	415	9.7e-28	84	TIGR00229	PAS domain S-box
2785715615	852	415	580	4.1e-26	78.7	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715616	394	1	394	0.0e+00	776.3	TIGR00485	translation elongation factor TU
2785715616	394	10	165	4.3e-17	49.4	TIGR00231	small GTP-binding protein domain
2785715621	252	9	243	1.1e-30	93.2	TIGR00671	pantothenate kinase, type III
2785715622	328	85	326	1.8e-60	191.4	TIGR00121	birA, biotin-[acetyl-CoA-carboxylase] ligase region
2785715622	328	9	78	3.1e-22	65.5	TIGR00122	BirA biotin operon repressor domain
2785715623	343	4	336	1.1e-78	250.4	TIGR00179	UDP-N-acetylenolpyruvoylglucosamine reductase
2785715635	76	3	46	7.0e-15	40.4	TIGR01552	prevent-host-death family protein
2785715638	468	1	465	0.0e+00	745.4	TIGR01479	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
2785715639	395	8	390	7.7e-104	333.6	TIGR03026	nucleotide sugar dehydrogenase
2785715641	360	4	346	0.0e+00	506.8	TIGR01181	dTDP-glucose 4,6-dehydratase
2785715642	289	2	287	4.1e-98	313.9	TIGR01214	dTDP-4-dehydrorhamnose reductase
2785715643	181	2	179	5.6e-88	279.4	TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase
2785715644	294	4	289	0.0e+00	499.2	TIGR01207	glucose-1-phosphate thymidylyltransferase, short form
2785715645	446	6	445	0.0e+00	602.1	TIGR01455	phosphoglucosamine mutase
2785715654	348	16	342	0.0e+00	490	TIGR03586	pseudaminic acid synthase
2785715655	161	11	158	4.3e-38	117	TIGR03585	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
2785715656	365	1	308	1.1e-89	286.8	TIGR03590	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
2785715657	232	3	225	2.6e-100	320.6	TIGR03584	pseudaminic acid cytidylyltransferase
2785715658	385	1	384	0.0e+00	553.6	TIGR03588	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
2785715659	334	1	329	0.0e+00	554	TIGR03589	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
2785715663	133	6	117	1.3e-52	163.1	TIGR00059	ribosomal protein L17
2785715664	328	22	315	1.3e-115	371.7	TIGR02027	DNA-directed RNA polymerase, alpha subunit, bacterial and chloroplast-type
2785715665	206	3	206	6.0e-91	289.6	TIGR01017	ribosomal protein S4, bacterial/organelle type
2785715666	130	11	127	3.2e-58	181.5	TIGR03632	ribosomal protein uS11, bacterial form
2785715667	118	3	114	1.5e-54	169.5	TIGR03631	ribosomal protein uS13, bacterial form
2785715668	38	1	38	5.0e-26	76.8	TIGR01022	ribosomal protein L36, bacterial type
2785715669	439	18	425	0.0e+00	454.4	TIGR00967	preprotein translocase, SecY subunit
2785715670	144	2	143	4.4e-49	152.2	TIGR01071	ribosomal protein L15, bacterial/organelle
2785715671	59	4	58	2.2e-29	87.2	TIGR01308	ribosomal protein L30, bacterial/organelle
2785715672	166	8	163	8.3e-73	229.5	TIGR01021	ribosomal protein S5, bacterial/organelle type
2785715673	117	3	117	8.4e-47	144.5	TIGR00060	ribosomal protein L18, bacterial type
2785715674	177	2	176	1.6e-77	245.3	TIGR03654	ribosomal protein L6, bacterial type
2785715678	104	2	104	6.0e-45	138.2	TIGR01079	ribosomal protein L24, bacterial/organelle
2785715679	122	1	122	1.3e-62	195.3	TIGR01067	ribosomal protein L14, bacterial/organelle
2785715683	246	3	244	2.5e-86	275.1	TIGR00186	rRNA methylase, putative, group 3
2785715684	805	18	723	0.0e+00	898.4	TIGR02063	ribonuclease R
2785715684	805	69	721	0.0e+00	841.8	TIGR00358	VacB and RNase II family 3'-5' exoribonucleases
2785715685	119	31	111	6.1e-21	60.4	TIGR02607	addiction module antidote protein, HigA family
2785715688	92	2	92	2.3e-12	33.5	TIGR02385	addiction module toxin, RelE/StbE family
2785715694	83	1	77	7.0e-33	98.4	TIGR02647	TIGR02647 family protein
2785715695	488	6	455	0.0e+00	600.7	TIGR00148	UbiD family decarboxylase
2785715701	5754	1229	1356	9.2e-10	26.6	TIGR04226	fimbrial isopeptide formation D2 domain
2785715704	335	4	333	2.9e-36	111.4	TIGR00203	cytochrome d oxidase, subunit II (cydB)
2785715710	542	3	444	0.0e+00	577.8	TIGR01982	2-polyprenylphenol 6-hydroxylase
2785715712	265	39	264	1.5e-90	288.4	TIGR01934	ubiquinone/menaquinone biosynthesis methyltransferases
2785715715	186	3	53	1.4e-09	24.5	TIGR01764	DNA binding domain, excisionase family
2785715719	449	2	449	0.0e+00	706.9	TIGR01421	glutathione-disulfide reductase, animal/bacterial
2785715732	537	157	535	5.7e-106	340.8	TIGR00533	3-hydroxy-3-methylglutaryl Coenzyme A reductase, hydroxymethylglutaryl-CoA reductase (NADP)
2785715741	442	4	442	0.0e+00	728.9	TIGR00390	ATP-dependent protease HslVU, ATPase subunit
2785715742	160	1	158	1.9e-83	264.4	TIGR03692	ATP-dependent protease HslVU, peptidase subunit
2785715745	196	108	193	1.7e-29	89.3	TIGR02223	cell division protein FtsN
2785715746	729	221	726	0.0e+00	591.1	TIGR00595	primosomal protein N'
2785715747	70	1	67	1.6e-39	120.1	TIGR00105	ribosomal protein L31
2785715751	295	23	290	1.9e-103	331.5	TIGR00676	5,10-methylenetetrahydrofolate reductase, prokaryotic form
2785715752	294	20	278	3.4e-89	285.1	TIGR00765	YihY family inner membrane protein
2785715755	325	8	317	3.2e-103	331.1	TIGR01249	proline iminopeptidase, Neisseria-type subfamily
2785715756	145	1	145	2.4e-65	205.6	TIGR00256	D-tyrosyl-tRNA(Tyr) deacylase
2785715757	304	163	297	1.5e-46	143.8	TIGR02447	thioesterase domain, putative
2785715758	284	16	284	1.6e-129	418.3	TIGR02392	alternative sigma factor RpoH
2785715758	284	50	282	3.4e-36	111.4	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785715761	326	19	326	3.2e-76	242.4	TIGR00439	putative protein insertion permease FtsX
2785715762	237	1	214	4.1e-92	293.7	TIGR02673	cell division ATP-binding protein FtsE
2785715763	558	273	550	2.4e-118	380.4	TIGR00064	signal recognition particle-docking protein FtsY
2785715764	231	39	231	7.8e-61	191.2	TIGR00095	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
2785715766	200	3	189	1.9e-34	105.2	TIGR00427	membrane protein, MarC family
2785715769	238	1	238	5.6e-67	211.5	TIGR00230	sugar fermentation stimulation protein
2785715770	149	30	139	4.6e-54	167.8	TIGR02420	RNA polymerase-binding protein DksA
2785715771	307	5	275	2.4e-103	331.3	TIGR03838	glutamyl-queuosine tRNA(Asp) synthetase
2785715772	439	1	438	0.0e+00	526.9	TIGR01942	poly(A) polymerase
2785715773	165	6	136	5.9e-47	145.2	TIGR01498	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
2785715774	264	1	264	4.0e-116	373.1	TIGR00222	3-methyl-2-oxobutanoate hydroxymethyltransferase
2785715775	283	1	281	3.2e-104	334.8	TIGR00018	pantoate--beta-alanine ligase
2785715775	283	23	84	7.5e-13	35.7	TIGR00125	cytidyltransferase-like domain
2785715776	544	2	522	0.0e+00	856.6	TIGR03799	putative pyridoxal-dependent aspartate 1-decarboxylase
2785715781	229	3	229	9.5e-124	397.3	TIGR03787	proteobacterial dedicated sortase system response regulator
2785715782	722	7	720	0.0e+00	928.1	TIGR03785	proteobacterial dedicated sortase system histidine kinase
2785715786	392	84	162	6.4e-17	48	TIGR01352	TonB family C-terminal domain
2785715806	737	65	737	1.2e-86	277.6	TIGR01783	TonB-dependent siderophore receptor
2785715809	394	1	394	0.0e+00	775.8	TIGR00485	translation elongation factor TU
2785715809	394	10	165	2.5e-17	50.2	TIGR00231	small GTP-binding protein domain
2785715810	700	1	700	0.0e+00	1221.4	TIGR00484	translation elongation factor EF-G
2785715810	700	8	188	1.9e-38	119.5	TIGR00231	small GTP-binding protein domain
2785715811	156	3	156	2.2e-73	231.4	TIGR01029	ribosomal protein S7, bacterial/organelle
2785715812	124	1	124	6.0e-73	228.7	TIGR00981	ribosomal protein S12, bacterial/organelle
2785715813	1390	19	1034	0.0e+00	1503.8	TIGR02386	DNA-directed RNA polymerase, beta' subunit, predominant form
2785715814	1342	8	1339	0.0e+00	1920.1	TIGR02013	DNA-directed RNA polymerase, beta subunit
2785715815	125	1	125	6.4e-51	158.2	TIGR00855	ribosomal protein L7/L12
2785715817	231	3	229	3.6e-110	352.8	TIGR01169	ribosomal protein L1, bacterial/chloroplast
2785715818	142	3	142	3.1e-70	220.7	TIGR01632	50S ribosomal protein uL11, bacterial form
2785715821	183	11	183	1.4e-72	229.2	TIGR00922	transcription termination/antitermination factor NusG
2785715822	125	66	122	4.5e-21	60.8	TIGR00964	preprotein translocase, SecE subunit, bacterial
2785715831	348	3	343	0.0e+00	443.2	TIGR00856	dihydroorotase, homodimeric type
2785715840	227	51	227	4.9e-76	240.3	TIGR00063	GTP cyclohydrolase I
2785715844	234	20	233	6.3e-65	204.5	TIGR04123	metallophosphoesterase, DNA ligase-associated
2785715845	859	6	842	0.0e+00	1024.4	TIGR04121	DEXH box helicase, DNA ligase-associated
2785715848	376	44	371	0.0e+00	474.3	TIGR04122	putative exonuclease, DNA ligase-associated
2785715849	561	2	559	0.0e+00	679.5	TIGR04120	DNA ligase, ATP-dependent, PP_1105 family
2785715850	191	2	188	2.5e-54	170.8	TIGR00038	translation elongation factor P
2785715850	191	3	188	1.1e-82	263.8	TIGR02178	elongation factor P-like protein YeiP
2785715860	250	17	243	2.2e-79	252	TIGR01983	ubiquinone biosynthesis O-methyltransferase
2785715865	359	12	337	1.1e-107	346.2	TIGR00109	ferrochelatase
2785715866	533	15	533	0.0e+00	707.7	TIGR00819	p-Aminobenzoyl-glutamate transporter family
2785715867	293	1	160	2.7e-58	183.2	TIGR01932	HflC protein
2785715868	383	73	333	1.5e-113	364.6	TIGR01933	HflK protein
2785715869	429	10	361	0.0e+00	518.9	TIGR03156	GTP-binding protein HflX
2785715870	82	5	64	7.7e-34	101.7	TIGR02383	RNA chaperone Hfq
2785715871	311	11	299	2.8e-111	357.3	TIGR00174	tRNA dimethylallyltransferase
2785715872	619	1	309	1.0e-102	330	TIGR00585	DNA mismatch repair protein MutL
2785715874	160	11	147	3.6e-48	149	TIGR00150	tRNA threonylcarbamoyl adenosine modification protein YjeE
2785715875	499	13	218	8.3e-45	140	TIGR00197	yjeF N-terminal region
2785715875	499	230	499	1.7e-70	224.4	TIGR00196	yjeF C-terminal region, hydroxyethylthiazole kinase-related
2785715876	380	16	351	0.0e+00	512.9	TIGR00276	epoxyqueuosine reductase
2785715878	363	17	356	0.0e+00	457.9	TIGR01464	uroporphyrinogen decarboxylase
2785715883	79	1	77	2.4e-26	78.2	TIGR00149	secondary thiamine-phosphate synthase enzyme
2785715885	461	16	454	0.0e+00	582.6	TIGR00665	replicative DNA helicase
2785715889	191	33	186	1.0e-27	82.9	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785715896	362	37	352	8.0e-58	181.9	TIGR01730	RND family efflux transporter, MFP subunit
2785715898	150	1	149	2.4e-56	176.4	TIGR00158	ribosomal protein L9
2785715899	75	4	73	9.3e-41	124.2	TIGR00165	ribosomal protein S18
2785715900	133	1	94	8.8e-38	114.7	TIGR00166	ribosomal protein S6
2785715904	527	16	115	1.1e-17	50.5	TIGR00229	PAS domain S-box
2785715906	360	202	228	3.3e-07	16.7	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2785715909	334	6	333	2.2e-49	154.4	TIGR00698	conserved hypothetical integral membrane protein
2785715915	575	35	444	3.5e-88	282.4	TIGR00813	transporter, SSS family
2785715917	331	33	309	3.5e-60	189.7	TIGR01297	cation diffusion facilitator family transporter
2785715919	981	42	981	0.0e+00	604.5	TIGR01782	TonB-dependent receptor
2785715920	627	461	624	2.3e-47	146.9	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715921	495	7	469	2.2e-128	414.8	TIGR00931	Na+/H+ antiporter NhaC
2785715923	420	105	405	3.3e-115	370.8	TIGR01272	glucose/galactose transporter
2785715924	452	13	436	0.0e+00	582.8	TIGR03356	beta-galactosidase
2785715926	522	3	363	2.9e-76	242.9	TIGR00879	MFS transporter, sugar porter (SP) family
2785715929	35	1	30	4.9e-24	70.6	TIGR02106	cyd operon protein YbgT
2785715930	378	1	378	0.0e+00	524	TIGR00203	cytochrome d oxidase, subunit II (cydB)
2785715944	265	4	193	7.0e-25	73.7	TIGR01533	5'-nucleotidase, lipoprotein e(P4) family
2785715957	165	2	157	2.5e-25	75.1	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785715977	358	183	353	4.4e-44	136.2	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715980	328	5	326	1.3e-127	411.4	TIGR03558	luciferase family oxidoreductase, group 1
2785715981	610	2	610	0.0e+00	865.8	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
2785715984	452	3	452	0.0e+00	645.2	TIGR01173	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
2785715985	473	309	471	2.0e-29	88.5	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715987	182	95	174	5.6e-40	121.5	TIGR00589	O-6-methylguanine DNA methyltransferase
2785715990	636	4	635	0.0e+00	720.3	TIGR01273	arginine decarboxylase, biosynthetic
2785715994	385	11	381	4.4e-96	308.5	TIGR00561	NAD(P) transhydrogenase, alpha subunit
2785715995	968	35	968	0.0e+00	675.3	TIGR01782	TonB-dependent receptor
2785716002	775	23	775	3.5e-109	352	TIGR01786	TonB-dependent hemoglobin/transferrin/lactoferrin receptor family protein
2785716004	1054	169	1054	0.0e+00	600.1	TIGR01782	TonB-dependent receptor
2785716005	196	5	166	2.3e-25	75.3	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785716010	298	6	286	3.2e-86	275.6	TIGR01473	protoheme IX farnesyltransferase
2785716011	123	26	122	2.4e-36	110.4	TIGR02847	cytochrome o ubiquinol oxidase subunit IV
2785716012	205	26	205	6.7e-86	273.3	TIGR02842	cytochrome o ubiquinol oxidase, subunit III
2785716013	662	4	649	0.0e+00	1124.8	TIGR02843	cytochrome o ubiquinol oxidase, subunit I
2785716014	313	9	235	3.0e-111	356.3	TIGR01433	cytochrome o ubiquinol oxidase subunit II
2785716018	977	42	976	0.0e+00	490.2	TIGR01782	TonB-dependent receptor
2785716027	545	3	527	0.0e+00	851.3	TIGR02348	chaperonin GroL
2785716033	146	2	141	9.2e-68	212.4	TIGR01088	3-dehydroquinate dehydratase, type II
2785716034	154	1	154	7.8e-62	194.5	TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein
2785716035	447	1	447	0.0e+00	787.4	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2785716038	87	7	78	9.4e-38	114.5	TIGR03643	TIGR03643 family protein
2785716039	711	539	710	1.5e-40	125.1	TIGR00573	exonuclease, DNA polymerase III, epsilon subunit family
2785716042	97	4	31	2.3e-08	20.5	TIGR01409	Tat (twin-arginine translocation) pathway signal sequence
2785716045	292	3	285	4.9e-103	330.5	TIGR00406	ribosomal protein L11 methyltransferase
2785716046	332	3	321	0.0e+00	446	TIGR00737	putative TIM-barrel protein, nifR3 family
2785716048	547	23	547	0.0e+00	840.2	TIGR00355	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
2785716050	430	1	424	0.0e+00	602.8	TIGR00877	phosphoribosylamine--glycine ligase
2785716060	520	4	520	0.0e+00	629.4	TIGR00224	phosphoenolpyruvate carboxykinase (ATP)
2785716063	305	24	302	5.9e-60	189	TIGR01713	type II secretion system protein C
2785716064	683	33	623	0.0e+00	529.7	TIGR02517	type II secretion system protein D
2785716065	521	35	518	0.0e+00	730.6	TIGR02533	type II secretion system protein E
2785716066	408	4	406	0.0e+00	531.9	TIGR02120	type II secretion system protein F
2785716067	145	7	30	1.1e-10	28.3	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785716067	145	8	139	8.5e-53	165.1	TIGR01710	type II secretion system protein G
2785716068	208	11	34	4.0e-09	23.4	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785716068	208	9	186	2.4e-19	56.7	TIGR01708	type II secretion system protein H
2785716069	142	21	44	4.0e-08	20.2	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785716069	142	23	123	1.9e-29	89.4	TIGR01707	type II secretion system protein I
2785716070	208	2	25	6.5e-11	29	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785716070	208	3	203	3.8e-58	183.5	TIGR01711	type II secretion system protein J
2785716072	399	4	397	1.5e-80	257.1	TIGR01709	type II secretion system protein L
2785716078	181	8	180	2.5e-38	117.9	TIGR00258	inosine/xanthosine triphosphatase
2785716079	237	65	195	3.3e-14	39.4	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2785716081	281	9	260	3.3e-91	291.3	TIGR01331	3'(2'),5'-bisphosphate nucleotidase, bacterial
2785716088	167	8	117	2.4e-20	59.2	TIGR02444	TIGR02444 family protein
2785716090	68	4	62	2.1e-29	87.5	TIGR02443	conserved hypothetical metal-binding protein
2785716097	161	2	157	3.2e-79	250.2	TIGR01461	transcription elongation factor GreB
2785716102	1012	38	1012	0.0e+00	602.6	TIGR01782	TonB-dependent receptor
2785716104	493	13	290	6.3e-77	245	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2785716108	234	203	228	1.1e-05	12.5	TIGR02595	PEP-CTERM protein-sorting domain
2785716111	671	5	666	0.0e+00	969.5	TIGR00232	transketolase, bacterial and yeast
2785716112	439	4	437	0.0e+00	680.7	TIGR02630	xylose isomerase
2785716113	494	3	478	0.0e+00	578.6	TIGR01312	D-xylulose kinase
2785716114	317	3	317	0.0e+00	497.1	TIGR00874	transaldolase
2785716117	468	2	466	5.7e-113	364.1	TIGR00879	MFS transporter, sugar porter (SP) family
2785716125	269	16	260	6.8e-83	264	TIGR01738	pimelyl-[acyl-carrier protein] methyl ester esterase
2785716126	237	5	224	1.0e-24	73.6	TIGR00201	comF family protein
2785716128	192	2	101	3.0e-16	46.7	TIGR00049	Iron-sulfur cluster assembly accessory protein
2785716128	192	2	192	1.7e-102	328	TIGR03341	IscR-regulated protein YhgI
2785716129	234	3	234	2.2e-73	232.8	TIGR00035	aspartate racemase
2785716132	448	24	416	9.3e-77	244.5	TIGR00797	putative efflux protein, MATE family
2785716136	305	21	299	2.6e-104	334.9	TIGR01473	protoheme IX farnesyltransferase
2785716143	542	37	541	0.0e+00	708.7	TIGR02891	cytochrome c oxidase, subunit I
2785716144	387	41	262	8.2e-59	184.6	TIGR02866	cytochrome c oxidase, subunit II
2785716145	208	1	206	1.3e-81	259.1	TIGR00498	SOS regulatory protein LexA
2785716147	761	284	412	6.9e-16	45.7	TIGR00229	PAS domain S-box
2785716147	761	598	761	3.1e-46	144.2	TIGR00254	diguanylate cyclase (GGDEF) domain
2785716148	817	11	808	0.0e+00	1099.5	TIGR03703	glycerol-3-phosphate O-acyltransferase
2785716149	517	10	511	0.0e+00	751.3	TIGR01124	threonine ammonia-lyase, biosynthetic, long form
2785716150	616	17	610	0.0e+00	856	TIGR00110	dihydroxy-acid dehydratase
2785716152	504	6	492	0.0e+00	576.7	TIGR00368	Mg chelatase-related protein
2785716154	492	35	369	2.0e-120	387.5	TIGR00465	ketol-acid reductoisomerase
2785716155	415	21	407	1.3e-61	195.1	TIGR00710	drug resistance transporter, Bcr/CflA subfamily
2785716160	168	3	164	6.0e-28	83.6	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785716164	145	17	131	2.0e-17	49.8	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2785716165	366	7	364	8.5e-123	396	TIGR01027	glutamate 5-kinase
2785716180	213	10	187	2.4e-67	212.1	TIGR00336	orotate phosphoribosyltransferase
2785716181	237	2	237	1.3e-116	373.9	TIGR01966	ribonuclease PH
