gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2785713643	149	1	149	3.7e-55	172.1	TIGR00673	cyanase
2785713645	282	20	262	2.4e-46	144.3	TIGR00790	formate/nitrite transporter
2785713651	550	1	550	0.0e+00	879	TIGR01132	phosphoglucomutase, alpha-D-glucose phosphate-specific
2785713652	825	15	818	0.0e+00	1179.6	TIGR02093	glycogen/starch/alpha-glucan phosphorylases
2785713654	434	1	160	1.5e-18	53.1	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713655	343	9	334	9.2e-109	349.5	TIGR03242	succinylglutamate desuccinylase
2785713661	378	6	375	0.0e+00	553.6	TIGR01246	succinyl-diaminopimelate desuccinylase, proteobacterial clade
2785713662	115	4	114	4.1e-34	103.5	TIGR01617	transcriptional regulator, Spx/MgsR family
2785713667	357	12	355	2.0e-123	398.3	TIGR01263	4-hydroxyphenylpyruvate dioxygenase
2785713668	431	3	427	0.0e+00	674.9	TIGR01015	homogentisate 1,2-dioxygenase
2785713672	572	143	309	3.7e-49	153.7	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713672	572	17	143	1.6e-10	28.3	TIGR00229	PAS domain S-box
2785713673	644	232	396	4.5e-13	35.3	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713676	377	43	371	1.6e-61	194	TIGR01730	RND family efflux transporter, MFP subunit
2785713677	641	12	302	7.8e-78	247.7	TIGR00932	transporter, monovalent cation:proton antiporter-2 (CPA2) family
2785713685	425	1	122	4.8e-29	88.2	TIGR00229	PAS domain S-box
2785713685	425	258	422	1.1e-41	129.3	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713687	430	22	421	0.0e+00	541	TIGR02967	guanine deaminase
2785713688	108	1	108	1.9e-36	111.1	TIGR02962	hydroxyisourate hydrolase
2785713689	167	6	166	7.1e-53	165	TIGR03180	OHCU decarboxylase
2785713690	299	35	265	1.2e-86	276.2	TIGR02964	xanthine dehydrogenase accessory protein XdhC
2785713691	788	20	779	0.0e+00	1167.8	TIGR02965	xanthine dehydrogenase, molybdopterin binding subunit
2785713692	481	2	467	0.0e+00	545.4	TIGR02963	xanthine dehydrogenase, small subunit
2785713694	309	6	301	0.0e+00	524.5	TIGR03212	putative urate catabolism protein
2785713696	332	10	329	1.7e-113	364.9	TIGR01430	adenosine deaminase
2785713698	701	139	269	2.8e-15	43.7	TIGR00229	PAS domain S-box
2785713698	701	269	435	3.5e-42	131	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713699	306	137	306	8.8e-49	151.5	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713703	525	15	438	1.1e-103	334.3	TIGR00801	uracil-xanthine permease
2785713703	525	24	440	7.7e-120	387.3	TIGR03173	xanthine permease
2785713704	492	114	433	1.4e-39	121.9	TIGR01430	adenosine deaminase
2785713706	414	12	411	6.6e-123	396.5	TIGR01879	amidase, hydantoinase/carbamoylase family
2785713709	525	8	515	2.7e-96	309	TIGR00066	gamma-glutamyltranspeptidase
2785713718	638	72	632	0.0e+00	804.4	TIGR00418	threonyl-tRNA synthetase
2785713719	144	1	144	9.0e-67	209.9	TIGR00168	translation initiation factor IF-3
2785713720	65	2	64	3.7e-30	90.3	TIGR00001	ribosomal protein L35
2785713721	118	1	114	1.2e-56	176.2	TIGR01032	ribosomal protein L20
2785713722	469	1	465	0.0e+00	753.6	TIGR01479	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
2785713723	374	1	374	0.0e+00	473.3	TIGR03025	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
2785713723	374	1	374	0.0e+00	524.1	TIGR03023	Undecaprenyl-phosphate glucose phosphotransferase
2785713727	738	522	731	1.7e-46	144.4	TIGR01007	capsular exopolysaccharide family
2785713733	645	234	398	8.8e-18	50.6	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713742	197	173	197	1.2e-05	12.4	TIGR02595	PEP-CTERM protein-sorting domain
2785713754	326	160	326	1.2e-84	270.3	TIGR00468	phenylalanyl-tRNA synthetase, alpha subunit
2785713755	795	1	794	0.0e+00	900.6	TIGR00472	phenylalanyl-tRNA synthetase, beta subunit, non-spirochete bacterial
2785713756	99	2	97	1.8e-54	168.4	TIGR00987	integration host factor, alpha subunit
2785713759	156	2	154	1.4e-54	170.1	TIGR00011	Cys-tRNA(Pro) deacylase
2785713762	171	4	170	6.8e-57	178	TIGR00636	ATP:cob(I)alamin adenosyltransferase
2785713764	1165	156	1097	0.0e+00	1114	TIGR00580	transcription-repair coupling factor (mfd)
2785713766	464	112	464	5.5e-97	311.2	TIGR02212	lipoprotein releasing system, transmembrane protein, LolC/E family
2785713770	269	1	267	4.6e-102	327.9	TIGR00195	exodeoxyribonuclease III
2785713770	269	1	268	4.2e-91	292	TIGR00633	exodeoxyribonuclease III (xth)
2785713776	271	11	174	3.1e-16	45.6	TIGR00189	acyl-CoA thioesterase II
2785713779	428	16	389	0.0e+00	502.2	TIGR02091	glucose-1-phosphate adenylyltransferase
2785713784	677	1	449	0.0e+00	587.7	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2785713789	391	8	389	0.0e+00	429.6	TIGR01930	acetyl-CoA acetyltransferases
2785713791	411	8	395	2.0e-86	276.3	TIGR01814	kynureninase
2785713792	467	306	467	3.3e-27	81.3	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713795	1260	368	482	4.0e-09	22.8	TIGR00229	PAS domain S-box
2785713799	901	114	900	0.0e+00	556	TIGR01782	TonB-dependent receptor
2785713800	315	160	305	1.1e-24	73	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713803	1331	10	1330	0.0e+00	1851.8	TIGR01967	RNA helicase HrpA
2785713807	325	1	325	1.1e-113	365.5	TIGR02824	putative NAD(P)H quinone oxidoreductase, PIG3 family
2785713809	239	1	215	1.8e-80	256.5	TIGR00573	exonuclease, DNA polymerase III, epsilon subunit family
2785713809	239	2	233	6.9e-102	326.9	TIGR01406	DNA polymerase III, epsilon subunit, Proteobacterial
2785713810	496	63	451	2.1e-130	420.9	TIGR03503	TIGR03503 family protein
2785713816	236	4	224	1.1e-102	328.3	TIGR02211	lipoprotein releasing system, ATP-binding protein
2785713817	408	1	408	2.6e-121	391.3	TIGR02212	lipoprotein releasing system, transmembrane protein, LolC/E family
2785713821	446	3	444	0.0e+00	745	TIGR03241	succinylarginine dihydrolase
2785713822	884	5	645	0.0e+00	841.1	TIGR01051	DNA topoisomerase I, bacterial
2785713827	260	19	253	3.2e-48	150.2	TIGR00129	formate dehydrogenase family accessory protein FdhD
2785713828	774	13	763	0.0e+00	956	TIGR01701	oxidoreductase alpha (molybdopterin) subunit
2785713834	275	118	243	1.1e-09	26.3	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2785713834	275	53	250	5.9e-52	164.1	TIGR01428	2-haloalkanoic acid dehalogenase, type II
2785713834	275	55	236	7.8e-17	49.7	TIGR01493	Haloacid dehalogenase superfamily, subfamily IA, variant 2 with 3rd motif like haloacid dehalogenase
2785713838	1144	13	424	0.0e+00	564.4	TIGR00757	ribonuclease, Rne/Rng family
2785713840	319	22	319	3.0e-94	301.6	TIGR00005	pseudouridine synthase, RluA family
2785713841	235	107	198	1.7e-10	29.1	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2785713841	235	53	204	5.3e-09	24.1	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2785713842	206	1	193	5.0e-49	152.4	TIGR00172	MAF protein
2785713844	56	2	55	1.9e-23	68.7	TIGR01031	ribosomal protein L32
2785713845	331	1	330	9.9e-112	359.3	TIGR00182	fatty acid/phospholipid synthesis protein PlsX
2785713846	321	3	321	0.0e+00	443.7	TIGR00747	3-oxoacyl-(acyl-carrier-protein) synthase III
2785713847	309	2	293	1.0e-119	385.3	TIGR00128	malonyl CoA-acyl carrier protein transacylase
2785713848	246	9	244	9.5e-107	342.1	TIGR01830	3-oxoacyl-(acyl-carrier-protein) reductase
2785713849	79	1	77	7.5e-41	124.2	TIGR00517	acyl carrier protein
2785713850	412	4	410	0.0e+00	654.1	TIGR03150	beta-ketoacyl-acyl-carrier-protein synthase II
2785713851	283	5	267	1.2e-79	253.2	TIGR03461	aminodeoxychorismate lyase
2785713852	339	1	338	1.7e-88	282.9	TIGR00247	conserved hypothetical protein, YceG family
2785713853	216	1	196	1.6e-61	193.5	TIGR00041	dTMP kinase
2785713854	295	11	196	7.4e-58	181.3	TIGR00678	DNA polymerase III, delta' subunit
2785713855	260	2	253	2.5e-91	291.6	TIGR00010	hydrolase, TatD family
2785713856	185	1	185	2.8e-70	222.1	TIGR04026	PPOX class probable FMN-dependent enzyme, alr4036 family
2785713858	983	820	983	2.2e-51	160	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713866	393	6	391	1.1e-129	418.7	TIGR01930	acetyl-CoA acetyltransferases
2785713872	226	68	189	1.8e-19	57.5	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2785713877	437	20	435	3.0e-125	404.3	TIGR00857	dihydroorotase, multifunctional complex type
2785713880	622	45	622	1.4e-89	287.5	TIGR00976	putative hydrolase, CocE/NonD family
2785713890	1111	266	393	2.6e-25	75.1	TIGR00229	PAS domain S-box
2785713893	498	368	417	1.3e-24	73.3	TIGR01954	transcription termination factor NusA, C-terminal duplication
2785713893	498	4	346	8.0e-127	409.8	TIGR01953	transcription termination factor NusA
2785713894	868	285	868	0.0e+00	900.9	TIGR00487	translation initiation factor IF-2
2785713894	868	368	529	4.8e-37	114.3	TIGR00231	small GTP-binding protein domain
2785713895	133	1	119	1.0e-35	108.9	TIGR00082	ribosome-binding factor A
2785713896	324	10	218	3.2e-84	267.9	TIGR00431	tRNA pseudouridine(55) synthase
2785713897	89	4	89	3.4e-42	128.9	TIGR00952	ribosomal protein S15, bacterial/organelle
2785713898	792	264	388	1.2e-11	32	TIGR00229	PAS domain S-box
2785713898	792	630	789	2.4e-44	138.1	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713899	252	75	228	2.5e-48	150	TIGR00093	pseudouridine synthase
2785713906	187	1	187	1.5e-106	340.2	TIGR03137	peroxiredoxin
2785713907	529	1	517	0.0e+00	765.7	TIGR03140	alkyl hydroperoxide reductase subunit F
2785713908	720	69	720	3.0e-82	263.1	TIGR01783	TonB-dependent siderophore receptor
2785713915	780	27	650	0.0e+00	869.4	TIGR03904	uncharacterized radical SAM protein YgiQ
2785713940	731	55	731	3.1e-87	279.6	TIGR01783	TonB-dependent siderophore receptor
2785713945	159	13	156	2.5e-57	179.1	TIGR00086	SsrA-binding protein
2785713949	656	52	497	0.0e+00	530.4	TIGR00842	choline/carnitine/betaine transport
2785713955	790	4	789	0.0e+00	1232.2	TIGR01418	phosphoenolpyruvate synthase
2785713965	455	12	455	0.0e+00	470.3	TIGR00928	adenylosuccinate lyase
2785713967	375	16	370	0.0e+00	509.6	TIGR00420	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
2785713968	180	11	180	1.4e-59	186.5	TIGR00093	pseudouridine synthase
2785713969	739	1	739	0.0e+00	1322.3	TIGR00178	isocitrate dehydrogenase, NADP-dependent, monomeric type
2785713971	72	1	68	1.1e-40	123.7	TIGR02381	cold shock domain protein CspD
2785713973	758	2	736	0.0e+00	1100.5	TIGR02639	ATP-dependent Clp protease ATP-binding subunit clpA
2785713974	72	3	71	4.8e-43	131.3	TIGR00008	translation initiation factor IF-1
2785713976	256	40	238	4.7e-66	208	TIGR00667	leucyl/phenylalanyl-tRNA--protein transferase
2785713977	321	7	313	3.8e-127	409.2	TIGR01292	thioredoxin-disulfide reductase
2785713979	621	16	613	0.0e+00	601.4	TIGR00705	signal peptide peptidase SppA, 67K type
2785713979	621	331	545	2.0e-55	174.7	TIGR00706	signal peptide peptidase SppA, 36K type
2785713984	335	2	335	5.4e-111	356.7	TIGR00519	L-asparaginase, type I
2785713985	320	20	320	0.0e+00	473.7	TIGR00510	lipoate synthase
2785713986	223	32	210	6.5e-73	230.3	TIGR00214	lipoate-protein ligase B
2785713989	340	112	334	4.1e-52	163.2	TIGR00413	rare lipoprotein A
2785713990	371	20	367	0.0e+00	438.9	TIGR02210	rod shape-determining protein RodA
2785713991	637	20	617	0.0e+00	764.8	TIGR03423	penicillin-binding protein 2
2785713992	145	1	145	8.0e-73	229.6	TIGR00246	rRNA large subunit m3Psi methyltransferase RlmH
2785713993	105	6	104	1.8e-41	126.5	TIGR00090	ribosome silencing factor RsfS/YbeB/iojap
2785713994	221	2	65	2.1e-10	27.9	TIGR00125	cytidyltransferase-like domain
2785713994	221	4	219	3.5e-41	128.4	TIGR00482	nicotinate (nicotinamide) nucleotide adenylyltransferase
2785713995	342	16	330	3.1e-80	255.7	TIGR01128	DNA polymerase III, delta subunit
2785713997	867	6	867	0.0e+00	1237.8	TIGR00396	leucyl-tRNA synthetase, eubacterial and mitochondrial family
2785713999	798	227	771	4.3e-40	123.8	TIGR00764	lon-related putative ATP-dependent protease
2785714003	97	3	97	1.2e-38	117.9	TIGR00253	putative RNA-binding protein, YhbY family
2785714004	209	20	207	5.7e-88	279.4	TIGR00438	cell division protein FtsJ
2785714005	648	102	598	0.0e+00	809.3	TIGR01241	ATP-dependent metalloprotease FtsH
2785714006	274	14	270	1.2e-108	348.7	TIGR01496	dihydropteroate synthase
2785714007	447	7	444	0.0e+00	621.3	TIGR01455	phosphoglucosamine mutase
2785714008	247	9	237	1.0e-62	198	TIGR00419	triosephosphate isomerase
2785714009	137	3	75	1.2e-29	88.4	TIGR00810	protein translocase, SecG subunit
2785714011	764	342	488	5.1e-18	51.4	TIGR00254	diguanylate cyclase (GGDEF) domain
2785714018	276	3	243	3.0e-26	79.9	TIGR01484	HAD-superfamily hydrolase, subfamily IIB
2785714018	276	3	270	5.4e-43	134.4	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2785714021	504	3	500	0.0e+00	650.8	TIGR02121	sodium/proline symporter
2785714021	504	34	437	1.2e-88	284.8	TIGR00813	transporter, SSS family
2785714022	369	7	364	4.8e-100	321.2	TIGR01027	glutamate 5-kinase
2785714023	415	11	404	0.0e+00	447.8	TIGR00407	gamma-glutamyl phosphate reductase
2785714026	703	9	691	0.0e+00	1082.8	TIGR03591	polyribonucleotide nucleotidyltransferase
2785714060	230	151	229	2.2e-22	65.5	TIGR01352	TonB family C-terminal domain
2785714061	200	36	197	4.6e-27	80.7	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785714063	135	7	133	5.7e-47	145.3	TIGR01354	cytidine deaminase, homotetrameric
2785714067	1179	2	1170	0.0e+00	1032.5	TIGR02168	chromosome segregation protein SMC, common bacterial type
2785714068	525	205	513	1.8e-46	145.5	TIGR02205	cell division protein ZipA
2785714069	678	15	669	0.0e+00	865.4	TIGR00575	DNA ligase, NAD-dependent
2785714071	864	338	493	5.7e-22	65.9	TIGR00360	ComEC/Rec2-related protein
2785714071	864	338	828	7.7e-71	226	TIGR00361	DNA internalization-related competence protein ComEC/Rec2
2785714072	582	10	580	0.0e+00	745.7	TIGR02203	lipid A export permease/ATP-binding protein MsbA
2785714073	343	26	333	2.2e-80	256.1	TIGR00682	tetraacyldisaccharide 4'-kinase
2785714075	249	1	242	7.2e-103	329.2	TIGR00466	3-deoxy-D-manno-octulosonate cytidylyltransferase
2785714078	486	38	467	0.0e+00	596.2	TIGR01125	ribosomal protein S12 methylthiotransferase RimO
2785714078	486	38	467	1.3e-106	343.8	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2785714088	425	12	421	0.0e+00	755.5	TIGR01798	citrate synthase I (hexameric type)
2785714089	124	3	122	6.5e-44	135.2	TIGR02970	succinate dehydrogenase, cytochrome b556 subunit
2785714090	115	9	113	4.2e-33	99.9	TIGR02968	succinate dehydrogenase, hydrophobic membrane anchor protein
2785714091	590	6	590	0.0e+00	908	TIGR01816	succinate dehydrogenase, flavoprotein subunit, E. coli/mitochondrial subgroup
2785714091	590	9	590	0.0e+00	793.2	TIGR01812	succinate dehydrogenase or fumarate reductase, flavoprotein subunitGram-negative/mitochondrial subgroup
2785714092	236	7	228	2.1e-92	294.6	TIGR00384	succinate dehydrogenase and fumarate reductase iron-sulfur protein
2785714093	939	14	936	0.0e+00	1411.6	TIGR00239	2-oxoglutarate dehydrogenase, E1 component
2785714094	503	110	503	0.0e+00	598.8	TIGR01347	2-oxoglutarate dehydrogenase complex dihydrolipoamide succinyltransferase (E2 component)
2785714095	388	1	386	0.0e+00	578.4	TIGR01016	succinyl-CoA synthetase, beta subunit
2785714096	290	3	288	0.0e+00	487.4	TIGR01019	succinyl-CoA synthetase, alpha subunit
2785714097	953	40	953	0.0e+00	527	TIGR01782	TonB-dependent receptor
2785714099	1019	46	1019	0.0e+00	573.2	TIGR01782	TonB-dependent receptor
2785714100	1443	222	798	0.0e+00	654.8	TIGR02103	alpha-1,6-glucosidases, pullulanase-type
2785714103	301	40	277	1.0e-58	184.6	TIGR03694	N-acyl amino acid synthase, PEP-CTERM/exosortase system-associated
2785714109	555	28	552	0.0e+00	896	TIGR00440	glutaminyl-tRNA synthetase
2785714111	865	1	850	0.0e+00	801.2	TIGR03502	extracellular lipase, Pla-1/cef family
2785714113	348	102	304	1.6e-32	98.9	TIGR00706	signal peptide peptidase SppA, 36K type
2785714116	253	3	253	1.4e-69	220.6	TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
2785714145	137	20	132	2.7e-12	33	TIGR00369	uncharacterized domain 1
2785714150	339	8	336	2.7e-72	229.8	TIGR00233	tryptophanyl-tRNA synthetase
2785714153	217	2	208	2.0e-103	330.2	TIGR02428	3-oxoacid CoA-transferase, B subunit
2785714154	235	3	221	5.3e-76	240.8	TIGR02429	3-oxoacid CoA-transferase, A subunit
2785714159	457	2	454	0.0e+00	708	TIGR00720	L-serine dehydratase, iron-sulfur-dependent, single chain form
2785714161	479	129	470	2.0e-111	358.2	TIGR00553	aminodeoxychorismate synthase, component I, bacterial clade
2785714162	509	325	491	1.2e-52	165.4	TIGR00723	hydro-lyases, Fe-S type, tartrate/fumarate subfamily, beta region
2785714162	509	9	287	6.4e-67	212.6	TIGR00722	hydro-lyases, Fe-S type, tartrate/fumarate subfamily, alpha region
2785714164	1322	1298	1319	7.7e-09	22.3	TIGR03501	GlyGly-CTERM domain
2785714170	286	10	282	3.0e-93	298.3	TIGR00189	acyl-CoA thioesterase II
2785714178	680	196	555	7.9e-108	346.4	TIGR00225	C-terminal peptidase (prc)
2785714180	491	7	479	0.0e+00	448.4	TIGR00931	Na+/H+ antiporter NhaC
2785714181	869	10	864	0.0e+00	1135.6	TIGR02414	aminopeptidase N, Escherichia coli type
2785714188	335	2	335	0.0e+00	447.1	TIGR01036	dihydroorotate dehydrogenase, subfamily 2
2785714194	172	4	172	1.4e-98	313.8	TIGR01749	beta-hydroxyacyl-[acyl carrier protein] dehydratase FabA
2785714197	435	15	435	0.0e+00	491	TIGR02765	cryptochrome, DASH family
2785714205	485	43	472	7.0e-68	215.8	TIGR00937	chromate transporter, chromate ion transporter (CHR) family
2785714219	158	1	157	6.8e-72	226.7	TIGR00754	bacterioferritin
2785714220	155	1	155	2.2e-52	163.3	TIGR00754	bacterioferritin
2785714222	477	9	476	0.0e+00	756.5	TIGR00780	cytochrome c oxidase, cbb3-type, subunit I
2785714223	201	5	184	2.7e-87	278.3	TIGR00781	cytochrome c oxidase, cbb3-type, subunit II
2785714225	317	29	115	8.6e-24	70.3	TIGR00782	cytochrome c oxidase, cbb3-type, subunit III
2785714227	822	249	819	0.0e+00	505.8	TIGR01525	heavy metal translocating P-type ATPase
2785714227	822	282	590	1.6e-42	133.5	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2785714228	76	1	50	1.2e-17	49.6	TIGR00847	cytochrome oxidase maturation protein, cbb3-type
2785714246	190	2	186	1.1e-51	162	TIGR00560	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
2785714247	605	6	584	0.0e+00	697.8	TIGR00194	excinuclease ABC, C subunit
2785714251	703	459	701	2.0e-105	338.7	TIGR04345	putative 4-mercaptohistidine N1-methyltranferase
2785714251	703	5	446	0.0e+00	678	TIGR04344	5-histidylcysteine sulfoxide synthase
2785714261	129	3	129	4.5e-43	132.3	TIGR03012	sulfur relay protein TusD/DsrE
2785714262	122	3	122	2.5e-26	78.1	TIGR03010	sulfur relay protein TusC/DsrF
2785714264	115	8	115	5.9e-52	160.8	TIGR03342	sulfur relay protein, TusE/DsrC/DsvC family
2785714268	433	1	422	0.0e+00	562.6	TIGR00414	seryl-tRNA synthetase
2785714269	127	9	125	1.3e-33	102	TIGR00494	protein CrcB
2785714271	274	50	274	4.0e-29	87.6	TIGR00547	periplasmic chaperone LolA
2785714275	377	1	375	0.0e+00	512.9	TIGR00518	alanine dehydrogenase
2785714276	232	6	227	1.2e-64	203.9	TIGR01740	orotidine 5'-phosphate decarboxylase, subfamily 1
2785714281	95	1	93	5.7e-51	157.1	TIGR00988	integration host factor, beta subunit
2785714282	556	3	520	0.0e+00	755.7	TIGR00717	ribosomal protein S1
2785714283	223	3	219	2.5e-85	271.6	TIGR00017	cytidylate kinase
2785714284	427	14	427	0.0e+00	487.5	TIGR01356	3-phosphoshikimate 1-carboxyvinyltransferase
2785714285	361	4	360	0.0e+00	503.5	TIGR01364	phosphoserine aminotransferase
2785714286	904	8	860	0.0e+00	1257.7	TIGR01063	DNA gyrase, A subunit
2785714287	234	8	227	5.2e-89	283.5	TIGR01983	ubiquinone biosynthesis O-methyltransferase
2785714288	773	145	735	0.0e+00	588	TIGR02506	ribonucleoside-diphosphate reductase, alpha subunit
2785714295	777	347	513	3.3e-48	149.6	TIGR00254	diguanylate cyclase (GGDEF) domain
2785714296	394	229	394	6.7e-56	174.7	TIGR00254	diguanylate cyclase (GGDEF) domain
2785714298	237	1	236	1.5e-82	263.2	TIGR00081	phosphoribosylaminoimidazole-succinocarboxamide synthase
2785714300	294	4	289	5.2e-109	349.5	TIGR00674	4-hydroxy-tetrahydrodipicolinate synthase
2785714306	117	4	117	2.0e-50	156.3	TIGR00014	arsenate reductase (glutaredoxin)
2785714307	196	2	192	2.0e-47	147.7	TIGR01755	NAD(P)H:quinone oxidoreductase, type IV
2785714310	245	2	243	4.1e-68	215.3	TIGR03420	DnaA regulatory inactivator Hda
2785714312	346	8	336	0.0e+00	492	TIGR00878	phosphoribosylaminoimidazole synthetase
2785714313	216	6	197	3.7e-76	241	TIGR00639	phosphoribosylglycinamide formyltransferase, formyltetrahydrofolate-dependent
2785714318	243	4	242	3.4e-97	310.8	TIGR00740	tRNA (cmo5U34)-methyltransferase
2785714319	332	12	330	0.0e+00	494.5	TIGR00452	tRNA (mo5U34)-methyltransferase
2785714321	269	5	233	1.3e-30	94.1	TIGR01484	HAD-superfamily hydrolase, subfamily IIB
2785714321	269	5	267	4.6e-71	226.1	TIGR01486	mannosyl-3-phosphoglycerate phosphatase family
2785714324	237	112	201	6.4e-14	40.7	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2785714324	237	21	235	8.6e-68	216	TIGR01449	2-phosphoglycolate phosphatase, prokaryotic
2785714324	237	69	207	3.6e-14	41.3	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2785714325	404	175	312	2.5e-31	94.7	TIGR00177	molybdenum cofactor synthesis domain
2785714326	457	19	424	9.7e-100	320.1	TIGR00797	putative efflux protein, MATE family
2785714330	321	7	310	0.0e+00	439.3	TIGR01136	cysteine synthase
2785714330	321	7	310	0.0e+00	462.1	TIGR01139	cysteine synthase A
2785714354	263	1	181	3.5e-33	101.2	TIGR00654	phenazine biosynthesis protein PhzF family
2785714355	585	52	577	5.6e-127	410.3	TIGR00066	gamma-glutamyltranspeptidase
2785714357	196	32	185	1.5e-57	180	TIGR03902	rhomboid family GlyGly-CTERM serine protease
2785714363	211	44	167	1.7e-16	46.3	TIGR00530	1-acyl-sn-glycerol-3-phosphate acyltransferases
2785714377	411	45	380	5.9e-47	146.1	TIGR01730	RND family efflux transporter, MFP subunit
2785714385	174	3	169	6.1e-74	233.2	TIGR01752	flavodoxin, long chain
2785714389	288	3	285	4.5e-71	225.2	TIGR01121	D-amino acid aminotransferase
2785714390	315	2	307	1.0e-67	214.4	TIGR00724	biotin-dependent carboxylase uncharacterized domain
2785714391	246	14	231	1.6e-45	141.1	TIGR00370	sensor histidine kinase inhibitor, KipI family
2785714395	377	67	375	6.7e-72	228.1	TIGR01730	RND family efflux transporter, MFP subunit
2785714402	447	25	435	4.8e-120	387.6	TIGR01353	deoxyguanosinetriphosphate triphosphohydrolase, putative
2785714417	457	7	457	0.0e+00	518	TIGR00538	oxygen-independent coproporphyrinogen III oxidase
2785714419	231	15	224	1.8e-68	216.3	TIGR02141	molybdate ABC transporter, permease protein
2785714420	406	83	199	8.2e-24	70.7	TIGR01256	molybdenum ABC transporter, periplasmic molybdate-binding protein
2785714422	82	3	82	7.9e-18	51	TIGR01687	MoaD family protein, archaeal
2785714423	159	4	152	7.4e-64	200.2	TIGR00581	molybdenum cofactor biosynthesis protein MoaC
2785714424	168	4	166	5.6e-85	270.1	TIGR02667	molybdenum cofactor biosynthesis protein B, proteobacterial
2785714424	168	7	150	1.4e-38	119.3	TIGR00177	molybdenum cofactor synthesis domain
2785714436	393	44	391	8.6e-75	237.7	TIGR01141	histidinol-phosphate aminotransferase
2785714445	199	1	199	1.7e-44	137.8	TIGR00567	DNA-3-methyladenine glycosylase
2785714452	733	13	718	2.5e-125	405.3	TIGR01447	exodeoxyribonuclease V, alpha subunit
2785714453	1316	31	1279	0.0e+00	793.7	TIGR00609	exodeoxyribonuclease V, beta subunit
2785714454	1207	2	1097	0.0e+00	738.6	TIGR01450	exodeoxyribonuclease V, gamma subunit
2785714457	1390	836	962	1.5e-13	38.1	TIGR00229	PAS domain S-box
2785714457	1390	962	1127	6.1e-46	143.2	TIGR00254	diguanylate cyclase (GGDEF) domain
2785714458	462	9	461	1.8e-103	332.7	TIGR00649	beta-CASP ribonuclease, RNase J family
2785714486	552	19	546	0.0e+00	591.8	TIGR00835	amino acid carrier protein
2785714488	481	132	466	2.9e-113	364.3	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2785714490	142	10	142	1.3e-56	176.5	TIGR00357	methionine-R-sulfoxide reductase
2785714491	517	15	507	0.0e+00	604.7	TIGR00873	6-phosphogluconate dehydrogenase (decarboxylating)
2785714492	695	15	689	0.0e+00	784.5	TIGR02100	glycogen debranching enzyme GlgX
2785714493	727	99	723	0.0e+00	838.6	TIGR01515	alpha-1,4-glucan:alpha-1,4-glucan 6-glycosyltransferase
2785714494	732	135	724	0.0e+00	607.9	TIGR00217	4-alpha-glucanotransferase
2785714495	331	4	324	0.0e+00	464.1	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2785714497	214	9	212	2.7e-85	270.9	TIGR01182	Entner-Doudoroff aldolase
2785714498	317	5	308	1.3e-96	309.5	TIGR00749	glucokinase, proteobacterial type
2785714499	608	2	602	0.0e+00	1016	TIGR01196	6-phosphogluconate dehydratase
2785714500	230	7	229	1.5e-60	190.7	TIGR01198	6-phosphogluconolactonase
2785714501	497	8	491	0.0e+00	615.8	TIGR00871	glucose-6-phosphate 1-dehydrogenase
2785714503	478	3	477	0.0e+00	547.1	TIGR01064	pyruvate kinase
2785714507	413	5	412	0.0e+00	539.2	TIGR03916	putative DNA modification/repair radical SAM protein
2785714508	268	8	240	2.6e-67	213.1	TIGR03915	probable DNA metabolism protein
