refseq_locus,log2fc_2h,padj_2h,log2fc_4h,padj_4h,resolved_locus_tag,resolution_method
TX50_RS01325,0.67537122,0.00025812,0.68863904,2.41764370615648e-06,PMM0256,tier1:refseq_locus
TX50_RS01330,-1.0203227,0.00537718,-0.4630436,0.00465915,PMM0257,tier1:refseq_locus
TX50_RS01335,-0.3964591,0.28880733,-0.1154661,0.38171478,PMM0258,tier1:refseq_locus
TX50_RS01340,-0.8551353,0.03394412,-1.523185,9.48084618089289e-05,,unresolved
TX50_RS01345,-0.2362934,0.3578056,-0.3808573,0.03297358,PMM0259,tier1:refseq_locus
TX50_RS01350,-0.9452459,0.00125626,-1.2121379,2.98587754444637e-05,PMM0260,tier1:refseq_locus
TX50_RS01355,0.10052464,0.67525344,0.20781255,0.24002883,PMM0261,tier1:refseq_locus
TX50_RS01360,-0.3441831,0.31310737,-0.4526239,0.10240569,PMM0262,tier1:refseq_locus
TX50_RS01365,-0.2492447,0.603805,0.33448311,0.00186525,PMM0263,tier1:refseq_locus
TX50_RS01370,-0.2845998,0.12789343,-0.5197822,0.00016649,PMM0264,tier1:refseq_locus
TX50_RS01375,0.60978614,0.01669111,0.46769504,9.71302685277589e-05,PMM0265,tier1:refseq_locus
TX50_RS01380,-0.4892752,0.00502941,-0.651728,6.31455617077246e-07,PMM0266,tier1:refseq_locus
TX50_RS01385,-1.4590005,3.2261687820778e-09,-0.7511202,1.44262673283757e-05,PMM0267,tier1:refseq_locus
TX50_RS01390,-0.1670804,0.51797998,0.81369164,4.08944095213832e-07,PMM0268,tier1:refseq_locus
TX50_RS01395,-0.4383856,0.04408861,-0.5996514,0.00323551,PMM0269,tier1:refseq_locus
TX50_RS01400,-0.0296336,0.92855382,-0.1062031,0.68952445,PMM0270,tier1:refseq_locus
TX50_RS01405,-0.3595088,0.25847553,-0.214043,0.35123369,PMM0271,tier1:refseq_locus
TX50_RS01410,1.26282298,0.00022655,1.09308577,4.8319782044493005e-18,PMM0272,tier1:refseq_locus
TX50_RS01415,0.22292324,0.55931345,-0.1994726,0.08478126,PMM0273,tier1:refseq_locus
TX50_RS01420,0.02418133,0.90326748,0.47801684,0.00107686,PMM0274,tier1:refseq_locus
TX50_RS01425,-0.1263314,0.84505173,0.38189815,0.54989349,,unresolved
TX50_RS01430,1.61294748,7.87477756309876e-13,1.74186068,1.86818316192527e-25,PMM0275,tier1:refseq_locus
TX50_RS01435,1.22385731,3.36111662409983e-07,1.02157552,1.93338231960031e-08,PMM0276,tier1:refseq_locus
TX50_RS01440,0.16258038,0.64539199,0.76555738,3.47695183944056e-05,PMM0277,tier1:refseq_locus
TX50_RS01445,-0.0893926,0.74277583,0.05134855,0.80530737,PMM0278,tier1:refseq_locus
TX50_RS01450,-1.265816,4.96689142276821e-10,-1.4399992,3.0729439253469303e-15,PMM0279,tier1:refseq_locus
TX50_RS01455,-2.3621358,2.0228305734090302e-47,-2.430463,5.6156359752017394e-55,PMM0280,tier1:refseq_locus
TX50_RS01460,0.26562126,0.26180483,-0.1262111,0.40879643,PMM0281,tier1:refseq_locus
TX50_RS01465,0.9748894,0.00037759,0.79028148,1.6132882684637e-08,PMM0282,tier1:refseq_locus
TX50_RS01470,-0.0415505,0.90942259,0.11534075,0.67663517,PMM0283,tier1:refseq_locus
TX50_RS01475,0.46323047,0.02265721,0.48368277,0.00053877,PMM0284,tier1:refseq_locus
TX50_RS01480,-0.3018636,0.17654102,-0.4480874,0.00775025,PMM0285,tier1:refseq_locus
TX50_RS01485,-0.6743925,0.07038065,-0.7361485,0.00163615,PMM0286,tier1:refseq_locus
TX50_RS01490,-0.6106456,0.07698781,-0.7335249,0.01535968,PMM0287,tier1:refseq_locus
TX50_RS01495,-0.0768701,0.73316963,-0.2594593,0.05401885,PMM0288,tier1:refseq_locus
TX50_RS01500,-0.2432895,0.22484506,-0.5077699,0.00117837,PMM0289,tier1:refseq_locus
TX50_RS01505,0.09452354,0.72370371,0.05437448,0.8018702,PMM0290,tier1:refseq_locus
TX50_RS01510,-0.4367392,0.04073579,-0.574617,3.47695183944056e-05,PMM0291,tier1:refseq_locus
TX50_RS01515,-0.8335746,9.1309741322632e-05,-0.9629531,1.4110559286367701e-09,PMM0292,tier1:refseq_locus
TX50_RS01520,-0.4492883,0.04545132,-0.0710101,0.65805875,PMM0293,tier1:refseq_locus
TX50_RS01525,-1.1759442,8.17318162388011e-08,-1.3709881,3.8561990046343e-17,PMM0294,tier1:refseq_locus
TX50_RS01530,-1.1414407,1.71121928707718e-05,-1.2458523,5.19674828592697e-16,PMM0295,tier1:refseq_locus
TX50_RS01535,-0.4411866,0.03384699,-0.8314633,2.42746173281087e-11,PMM0296,tier1:refseq_locus
TX50_RS01540,0.72383744,0.00694651,0.30424402,0.00409967,PMM0297,tier1:refseq_locus
TX50_RS01545,0.52146888,0.03268173,-0.2744408,0.18942069,PMM0298,tier1:refseq_locus
TX50_RS01550,0.07236129,0.78719393,-0.7020557,5.034698347779581e-10,PMM0300,tier1:refseq_locus
TX50_RS01555,0.37647941,0.04875207,0.2750992,0.03229168,PMM0301,tier1:refseq_locus
TX50_RS01560,0.1874154,0.4380688,0.21818575,0.21352325,PMM0302,tier1:refseq_locus
TX50_RS01565,-0.6753829,0.01840048,-0.7111063,0.00049398,PMM0303,tier1:refseq_locus
TX50_RS01570,-1.2296753,1.66923214791835e-06,-1.0960532,7.7047915717487e-12,PMM0304,tier1:refseq_locus
TX50_RS01575,0.12955964,0.59072283,0.09291648,0.65459956,PMM1807,tier1:refseq_locus
TX50_RS01580,1.49964343,8.62233793158195e-07,1.67757018,1.541473572176e-28,PMM0305,tier1:refseq_locus
TX50_RS01585,0.26435356,0.36220338,0.42707046,0.01062904,PMM0306,tier1:refseq_locus
TX50_RS01590,0.46180852,0.19530929,0.42820925,0.05300437,PMM0307,tier1:refseq_locus
TX50_RS01595,-0.0130652,0.95497704,-0.2054398,0.16616965,PMM0308,tier1:refseq_locus
TX50_RS01600,-0.4261254,0.16053181,-0.8081769,0.00165217,PMM0309,tier1:refseq_locus
TX50_RS01605,-3.3610461,0.04265575,-0.9104685,0.50757371,,unresolved
TX50_RS01610,0.3199724,0.10259754,0.5922306,0.00016785,PMM0310,tier1:refseq_locus
TX50_RS01615,1.8848619,9.14094223266186e-32,1.91329823,1.73636144932065e-28,PMM0311,tier1:refseq_locus
TX50_RS01620,0.64449677,1.37723584838455e-05,0.95949493,1.04415896540867e-16,PMM0312,tier1:refseq_locus
TX50_RS01625,0.33612237,0.22910166,1.10390563,2.68140077073242e-18,PMM0313,tier1:refseq_locus
TX50_RS01630,0.01834189,0.96851579,-0.5763962,0.06058501,PMM0314,tier1:refseq_locus
TX50_RS01635,0.28953525,0.41427624,-0.2042365,0.07713406,PMM0315,tier1:refseq_locus
TX50_RS01640,-2.4881515,1.66178770155762e-39,-2.5464643,7.34904117304538e-50,PMM0316,tier1:refseq_locus
TX50_RS01645,0.1688575,0.497205,-0.1109703,0.58811142,PMM0317,tier1:refseq_locus
TX50_RS01650,-0.8520228,0.00020159,-1.206541,2.44732838102096e-14,PMM0318,tier1:refseq_locus
TX50_RS01655,0.2423412,0.26999415,-0.0823426,0.63440848,PMM0319,tier1:refseq_locus
TX50_RS01660,0.26443629,0.44290993,-0.5536986,0.0463888,,unresolved
TX50_RS01665,0.55685004,0.09576038,0.44296833,0.01000608,PMM0320,tier1:refseq_locus
TX50_RS01670,-1.4287902,0.01446795,-0.5552354,0.00080964,PMM0321,tier1:refseq_locus
TX50_RS01675,-1.5038946,4.42632557943278e-07,-2.0146201,9.715001136227782e-15,PMM0322,tier1:refseq_locus
TX50_RS01680,-0.4076854,0.23098756,-0.1639083,0.52226331,PMM0323,tier1:refseq_locus
TX50_RS01685,0.8848215,0.00333897,1.55397494,1.70585753509337e-34,PMM0324,tier1:refseq_locus
TX50_RS01690,-0.367293,0.25143022,-1.0322848,4.77392142386898e-24,PMM0325,tier1:refseq_locus
TX50_RS01695,0.90851302,1.97031285954698e-05,0.71999586,1.70115466883722e-10,PMM0326,tier1:refseq_locus
TX50_RS01700,-0.3329688,0.10228276,-0.4851554,3.82750051320608e-05,PMM0327,tier1:refseq_locus
TX50_RS01705,0.50721203,0.21698817,1.79611368,4.258127939254e-49,,unresolved
TX50_RS01710,-0.4059528,0.03670749,0.03967024,0.80564371,,unresolved
TX50_RS01715,0.77774052,0.00012632,1.59831538,8.25904630991617e-39,,unresolved
TX50_RS01720,0.88870704,0.02077319,2.16414675,1.45717179234192e-41,,unresolved
TX50_RS01725,-2.2480992,0.16718842,1.60350454,0.00017113,PMM0521,tier1:refseq_locus
TX50_RS01730,-0.0420834,0.8744683,-0.0380534,0.78447863,PMM0328,tier1:refseq_locus
TX50_RS01735,1.06721384,3.08345634150387e-06,1.16347528,1.26396188351394e-06,PMM0329,tier1:refseq_locus
TX50_RS01740,1.87203847,5.344950384783131e-09,1.78663513,5.51740289712717e-15,PMM0330,tier1:refseq_locus
TX50_RS01745,0.70857756,9.78908849575899e-05,0.70101694,3.14816248295727e-07,PMM0331,tier1:refseq_locus
TX50_RS01750,1.72884767,3.29301798613177e-06,1.77417568,3.40204746505086e-19,PMM0332,tier1:refseq_locus
TX50_RS01755,-0.1192545,0.60441243,-0.1225388,0.51680433,PMM0333,tier1:refseq_locus
TX50_RS01760,0.768084,0.00984133,0.98412218,0.00010198,PMM0334,tier1:refseq_locus
TX50_RS01765,1.56866911,1.58374687555467e-11,1.07673442,3.14964398717569e-13,PMM0335,tier1:refseq_locus
TX50_RS01770,-0.214102,0.60816261,0.31872205,0.08933296,PMM0336,tier1:refseq_locus
TX50_RS01775,2.23040556,1.43321622624059e-08,1.70099003,5.313009839544291e-15,PMM0337,tier1:refseq_locus
TX50_RS01780,3.814384,1.0581454209300601e-19,5.59053324,1.09806437781687e-279,PMM1813,tier1:refseq_locus
TX50_RS01785,1.458263,1.69533113463065e-20,1.39242372,1.06745750353169e-26,PMM0338,tier1:refseq_locus
TX50_RS01790,2.31670167,8.092602533184249e-11,2.26519876,8.82798375898714e-49,PMM1814,tier1:refseq_locus
TX50_RS01795,0.15119138,0.58564333,0.11246451,0.44978808,PMM0339,tier1:refseq_locus
TX50_RS01800,0.06538647,0.82600468,-0.2620386,0.23788957,PMM0340,tier1:refseq_locus
TX50_RS01805,0.29901914,0.35207425,-0.1412205,0.54984415,PMM0341,tier1:refseq_locus
TX50_RS01810,1.04460796,6.6675318994218705e-09,1.44695037,5.736804369271401e-16,PMM0342,tier1:refseq_locus
TX50_RS01815,1.05185841,3.0147772619202e-07,1.09652793,7.47590105645068e-12,PMM1816,tier1:refseq_locus
TX50_RS01820,0.86406844,0.00018026,0.71640823,0.00144519,PMM0343,tier1:refseq_locus
TX50_RS01825,-1.523237,0.00025812,-1.0929034,0.00290429,PMM0344,tier1:refseq_locus
TX50_RS01830,-1.874439,4.56130001948302e-24,-1.7600716,3.01191166052685e-26,PMM0345,tier1:refseq_locus
TX50_RS01835,-0.6149803,0.00045131,-0.7366241,5.04041983504074e-06,PMM0346,tier1:refseq_locus
TX50_RS01840,-1.0540249,2.23334531249672e-07,-0.849299,8.39142428972279e-08,PMM0347,tier1:refseq_locus
TX50_RS01845,4.97288264,7.42944274354489e-41,6.71353622,0.0,PMM0348,tier1:refseq_locus
TX50_RS01850,0.97952711,0.02736122,1.91589317,6.01706603110197e-07,PMM0349,tier1:refseq_locus
TX50_RS01855,1.75739602,1.47896212015692e-05,1.29320014,0.00043742,PMM0350,tier1:refseq_locus
TX50_RS01860,-0.1042372,0.84134597,-2.1230276,0.00016211,PMM0351,tier1:refseq_locus
TX50_RS01865,-0.1799052,0.56131658,-0.313082,0.23998314,PMM0352,tier1:refseq_locus
TX50_RS01870,-0.2034921,0.38787371,-0.156763,0.39899231,PMM0353,tier1:refseq_locus
TX50_RS01875,0.66603631,0.00838083,0.71686099,0.00048124,PMM0354,tier1:refseq_locus
TX50_RS01880,1.86764354,0.00028265,1.63891025,4.17174624096272e-06,PMM1821,tier1:refseq_locus
TX50_RS01885,0.6525226,0.06784373,0.8317439,0.01497276,PMM0355,tier1:refseq_locus
TX50_RS01890,-0.4178949,0.14662874,-0.5227937,0.04935308,PMM1824,tier1:refseq_locus
TX50_RS01895,2.71917527,5.78588543043419e-27,2.5843721,9.64927228702985e-84,PMM0356,tier1:refseq_locus
TX50_RS01900,-0.3582855,0.35653677,-0.142854,0.6698112,PMM0357,tier1:refseq_locus
TX50_RS01905,-0.1508156,0.56550127,-0.4189934,0.05427476,PMM0358,tier1:refseq_locus
TX50_RS01910,0.69392517,0.10935262,0.51421423,0.13839831,PMM0360,tier1:refseq_locus
TX50_RS01915,-0.7167951,0.36449338,-0.0694742,0.92686636,PMM0361,tier1:refseq_locus
TX50_RS01920,-0.6963372,0.27585193,-1.3324193,0.04612844,PMM0362,tier1:refseq_locus
TX50_RS01925,2.07376648,5.67811038113417e-18,2.99390444,2.90410536195031e-68,PMM0363,tier1:refseq_locus
TX50_RS01930,0.50041016,0.13510749,1.16410726,7.85277389060764e-05,PMM1828,tier1:refseq_locus
TX50_RS01935,-1.4470531,2.33846110743606e-05,-2.2866256,1.48496377950674e-24,PMM0364,tier1:refseq_locus
TX50_RS01940,-0.6498841,0.00730738,-1.1220599,2.24437333126123e-06,PMM0365,tier1:refseq_locus
TX50_RS01945,0.25291878,0.23390596,0.39130514,0.03914349,PMM0366,tier1:refseq_locus
TX50_RS01950,-0.383504,0.32333038,0.11936229,0.85279632,PMM0367,tier1:refseq_locus
TX50_RS01955,-0.513156,0.01643565,0.60212802,0.02313315,PMM0368,tier1:refseq_locus
TX50_RS01960,-0.443345,0.04208671,0.25579177,0.33073512,PMM1831,tier1:refseq_locus
TX50_RS01965,1.16062296,0.00081689,1.10703912,9.86908612377516e-05,PMM0369,tier1:refseq_locus
TX50_RS01970,0.61330078,0.10061204,1.6108981,2.4188996847957603e-52,PMM0370,tier1:refseq_locus
TX50_RS01975,0.1355496,0.68573852,0.89530885,9.9337436271949e-07,PMM0371,tier1:refseq_locus
TX50_RS01980,0.29830073,0.34564283,0.56542627,0.01808313,PMM0372,tier1:refseq_locus
TX50_RS01985,0.10960756,0.77396305,0.6555408,0.01808313,PMM0373,tier1:refseq_locus
TX50_RS01990,1.85843934,2.61839022147924e-06,2.01203182,5.22383344200398e-12,PMM0374,tier1:refseq_locus
TX50_RS01995,-0.6015612,0.39785516,-0.0219383,0.97002354,PMM0375,tier1:refseq_locus
TX50_RS02000,0.42311073,0.23625384,0.88282343,0.00255758,PMM0376,tier1:refseq_locus
TX50_RS02005,0.96364828,0.01191707,1.34375786,3.38588705591747e-05,PMM0377,tier1:refseq_locus
TX50_RS02010,1.67093791,0.00020144,2.45018131,1.53973976956383e-87,PMM0378,tier1:refseq_locus
TX50_RS02015,0.15596491,0.85138741,-0.1613403,0.8700919,PMM1837,tier1:refseq_locus
TX50_RS02020,0.63076351,0.01188786,0.73022731,0.00013306,PMM0379,tier1:refseq_locus
TX50_RS02025,-1.6427189,1.41524573011059e-06,-1.0791779,4.18310964883803e-05,PMM0380,tier1:refseq_locus
TX50_RS02030,0.12971856,0.80794727,1.93362851,1.50165811730942e-08,PMM1839,tier1:refseq_locus
TX50_RS02035,-0.485146,0.14994444,0.13859456,0.67038245,PMM0382,tier1:refseq_locus
TX50_RS02040,-0.4505094,0.34313093,0.77046875,0.02108109,PMM1840,tier1:refseq_locus
TX50_RS02045,-0.9820804,0.01519391,0.85265595,3.28150016224485e-10,PMM0383,tier1:refseq_locus
TX50_RS02050,-0.0609419,0.8026208,-0.0358896,0.84216872,PMM0384,tier1:refseq_locus
TX50_RS02055,0.66214002,0.03471606,1.36258597,5.79231574969642e-21,PMM1841,tier1:refseq_locus
TX50_RS02060,-0.4204414,0.29469426,0.21965012,0.52004356,PMM0386,tier1:refseq_locus
TX50_RS02070,0.38894736,0.39763212,-0.4278066,0.31401097,PMM1843,tier1:refseq_locus
TX50_RS02075,0.8793517,0.00460225,0.26487102,0.14424034,,unresolved
TX50_RS02080,-0.693204,0.06442959,-0.5382339,0.1943645,,unresolved
TX50_RS02085,-0.4207638,0.13471962,0.00445496,0.98824292,PMM0387,tier1:refseq_locus
TX50_RS02090,-0.206338,0.46786421,-0.236552,0.28801896,PMM0388,tier1:refseq_locus
TX50_RS02095,-0.6557913,0.02444398,-0.5186646,0.08630913,PMM0389,tier1:refseq_locus
TX50_RS02100,-0.7425012,0.01830542,-0.9581264,8.49900992507012e-05,PMM0390,tier1:refseq_locus
TX50_RS02105,-0.161437,0.50429923,0.05702211,0.72110762,PMM0391,tier1:refseq_locus
TX50_RS02110,-0.1922053,0.48313853,-0.4172317,0.10105386,PMM0392,tier1:refseq_locus
TX50_RS02115,0.25666525,0.51986012,0.63352884,0.12384202,PMM0393,tier1:refseq_locus
TX50_RS02120,0.01840499,0.9585218,0.25577804,0.39307049,PMM0394,tier1:refseq_locus
TX50_RS02125,1.01933728,3.43402178819568e-08,1.62524283,6.44744713975837e-51,PMM0395,tier1:refseq_locus
TX50_RS02130,-0.3662814,0.10635321,-0.5013614,0.02806763,PMM0396,tier1:refseq_locus
TX50_RS02135,0.6412241,0.01892191,0.35679877,0.03834953,PMM0397,tier1:refseq_locus
TX50_RS02140,-0.2447309,0.39200684,-0.2574195,0.31377208,PMM0398,tier1:refseq_locus
TX50_RS02145,0.02532644,0.95295905,-0.0334739,0.91653856,PMM0399,tier1:refseq_locus
TX50_RS02150,1.80839425,1.02962108340568e-13,1.41177104,6.66333921407694e-07,PMM0400,tier1:refseq_locus
TX50_RS02155,-0.679303,0.2232604,0.34355496,0.45637162,PMM0401,tier1:refseq_locus
TX50_RS02160,0.40331432,0.08610078,0.57654142,0.00099254,PMM0402,tier1:refseq_locus
TX50_RS02165,-0.1123159,0.70886911,-0.7612108,6.13394114704672e-07,PMM0403,tier1:refseq_locus
TX50_RS02170,-1.9195922,8.29840388290942e-08,-2.7191192,1.35952936002008e-21,PMM0404,tier1:refseq_locus
TX50_RS02175,0.20759811,0.60735354,0.64409411,0.08202778,PMM1845,tier1:refseq_locus
TX50_RS02180,1.09023673,6.11102689944146e-08,1.16742875,1.2248408545165701e-15,PMM0405,tier1:refseq_locus
TX50_RS02185,-1.3997876,6.17266079688317e-07,-1.0926701,1.39520932830839e-08,PMM0406,tier1:refseq_locus
TX50_RS02190,0.29964954,0.45588497,1.21702785,1.98335309777523e-21,PMM0407,tier1:refseq_locus
TX50_RS02195,-0.6404679,0.00109608,-0.7275696,2.73469424221889e-05,PMM0408,tier1:refseq_locus
TX50_RS02200,-0.4492865,0.02694125,-0.6600511,2.08751887565936e-05,PMM0409,tier1:refseq_locus
TX50_RS02205,-0.3490203,0.06225147,-0.3882624,0.00189791,PMM0410,tier1:refseq_locus
TX50_RS02210,-0.3260731,0.11751313,-0.4419176,0.05197743,PMM0411,tier1:refseq_locus
TX50_RS02215,-0.9551663,0.00649933,-0.6196152,0.03927108,PMM0412,tier1:refseq_locus
TX50_RS02220,-0.5241749,0.05081438,-0.529709,0.01048845,PMM0413,tier1:refseq_locus
TX50_RS02225,-0.5334832,0.02515807,-0.6878624,0.00047906,PMM0414,tier1:refseq_locus
TX50_RS02230,-0.9947429,1.01174423730813e-05,-0.9951624,2.92336581169576e-06,PMM0415,tier1:refseq_locus
TX50_RS02235,-0.1516301,0.70819562,-0.2405787,0.13839831,PMM0416,tier1:refseq_locus
TX50_RS02240,-0.0317246,0.94154502,0.73833137,1.41716229795485e-06,PMM1846,tier1:refseq_locus
TX50_RS02245,0.45132684,0.0480378,0.08164596,0.6063129,PMM0417,tier1:refseq_locus
TX50_RS02250,0.40603498,0.04272907,0.43207449,0.00701816,PMM0418,tier1:refseq_locus
TX50_RS02255,-0.5985906,0.01024114,-0.4377648,0.05201375,PMM0419,tier1:refseq_locus
TX50_RS02260,-1.1558956,3.28187708954834e-08,-1.1395558,7.96424937562026e-17,PMM0420,tier1:refseq_locus
TX50_RS02265,0.39000322,0.06803576,0.51668726,0.00099825,PMM0421,tier1:refseq_locus
TX50_RS02270,0.34276604,0.26744043,0.64250539,0.00754349,PMM0422,tier1:refseq_locus
TX50_RS02275,1.74279373,3.4513545696409e-18,1.46738065,4.0499393391783504e-25,PMM1847,tier1:refseq_locus
TX50_RS02280,-0.3544826,0.30614896,-0.4500311,0.11082355,PMM0423,tier1:refseq_locus
TX50_RS02285,-1.459365,0.01602346,-1.1001024,0.02731953,PMM0424,tier1:refseq_locus
TX50_RS02290,-1.4685552,2.5589481104189e-08,-1.4834432,6.59775857356264e-11,PMM0425,tier1:refseq_locus
TX50_RS02300,-0.2588276,0.45995478,-0.1508217,0.45646173,PMM0426,tier1:refseq_locus
TX50_RS02305,-0.4050361,0.05054841,-0.2043021,0.2550091,PMM0427,tier1:refseq_locus
TX50_RS02310,0.16753187,0.4928845,-0.4470209,0.00175323,PMM0428,tier1:refseq_locus
TX50_RS02315,1.08491015,0.00022661,1.06169411,5.23414433433228e-13,PMM0429,tier1:refseq_locus
TX50_RS02320,0.97770955,0.00035738,0.95341926,1.4178864765322502e-09,PMM0430,tier1:refseq_locus
TX50_RS02325,-0.1307021,0.75234457,0.42702328,0.16580243,PMM0431,tier1:refseq_locus
TX50_RS02330,-0.4726996,0.25847553,-1.053994,0.00161003,PMM0432,tier1:refseq_locus
TX50_RS02335,0.51284819,0.01449519,1.10399732,1.96123875787755e-12,PMM0433,tier1:refseq_locus
TX50_RS02340,-0.6642774,0.00027093,-0.929018,4.5372029727908006e-10,PMM0434,tier1:refseq_locus
TX50_RS02345,-0.1431321,0.41987461,-0.374233,0.00107715,PMM0435,tier1:refseq_locus
TX50_RS02350,-0.6086603,0.00081689,-0.8881083,3.00680020124749e-16,PMM0436,tier1:refseq_locus
TX50_RS02355,-1.2633234,0.00116017,-1.4047849,7.26891469063786e-05,PMM0437,tier1:refseq_locus
TX50_RS02360,-0.1096262,0.75084885,-0.3356022,0.22607516,PMM0438,tier1:refseq_locus
TX50_RS02365,-0.3687069,0.20022421,-0.2643876,0.19927712,PMM0439,tier1:refseq_locus
TX50_RS02370,-0.6326322,0.01996296,-0.9494,0.00012366,PMM0440,tier1:refseq_locus
TX50_RS02375,0.71522181,0.00111156,1.16306504,1.3148828120392101e-14,PMM0441,tier1:refseq_locus
TX50_RS02380,0.32359525,0.17808696,0.55437996,0.01416884,PMM0442,tier1:refseq_locus
TX50_RS02385,0.47216522,0.0735741,1.12897847,2.30696647352149e-15,PMM0443,tier1:refseq_locus
TX50_RS02390,0.06423255,0.83328196,-0.4753448,0.00018632,PMM0444,tier1:refseq_locus
TX50_RS02395,-0.2921992,0.43115898,-0.2563969,0.0314251,PMM0445,tier1:refseq_locus
TX50_RS02400,-0.2353962,0.5663728,-0.1861388,0.13649788,PMM0446,tier1:refseq_locus
TX50_RS02405,-1.1625811,0.0108199,-0.9943219,1.46811378596882e-07,PMM0447,tier1:refseq_locus
TX50_RS02410,-1.2447747,0.02878926,-0.2853658,0.06520993,PMM0448,tier1:refseq_locus
TX50_RS02415,0.38556483,0.09666844,0.53422861,0.00206899,PMM0449,tier1:refseq_locus
TX50_RS02420,-0.1244365,0.55961456,-0.0473121,0.77086402,PMM0450,tier1:refseq_locus
TX50_RS02425,-1.2590507,4.11062592346464e-13,-1.2817136,1.55474762309094e-12,PMM0451,tier1:refseq_locus
TX50_RS02430,-0.4382326,0.01035835,-0.361008,0.00027185,PMM0452,tier1:refseq_locus
TX50_RS02435,0.79410217,0.00327282,0.41301702,0.03044342,PMM1850,tier1:refseq_locus
TX50_RS02440,0.94650331,1.09556250544109e-05,0.57231594,2.19116547944392e-05,PMM0453,tier1:refseq_locus
TX50_RS02445,0.35798203,0.08127207,-0.1705786,0.32466596,PMM0454,tier1:refseq_locus
TX50_RS02450,-0.5876694,0.00672741,-0.7426042,0.00013645,PMM0455,tier1:refseq_locus
TX50_RS02455,-0.9938511,3.46317548388481e-05,-1.1833159,9.79732661066247e-09,PMM0456,tier1:refseq_locus
TX50_RS02460,0.39025423,0.12798185,0.21260203,0.16268312,PMM0457,tier1:refseq_locus
TX50_RS02465,-0.1537049,0.63542869,-0.156953,0.51575954,PMM0458,tier1:refseq_locus
TX50_RS02470,0.09891812,0.69735072,0.23606081,0.18256399,PMM0459,tier1:refseq_locus
TX50_RS02475,-0.0336341,0.9155874,-0.4708548,0.00097372,PMM0460,tier1:refseq_locus
TX50_RS02480,0.42476656,0.0074675,0.123309,0.34550585,PMM0461,tier1:refseq_locus
TX50_RS02485,0.94920237,0.00065577,0.90640714,7.96005857243804e-14,PMM0462,tier1:refseq_locus
TX50_RS02490,-0.5567845,0.15287679,-0.9322817,0.00517305,PMM0463,tier1:refseq_locus
TX50_RS02495,-0.2562898,0.21042887,-0.9749631,2.30068384402934e-10,PMM0464,tier1:refseq_locus
TX50_RS02500,0.96306751,4.93704105039917e-06,1.00125636,8.77465511037822e-18,PMM0465,tier1:refseq_locus
TX50_RS02505,0.33386047,0.12309801,0.33677153,0.0313126,PMM0466,tier1:refseq_locus
TX50_RS02510,0.45615793,0.19195763,-0.3863126,0.03834953,PMM0467,tier1:refseq_locus
TX50_RS02515,1.83882582,1.1774115854715e-06,1.23712994,3.88315001701023e-13,PMM0468,tier1:refseq_locus
TX50_RS02520,1.6537019,1.2152638200486e-05,1.2006263,2.58865514404421e-20,PMM0469,tier1:refseq_locus
TX50_RS02525,0.27273044,0.25004765,0.56559869,8.57833438135372e-05,PMM0470,tier1:refseq_locus
TX50_RS02530,0.67896943,0.12736712,-0.3876183,0.40430032,PMM0471,tier1:refseq_locus
TX50_RS02535,-0.1650507,0.54331829,-0.0692257,0.68287876,PMM0472,tier1:refseq_locus
TX50_RS02540,-0.7155885,9.1309741322632e-05,-1.2204374,2.54752720261361e-16,PMM0473,tier1:refseq_locus
TX50_RS02545,0.00961504,0.9764331,-0.6268555,0.00223376,,unresolved
TX50_RS02550,0.35853849,0.10007716,-0.1164692,0.39644192,PMM0474,tier1:refseq_locus
TX50_RS02555,0.52617308,0.00269127,0.20653821,0.15678092,,unresolved
TX50_RS02560,0.92107549,3.33421031596435e-05,0.96895377,7.9450113375908e-12,PMM0475,tier1:refseq_locus
TX50_RS02565,0.20913203,0.46189258,0.23988106,0.19020812,PMM0476,tier1:refseq_locus
TX50_RS02570,0.62734324,0.00021578,0.80880911,8.823212572788211e-15,PMM0477,tier1:refseq_locus
TX50_RS02575,0.23523328,0.44678356,-0.2982045,0.04136511,PMM0478,tier1:refseq_locus
TX50_RS02580,0.59036346,0.00073889,0.63637803,2.03062383635327e-06,PMM0479,tier1:refseq_locus
TX50_RS02585,-0.5824056,0.07741742,-0.551267,0.00956101,PMM0480,tier1:refseq_locus
TX50_RS02590,1.82903824,1.78332669108161e-16,1.94372354,1.3151691036711401e-15,PMM0481,tier1:refseq_locus
TX50_RS02595,0.48402264,0.08992844,0.57902175,0.00816826,PMM1851,tier1:refseq_locus
TX50_RS02600,-1.2651895,2.70112546206863e-07,-1.3296975,2.24223160292134e-39,PMM0482,tier1:refseq_locus
TX50_RS02605,-1.3754921,6.92616939085835e-07,-1.1783288,7.20478710689794e-22,PMM0483,tier1:refseq_locus
TX50_RS02610,0.37873131,0.15181541,0.01401858,0.94990294,PMM0484,tier1:refseq_locus
TX50_RS02615,1.3017373,2.88024076147822e-08,1.3391971,1.4474774331064902e-19,PMM0485,tier1:refseq_locus
TX50_RS02620,0.46786244,0.05177897,-0.0700635,0.74027408,PMM0486,tier1:refseq_locus
TX50_RS02625,0.07725608,0.78030402,0.2235079,0.34252721,PMM0487,tier1:refseq_locus
TX50_RS02630,-0.560943,0.04484033,-0.9651783,0.00021184,PMM0488,tier1:refseq_locus
